@relation dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R11

@attribute comm numeric
@attribute adev numeric
@attribute ddev numeric
@attribute exp numeric
@attribute oexp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,4,695286,12163,3,1272,10412,4008,2470,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,3,695286,2375,1,1272,5732,0,2033,clean
1,1,2,4140,137,1,1272,327,45,92,clean
1,1,3,8,8,1,539,72,2,0,clean
1,1,3,8,8,1,539,72,2,0,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
1,1,2,695286,7125,3,1272,5732,0,2033,clean
2,2,5,221,46,2,1272,567,51,12,clean
3,3,7,127,6,3,539,604,69,53,clean
1,1,2,695286,2375,1,1272,5732,0,2033,clean
3,3,5,7,16,3,539,550,88,3,clean
1,1,2,3611,3611,1,1272,0,0,0,clean
1,1,2,5390,275,4,1272,331,53,20,clean
1,1,2,4,4,1,539,1783,420,4,clean
1,1,3,4731,140,1,1272,7365,2239,83,clean
3,3,3,4384,16,3,539,2992,803,411,defective
1,1,2,11663,216,1,1272,7363,1828,107,clean
1,1,2,55,16,1,539,1088,244,11,clean
1,1,2,355,1736,5,1272,0,0,0,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,5929245,4894,1,1272,12752,6013,2689,clean
1,1,2,756,60,1,1272,236,30,42,clean
2,2,3,171468,5708,3,539,1527,339,997,defective
1,1,3,324,36,1,1272,194,21,18,clean
1,1,4,15,127,2,539,150,14,63,clean
1,1,3,2,2,1,1272,347,63,2,clean
4,4,9,155,49,5,1272,1833,189,15,clean
5,5,12,46,11,5,539,978,197,54,defective
3,3,5,274,19,4,539,815,125,447,clean
2,2,2,1520,158,2,1272,366,107,55,defective
1,1,3,95,95,1,1272,309,96,95,clean
3,3,6,16,133,3,1272,270,77,38,defective
2,2,8,56,4,3,539,474,114,20,defective
1,1,3,3,3,1,1272,70,2,0,clean
1,1,9,15,8,1,1272,2913,557,5,clean
5,5,13,28,66,6,539,4298,1244,14,defective
1,1,2,4950,183,1,1272,1352,239,150,clean
2,2,4,3207,19,3,539,971,140,595,clean
1,1,2,3765,3765,1,539,0,0,0,clean
1,1,3,18438,481,1,1272,3041,815,439,clean
1,1,4,3765,3765,1,539,0,0,0,clean
1,1,3,11286,213,1,1272,401,53,114,clean
1,1,2,2124,636,7,1272,917,187,30,clean
2,2,3,171468,1887,2,539,229,48,75,clean
1,1,8,1,31,5,1272,287,66,4,clean
1,1,9,171468,3503,2,539,740,107,885,clean
1,1,5,11,11,1,1272,67,10,11,clean
2,2,7,6676,57,2,539,539,115,75,defective
1,1,3,9,6,1,1272,1373,321,3,clean
1,1,4,16,8,1,539,186,4,4,clean
1,1,2,640,56,1,539,245,44,40,defective
8,8,4,6875,3185,30,539,252,52,64,defective
6,6,3,11881,683,16,539,206,48,21,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,3,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,1247689,2234,1,1272,716,138,1117,clean
1,1,2,3,3,1,539,2655,506,3,clean
2,2,2,4,87,2,1272,131,0,30,clean
1,1,3,2,2,1,539,136,0,2,clean
3,3,2,84,27,3,1272,21,0,5,clean
3,3,2,84,27,3,1272,21,0,5,clean
1,1,2,1,2,1,1272,102,2,1,clean
1,1,2,4,4,1,539,188,0,2,clean
2,2,2,408,53,2,1272,717,134,15,clean
1,1,2,150,25,1,1272,102,2,15,clean
1,1,3,48,16,1,1272,570,51,12,clean
2,2,4,1794,202,2,539,622,79,78,clean
1,1,2,171468,3503,2,539,740,107,885,clean
1,1,2,40,13,1,1272,388,85,5,clean
1,1,2,5576,150,1,1272,152,32,68,clean
1,1,2,5576,150,1,1272,152,32,68,clean
2,2,2,9,8,2,1272,324,42,2,clean
2,2,3,252,67,2,539,328,42,15,clean
3,3,4,1426,100,3,1272,59,14,24,defective
2,2,5,144,52,3,539,96,13,12,clean
1,1,4,195,28,1,1272,73,0,15,clean
1,1,5,1058,69,1,539,3415,989,46,clean
1,1,4,8,8,1,539,72,2,0,clean
1,1,3,195,28,1,1272,73,0,15,clean
1,1,4,1058,69,1,539,3415,989,46,clean
4,4,5,18,25,5,1272,1098,84,7,clean
1,1,6,1058,69,1,539,3415,989,46,clean
1,1,2,2,3,1,539,887,188,2,clean
2,2,5,12,20,2,1272,101,14,10,clean
3,3,5,2,5,3,1272,565,0,1,clean
3,3,7,265,11,4,539,628,0,44,clean
1,1,5,7056,336,2,539,629,0,84,clean
1,1,4,7056,336,2,539,629,0,84,clean
1,1,2,4,5,1,1272,547,0,4,clean
1,1,3,10,11,1,539,629,0,10,clean
1,1,2,4,5,1,1272,547,0,4,clean
1,1,3,10,11,1,539,629,0,10,clean
4,4,4,86,41,7,1272,208,39,23,clean
5,5,6,467,159,11,539,149,27,12,defective
4,4,3,266,252,7,539,673,151,18,clean
4,4,3,21,563,5,1272,1642,193,3,clean
1,1,4,1,2,1,539,144,19,1,clean
1,1,2,587,1584,2,539,319,58,312,defective
1,1,2,587,1584,2,539,319,58,312,defective
1,1,2,36442,1244,2,539,159,29,142,clean
1,1,2,37,38,1,539,323,70,1,clean
1,1,2,7,7,1,539,296,55,7,clean
1,1,3,361,38,1,1272,1265,300,19,clean
1,1,2,324,111,1,539,350,65,108,clean
1,1,3,35,12,1,1272,910,217,5,clean
2,2,3,36,22,3,1272,57,7,3,defective
4,4,4,19,12,8,539,478,124,7,defective
1,1,3,4,4,1,1272,505,139,2,clean
3,3,5,120,44,4,539,417,117,56,defective
1,1,2,7056,168,1,539,629,0,84,clean
1,1,2,94,94,1,1272,0,0,0,clean
1,1,2,94,94,1,1272,0,0,0,clean
1,1,2,51,51,1,539,1,0,51,clean
1,1,2,46945,434,1,1272,400,8,229,clean
1,1,3,6026,285,1,539,233,41,23,clean
1,1,3,676,340,1,1272,1210,279,2,clean
1,1,2,13,13,1,539,7452,2258,13,clean
1,1,2,33558,379,1,1272,1336,230,141,clean
2,2,3,182,7,2,1272,290,64,40,clean
2,2,3,64,84,2,1272,3775,997,9,clean
3,3,4,8,396,3,539,2046,538,8,clean
3,3,2,2400,226,3,1272,254,41,70,defective
1,1,3,264,35,1,539,282,44,24,clean
1,1,2,18438,481,1,1272,3041,815,439,clean
1,1,3,3765,3765,1,539,0,0,0,clean
1,1,2,9,6,1,1272,94,14,3,clean
1,1,3,10,11,1,539,629,0,10,clean
1,1,2,6,6,1,539,77,0,6,clean
1,1,2,15,10,2,1272,500,0,3,clean
1,1,2,440,42,1,1272,174,21,20,clean
1,1,2,440,42,1,1272,174,21,20,clean
1,1,2,868,59,1,1272,518,75,31,defective
1,1,2,440,42,1,1272,174,21,20,clean
1,1,2,4,4,1,539,177,22,4,clean
1,1,2,2470,103,1,539,481,68,65,clean
2,2,3,389,28,2,1272,1238,351,24,clean
3,3,5,770,56,4,539,1032,239,126,clean
1,1,2,440,42,1,1272,174,21,20,clean
2,2,4,422,426,2,1272,1754,419,95,clean
2,2,6,17,78,2,539,2019,411,2,clean
1,1,2,64,64,1,1272,1735,426,0,clean
2,2,3,15,23,2,1272,34,13,2,clean
2,2,2,2,6,2,1272,34,13,1,defective
2,2,2,120,143,2,539,552,103,32,clean
2,2,2,5,19,2,539,901,188,7,clean
1,1,2,156,32,1,539,543,73,26,clean
1,1,2,25,10,1,539,179,38,5,clean
2,2,2,2760,360,2,1272,1141,242,174,clean
1,1,2,2363,156,1,539,574,86,139,clean
1,1,2,55718,2952,2,1272,381,103,404,defective
1,1,2,1,2,1,1272,556,133,1,clean
1,1,2,4,4,1,539,177,22,4,clean
1,1,2,440,42,1,1272,174,21,20,clean
1,1,2,440,42,1,1272,174,21,20,clean
3,3,2,301,247,3,539,775,206,41,defective
1,1,2,17,18,1,539,311,68,17,clean
1,1,2,195,28,1,1272,73,0,15,clean
17,17,9,253,106,23,1272,1570,359,66,defective
14,14,13,31,127,18,539,1651,357,48,defective
1,1,2,9,115,4,1272,369,76,0,clean
1,1,1,3,3,1,1272,1010,205,3,clean
1,1,1,170,87,1,1272,306,50,85,clean
1,1,1,92,92,1,1272,59,13,92,clean
1,1,1,13478,339,1,1272,581,106,293,clean
1,1,1,92,92,1,1272,59,13,92,clean
1,1,1,1989,90,1,1272,313,65,51,clean
3,3,2,103,332,5,1272,13,1,38,clean
1,1,1,3,3,1,1272,24,6,3,clean
1,1,1,22,22,1,1272,305,56,22,defective
2,2,3,680,20,2,539,173,31,35,defective
1,1,1,204,40,1,1272,24,4,34,clean
1,1,1,3,3,1,1272,547,0,3,clean
2,2,3,6,11,2,539,638,0,7,clean
2,2,1,4,8,2,1272,547,0,3,clean
1,1,2,10,11,1,539,629,0,10,clean
1,1,1,1035,1154,2,1272,579,91,542,clean
2,2,1,2,332,6,1272,520,107,30,defective
1,1,1,170,87,1,1272,306,50,85,clean
1,1,1,355,1976,6,1272,0,0,0,clean
1,1,1,5,19,4,1272,696,104,0,clean
1,1,1,1989,90,1,1272,313,65,51,clean
1,1,1,284,284,1,1272,0,0,0,clean
1,1,1,284,284,1,1272,0,0,0,clean
1,1,1,695286,2375,1,1272,5732,0,2033,clean
1,1,1,61761,622,2,1272,725,126,224,clean
1,1,1,371,380,2,1272,324,78,188,clean
1,1,1,13478,339,1,1272,581,106,293,clean
1,1,1,1143,3044,7,1272,642,108,398,clean
1,1,1,92,92,1,1272,59,13,92,clean
3,3,1,1159,188,5,1272,261,50,31,defective
1,1,1,27189,534,1,1272,744,161,477,clean
1,1,1,1989,90,1,1272,313,65,51,clean
1,1,1,72,17,1,1272,1413,226,9,clean
1,1,1,9,6,1,1272,3335,987,3,clean
1,1,1,273,273,1,1272,0,0,0,clean
1,1,1,252,252,1,1272,0,0,0,clean
1,1,1,252,252,1,1272,0,0,0,clean
1,1,1,152,152,1,1272,0,0,0,clean
1,1,1,255,255,1,1272,0,0,0,clean
1,1,1,61761,530,1,1272,1392,240,357,clean
1,1,1,209,209,1,1272,0,0,0,clean
1,1,1,683,683,1,1272,0,0,0,clean
1,1,1,683,683,1,1272,0,0,0,clean
1,1,1,683,683,1,1272,0,0,0,clean
2,2,1,16116,707,2,1272,347,68,178,defective
1,1,1,908,908,1,1272,595,111,908,clean
1,1,1,3430,119,1,1272,304,43,49,clean
1,1,1,46948,509,1,1272,752,163,388,clean
1,1,1,3611,3611,1,1272,0,0,0,clean
1,1,1,180,27,1,1272,503,191,15,clean
1,1,1,15,333,4,1272,287,79,62,clean
1,1,1,46948,509,1,1272,752,163,388,clean
1,1,1,13478,339,1,1272,581,106,293,clean
1,1,1,209,209,1,1272,0,0,0,clean
1,1,1,137,137,1,1272,0,0,0,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
1,1,1,5929245,4894,1,1272,12752,6013,2689,clean
