@relation 'dataset_feat_message-weka.filters.unsupervised.attribute.Remove-R2,5'

@attribute comm numeric
@attribute ddev numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute nloc numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,1800,1,51,269,80,180,10,defective
1,2,4225,1,78,339,94,65,65,clean
1,1,62,2,51,453,103,31,31,clean
1,2,2916,1,78,205,44,54,54,clean
1,3,330,1,167,1084,331,3,110,clean
1,1,62,2,51,453,103,31,31,clean
1,2,2916,1,78,205,44,54,54,clean
1,3,330,1,167,1084,331,3,110,clean
1,1,1,1,51,264,50,1,1,clean
1,2,24,1,55,265,52,8,3,clean
1,3,48,1,167,238,10,2,24,clean
1,1,386,1,51,242,51,386,0,defective
1,2,1,1,97,261,54,1,1,clean
1,3,411,1,167,0,54,0,411,clean
1,1,4697,1,51,169,42,77,61,defective
3,2,32,3,55,165,38,33,11,defective
2,4,656,4,78,171,41,36,31,defective
4,5,3,10,65,451,111,16,10,defective
1,6,3,11,97,420,101,2,5,clean
9,7,1203,10,167,726,231,178,4,defective
3,1,234,3,51,1093,257,1030,7,defective
2,2,594,2,55,1466,346,45,14,clean
1,3,547600,5,78,1249,279,397,397,clean
6,1,136,9,51,593,130,387,26,defective
6,2,192,7,55,1056,252,73,23,defective
8,6,716,18,78,955,209,167,136,defective
8,7,432,10,65,809,186,12,7,defective
13,9,37,20,97,997,242,32,27,defective
24,12,12,48,167,661,177,57,46,defective
2,1,60192,3,51,588,83,352,405,defective
1,2,25281,2,78,628,131,109,109,clean
1,3,1700,1,65,635,152,68,25,defective
3,5,608,3,97,761,196,96,42,defective
1,6,36,1,167,900,164,2,18,clean
1,1,1,1,51,66,16,1,1,clean
1,2,256,1,78,67,16,16,16,clean
3,4,183,3,97,79,18,26,9,defective
4,2,35,4,51,268,51,14,14,defective
2,3,24,2,55,573,149,70,2,defective
1,4,3249,1,78,266,52,57,57,clean
1,5,8,1,97,267,16,2,4,clean
4,6,549,5,167,506,110,116,16,defective
3,1,18,4,51,562,83,182,260,defective
1,2,3600,1,78,646,123,60,60,clean
1,3,2,1,65,696,136,2,1,clean
1,4,121,1,97,708,138,11,11,defective
1,1,192,1,51,149,30,8,24,clean
1,2,1458,1,55,191,48,81,18,defective
1,1,112,1,51,692,172,14,8,clean
1,2,840,1,55,788,207,30,28,clean
6,5,1033,6,78,956,263,76,60,defective
1,6,8,1,65,1010,281,8,0,clean
3,9,909,3,97,1068,298,42,26,defective
4,10,1628,4,167,1304,381,68,57,defective
1,1,62,2,51,453,103,31,31,clean
1,2,330,1,167,1084,331,3,110,clean
1,1,62,2,51,453,103,31,31,clean
1,2,2916,1,78,205,44,54,54,clean
1,3,330,1,167,1084,331,3,110,clean
1,1,4697,1,51,169,42,77,61,defective
1,2,1225,1,78,169,42,35,35,clean
5,1,60192,7,51,468,79,223,243,defective
2,2,616,2,55,327,83,59,58,defective
4,4,169,4,78,471,112,16,16,defective
2,5,323,2,65,417,107,10,9,defective
1,6,42,2,97,563,123,16,2,defective
1,1,7,1,51,480,85,7,1,defective
1,2,1,1,78,646,123,1,1,clean
1,3,2,1,65,696,136,2,1,clean
1,1,374,1,51,0,136,0,374,clean
1,1,434,1,51,713,181,31,14,defective
1,2,23,1,55,813,218,23,1,defective
1,3,17,1,78,897,251,17,1,clean
2,4,34,2,167,1208,333,5,25,clean
1,1,221,1,51,793,202,13,17,clean
1,2,69696,1,78,858,215,264,264,clean
2,3,40,2,65,577,134,19,12,defective
4,5,1226,4,97,750,184,13,42,clean
2,6,890,2,167,914,243,14,128,defective
1,1,48,1,51,786,201,8,6,clean
2,2,6,2,55,813,205,2,3,clean
1,3,69696,1,78,858,215,264,264,clean
1,1,374,1,51,0,215,0,374,clean
1,1,1768,1,51,302,85,68,26,defective
1,2,4225,1,78,339,94,65,65,clean
2,3,1,2,97,445,133,44,23,defective
1,4,19,2,167,300,82,30,9,clean
1,1,3060,1,51,1901,432,3060,0,defective
1,2,547600,2,78,2157,470,739,739,clean
1,3,231,2,97,2158,474,21,11,defective
1,1,483,2,51,137,248,249,241,defective
1,2,48,1,65,418,108,6,8,clean
2,3,11,2,167,477,122,166,136,defective
1,1,483,2,51,137,99,249,241,defective
1,2,1725,2,97,12,1,44,19,clean
1,3,11,1,167,444,115,0,11,clean
2,1,4,2,51,188,8,3,0,clean
1,2,10,1,65,57,16,2,5,clean
2,3,32,2,97,1128,252,31,6,clean
3,4,38,5,167,322,61,2,107,clean
2,1,1044,4,51,223,17,134,128,defective
1,2,50,1,65,250,71,5,10,clean
1,3,32,1,97,445,114,32,0,clean
3,4,11,6,167,554,146,38,24,defective
1,1,62,2,51,453,103,31,31,clean
1,2,330,1,167,1084,331,3,110,clean
3,1,1560,3,51,148,29,13,24,defective
3,3,806,3,78,162,34,19,21,defective
1,4,25,2,65,142,30,5,5,clean
1,5,7020,2,97,45,13,41,191,clean
1,1,3060,1,51,1901,432,3060,0,defective
1,2,12,3,78,1558,341,2,5,clean
1,3,14,1,167,7,0,14,0,clean
1,1,15825,1,51,867,184,211,75,defective
1,2,94249,1,78,1156,300,307,307,clean
1,3,2,1,65,1195,328,2,1,clean
1,1,4,2,51,756,180,0,4,clean
1,1,210,1,51,355,79,14,15,clean
2,2,105,2,55,429,102,37,2,defective
1,3,13924,1,78,467,111,118,118,clean
1,4,72,1,65,472,113,9,8,clean
1,5,24,1,97,797,199,8,3,defective
1,1,3060,1,51,1901,432,3060,0,defective
1,2,105,1,55,414,100,35,3,defective
2,4,173671,5,78,1511,330,388,380,defective
1,5,481,1,65,0,71,0,481,clean
3,6,30,6,97,1719,384,20,16,defective
1,7,2717,2,167,1796,415,14,136,defective
1,1,112,1,51,361,83,16,7,defective
1,2,82,1,55,346,81,2,41,clean
1,3,13924,1,78,467,111,118,118,clean
1,4,432,1,65,655,151,27,16,clean
1,5,4,1,97,799,199,2,2,clean
3,6,13,4,167,488,135,21,20,clean
1,1,112,1,51,361,83,16,7,defective
1,2,6,1,55,348,81,3,2,clean
1,3,13924,1,78,467,111,118,118,clean
3,1,234,3,51,695,172,17,10,defective
1,2,30276,1,78,888,248,174,174,clean
4,4,623,4,97,1139,320,57,13,defective
2,5,315,2,167,1239,353,8,20,clean
1,1,525,1,51,491,97,25,21,defective
1,2,22801,1,78,463,91,151,151,clean
1,3,506,1,65,528,122,46,11,defective
2,5,512,2,97,625,172,36,15,defective
1,6,1203,1,167,745,226,1203,0,defective
1,1,2680,1,51,422,99,67,40,defective
2,2,168,2,55,447,103,15,11,defective
7,4,348,9,78,492,106,54,55,defective
1,5,432,2,65,597,133,11,15,defective
1,6,100,1,97,481,109,10,10,clean
3,7,12064,7,167,380,86,91,212,clean
1,1,4536,1,51,842,179,72,63,defective
1,2,108,1,65,983,210,9,12,clean
1,1,483,1,51,0,210,0,483,clean
1,2,133,1,55,881,246,133,1,defective
1,3,94249,2,78,633,150,165,165,clean
7,4,9,9,65,383,78,2,32,clean
2,5,777,2,167,1097,296,10,21,clean
1,1,483,1,51,0,340,0,483,clean
6,1,210,6,51,648,144,614,36,defective
8,2,30,14,55,446,100,25,6,defective
16,6,2,27,78,982,225,96,93,defective
13,8,6,30,65,525,123,17,13,defective
20,13,370,33,97,744,173,39,46,defective
25,14,36414,43,167,587,143,40,64,defective
2,1,1242,2,51,1161,240,47,21,defective
6,2,11,6,55,1287,266,40,17,defective
1,3,236989,1,78,1713,347,881,269,defective
1,4,18,1,65,1742,350,18,1,clean
5,6,586,5,97,1801,384,28,18,defective
2,7,3,2,167,1937,434,33,24,defective
2,1,4,2,51,489,97,13,11,defective
1,2,22801,1,78,463,91,151,151,clean
2,4,403,2,65,549,131,34,12,defective
5,6,186,5,97,624,169,36,13,defective
3,7,1203,4,167,732,218,308,0,defective
1,1,386,2,51,129,25,205,0,defective
2,2,30,2,65,260,54,4,2,clean
2,3,4,3,167,87,54,1,147,clean
1,1,2891,1,55,850,213,59,49,defective
1,2,23,1,167,285,113,23,1,clean
1,1,121,1,55,114,21,11,11,clean
1,2,784,1,78,114,21,28,28,clean
1,1,2950,1,55,225,55,59,50,defective
4,1,1794,4,55,362,93,49,34,defective
3,3,1240,3,78,407,105,44,40,defective
1,1,210,1,55,647,134,42,5,defective
2,3,3206,2,78,725,152,212,114,defective
3,1,1696,4,55,566,148,25,16,defective
2,2,6399,2,78,970,266,80,80,defective
1,3,20,1,97,1024,285,4,5,clean
3,4,19,4,167,678,185,93,71,defective
1,1,5,1,55,740,161,5,0,clean
4,4,1173,9,78,1048,246,256,256,defective
4,5,230,6,65,442,93,26,17,defective
6,7,623,7,97,1424,362,42,11,defective
8,9,75,17,167,1124,295,37,42,defective
1,1,495,1,55,745,193,45,11,defective
1,2,30276,1,78,888,248,174,174,clean
2,3,1628,2,167,1319,383,12,69,defective
1,1,133,1,55,881,246,133,1,defective
2,3,1,2,97,901,186,1,1,clean
1,1,133,1,55,881,246,133,1,defective
1,2,160,1,167,1208,332,10,16,clean
4,1,2,4,55,189,43,6,1,defective
2,3,82,2,78,198,45,21,21,clean
1,4,22040,1,97,71,23,76,290,clean
1,5,1203,1,167,745,226,1203,0,defective
1,1,40,1,55,179,16,5,8,defective
1,2,42,1,78,180,16,7,6,defective
1,1,40,1,55,179,16,5,8,defective
1,1,25,1,55,165,41,25,0,defective
2,3,110,2,78,165,42,21,20,clean
2,4,3,2,97,104,27,17,114,clean
1,1,1,1,55,194,43,1,1,clean
1,2,4,1,78,194,43,2,2,clean
1,1,23,1,55,813,218,23,1,defective
2,2,21,2,78,918,255,4,2,defective
1,1,19,1,55,228,41,19,0,clean
1,2,5041,1,78,228,41,71,71,clean
1,3,6840,1,97,272,52,114,60,clean
4,1,1980,4,55,186,42,21,8,defective
1,2,4,1,78,194,43,2,2,clean
1,3,195,1,65,203,50,13,15,clean
2,4,22040,2,97,97,30,58,146,clean
1,5,210,1,167,0,38,0,210,clean
1,1,19,1,55,228,41,19,0,clean
1,2,5041,1,78,228,41,71,71,clean
1,3,6840,1,97,272,52,114,60,clean
1,1,31,1,55,0,52,0,31,clean
2,1,1,4,55,133,11,1,2,defective
1,2,41616,1,78,922,193,204,204,clean
3,3,6,4,65,51,5,2,7,defective
1,4,20,1,97,160,16,4,5,clean
3,5,7,3,167,862,198,16,46,clean
1,1,1,1,55,149,52,1,1,clean
1,2,1024,1,78,149,52,32,32,clean
1,1,28,1,55,786,206,7,4,defective
1,2,16,2,65,2224,490,16,0,clean
1,3,192,1,97,1085,303,48,4,defective
1,4,193,3,167,1396,346,83,59,defective
2,1,3,2,55,876,214,68,0,defective
3,2,20,6,65,504,102,5,4,clean
1,3,4,1,97,163,31,2,2,clean
2,4,2,6,167,614,145,2,55,clean
1,1,1320,1,55,399,94,88,15,defective
1,2,13924,1,78,467,111,118,118,clean
1,3,25,1,65,146,35,5,5,clean
1,4,322,2,97,410,99,25,109,clean
1,1,133,1,55,881,246,133,1,defective
5,2,9,5,65,566,108,4,6,clean
1,3,3,1,97,102,25,3,0,clean
5,4,3,9,167,556,133,2,37,clean
1,1,1320,1,55,399,94,88,15,defective
1,2,13924,1,78,467,111,118,118,clean
1,3,30,1,65,166,42,6,5,clean
1,4,322,2,97,410,99,23,124,clean
2,1,31,2,55,171,37,48,15,defective
2,1,3009,2,55,518,138,92,30,defective
1,2,696,1,65,152,35,58,12,clean
5,4,593,8,97,321,93,36,28,defective
5,5,1203,9,167,495,248,135,41,defective
1,1,133,1,55,881,246,133,1,defective
1,2,38,2,78,761,191,0,21,clean
1,1,133,1,55,881,246,133,1,defective
1,2,576,1,78,110,0,24,24,clean
3,3,9,3,65,578,111,4,4,clean
1,4,7,1,97,133,39,7,0,clean
2,5,3,6,167,605,147,2,55,clean
1,1,133,1,55,881,246,133,1,defective
2,2,20,2,78,497,124,14,14,clean
5,3,9,5,65,746,150,3,3,clean
3,4,3,7,167,716,185,3,53,clean
1,1,133,1,55,881,246,133,1,defective
1,2,576,1,78,110,0,24,24,clean
5,3,12,6,65,738,141,3,2,clean
1,4,2,1,97,116,26,2,0,clean
3,5,2,7,167,528,126,2,47,clean
1,1,1320,1,55,399,94,88,15,defective
1,2,13924,1,78,467,111,118,118,clean
1,3,36,1,65,139,26,6,6,clean
1,4,322,2,97,412,99,30,105,clean
2,1,1320,2,55,640,170,110,8,defective
1,2,25,1,65,203,48,5,5,clean
2,3,160,3,97,621,163,36,107,clean
2,1,1444,2,78,141,29,19,19,clean
1,1,3249,1,78,266,52,57,57,clean
3,2,546,3,97,277,16,16,22,defective
1,3,48,1,167,238,10,2,24,clean
6,2,247,6,78,403,104,38,26,defective
2,3,15,2,65,418,108,3,4,defective
5,4,884,5,97,417,107,22,25,defective
2,5,663,2,167,468,122,19,54,clean
2,2,1774,2,78,934,258,93,91,defective
1,3,132,1,97,1037,289,11,12,defective
1,1,30276,1,78,888,248,174,174,clean
1,1,52441,1,78,725,152,229,229,clean
3,2,484,3,97,756,139,19,15,clean
1,1,30276,1,78,888,248,174,174,clean
1,2,12,1,65,979,268,12,1,defective
1,3,1,1,97,1022,284,1,1,clean
5,4,360,5,167,1284,368,55,55,defective
1,1,484,1,78,641,149,22,22,defective
1,2,1700,2,65,635,152,68,25,defective
2,4,4862,2,97,790,208,142,62,defective
1,1,81,1,78,37,12,9,9,clean
7,3,64,14,78,417,93,46,36,defective
5,4,1,5,65,912,197,12,3,defective
4,6,489,5,97,793,174,98,92,defective
7,7,4,8,167,656,152,75,88,defective
2,2,1586,3,78,499,106,81,82,clean
1,1,9660,1,78,289,69,105,92,defective
1,2,2280,1,65,300,75,57,40,clean
1,3,700,1,97,302,80,25,28,defective
2,4,62,4,167,473,142,187,127,clean
1,1,450,1,78,205,46,18,25,defective
2,2,83,2,78,319,75,11,10,clean
2,3,5,2,65,1882,469,8,3,clean
2,5,18,2,97,323,75,6,3,clean
1,1,1024,1,78,149,52,32,32,clean
1,2,27,1,97,171,58,9,3,clean
3,3,65,3,167,376,142,24,3,defective
1,1,56,1,78,970,208,28,2,defective
1,2,1,1,97,1052,225,1,1,clean
4,3,349,4,78,1716,347,223,68,defective
3,4,1,3,65,1727,347,2,1,defective
2,5,2982,2,97,1889,422,82,39,defective
1,6,2925,1,167,1946,436,65,45,defective
1,1,289,1,78,318,75,17,17,clean
1,1,24,1,78,320,75,6,4,clean
1,1,255,1,65,3445,864,17,15,defective
2,1,3,3,65,122,31,3,1,clean
1,2,17,1,97,9,0,1,17,clean
1,1,255,1,65,3445,864,17,15,defective
1,2,55,1,167,3450,872,5,11,clean
2,1,20,3,65,154,33,4,2,clean
1,2,12,2,97,5,0,6,8,clean
2,4,14,2,167,1725,436,4,5,clean
2,1,4,2,65,228,50,4,2,clean
2,1,1157,2,65,234,65,47,8,defective
2,2,136,3,167,757,203,22,71,defective
1,1,12,1,65,979,268,12,1,defective
1,2,1,1,97,1022,284,1,1,clean
4,3,360,5,167,1232,345,55,60,defective
1,1,481,1,65,0,372,0,481,clean
1,2,324,2,167,148,0,6,54,clean
2,1,115,2,65,650,149,58,0,defective
3,2,8,3,97,711,166,11,5,defective
2,3,44550,4,167,860,193,213,279,defective
3,2,2,6,65,671,127,26,11,defective
2,4,3,2,97,1000,264,3,1,clean
2,6,168,4,167,797,152,224,158,defective
1,1,26,1,65,673,155,26,0,defective
1,2,7,1,97,800,199,7,1,clean
1,3,44550,2,167,801,176,415,288,defective
2,2,506,2,65,525,127,70,36,defective
3,3,8084,3,97,778,189,62,20,defective
1,4,44550,2,167,801,176,415,288,defective
1,1,16,2,65,2224,490,16,0,clean
1,2,193,3,167,1396,346,83,59,defective
2,1,16,3,65,2313,509,11,6,clean
1,2,192,1,97,1085,303,48,4,defective
2,4,27,5,167,1599,383,51,35,defective
2,1,72,2,65,476,114,25,17,defective
3,2,2610,3,167,437,113,7,175,defective
1,1,255,1,65,3445,864,17,15,defective
2,1,8,5,65,573,122,40,7,defective
1,2,3,1,97,121,27,3,0,clean
2,3,2,6,167,601,144,2,55,clean
3,1,128,7,65,442,88,31,7,defective
2,2,2,6,167,598,145,2,55,clean
2,2,10,2,97,8,0,3,8,clean
1,3,70,2,167,42,7,3,14,clean
1,1,5,1,97,1037,291,5,1,clean
1,1,20,4,97,53,24,20,0,clean
1,2,82,5,167,81,47,143,85,clean
1,1,20,4,97,53,24,20,0,clean
1,2,82,5,167,81,47,143,85,clean
1,1,20,4,97,53,24,20,0,clean
1,2,82,5,167,81,47,143,85,clean
1,1,742,1,97,1153,256,53,14,clean
1,1,5148,1,97,512,158,99,52,defective
2,2,148,4,167,312,86,210,130,clean
2,1,71,2,97,741,212,181,230,defective
1,2,30,1,167,765,220,5,6,clean
1,1,4,1,97,1,0,4,0,clean
1,1,5148,1,97,512,158,99,52,defective
7,2,5,12,167,654,193,72,67,clean
1,1,87,1,97,69,9,87,0,defective
1,2,16,1,167,61,5,1,16,clean
1,1,224,1,97,160,16,8,28,clean
1,1,224,1,97,160,16,8,28,clean
1,1,2176,1,97,922,259,136,16,defective
2,2,6468,4,167,763,199,83,14,defective
1,1,32,1,97,445,114,32,0,clean
2,2,65,2,167,290,116,60,6,defective
1,1,32,1,97,445,114,32,0,clean
1,1,32,1,97,445,114,32,0,clean
2,1,11,3,97,711,166,12,5,defective
2,2,44550,4,167,860,193,213,279,defective
1,1,6,1,97,382,0,6,0,clean
3,2,217,3,167,356,48,264,20,defective
1,1,75,1,97,8,2,75,0,clean
2,2,4,4,167,160,0,10,31,clean
1,1,7,1,97,800,199,7,1,clean
1,2,44550,2,167,801,176,415,288,defective
1,1,6,1,97,382,0,6,0,clean
3,2,217,3,167,356,48,264,20,defective
1,1,24,1,97,512,159,12,2,clean
1,2,414,2,167,483,136,345,34,clean
1,1,75,1,97,8,2,75,0,clean
2,2,4,4,167,160,0,10,31,clean
2,1,10,2,97,728,173,9,0,clean
1,2,44550,2,167,801,176,415,288,defective
1,1,6,1,97,250,94,6,0,clean
2,2,133,3,167,679,155,466,65,defective
1,1,6,1,97,250,94,6,0,clean
1,2,133,2,167,454,117,287,70,defective
1,1,6,1,97,250,94,6,0,clean
1,2,133,2,167,454,117,287,70,defective
1,1,1740,3,97,490,119,11,21,defective
2,2,117,2,97,23,3,41,11,clean
1,3,119,1,167,0,3,0,119,clean
1,1,324,2,167,486,120,6,54,clean
1,1,1351,1,167,1007,219,1351,0,defective
4,1,11,13,167,913,250,10,2,clean
1,1,84,1,167,21,0,84,0,defective
2,1,8084,3,167,1203,297,864,784,defective
2,1,930,2,167,1095,253,138,5,defective
1,1,190,1,167,101,34,190,0,clean
1,1,4,2,167,426,96,4,0,clean
1,1,4,1,167,55,0,4,0,clean
1,1,1351,1,167,1007,219,1351,0,defective
1,1,1351,1,167,1007,219,1351,0,defective
1,1,20,1,167,2,0,20,0,clean
3,1,76,3,167,366,133,30,5,defective
3,1,5,5,167,401,104,170,115,clean
3,1,1812,3,167,1089,336,410,8,defective
1,1,290,3,167,298,86,101,1,defective
1,1,290,3,167,285,85,101,1,defective
1,1,290,3,167,275,84,101,1,defective
1,1,290,3,167,288,89,101,1,defective
1,1,290,3,167,274,83,101,1,defective
1,1,290,3,167,281,84,101,1,defective
2,1,290,4,167,240,72,76,0,defective
3,1,190,3,167,103,35,68,2,clean
3,1,4,3,167,106,37,7,1,clean
1,1,20,1,167,324,89,20,0,clean
1,1,10,1,167,1212,334,10,0,clean
2,1,428,2,167,256,58,214,7,clean
2,1,190,2,167,106,37,96,0,clean
2,1,12,2,167,1253,356,115,74,defective
1,1,190,1,167,101,34,190,0,clean
2,1,19,2,167,410,105,14,61,clean
2,1,190,2,167,102,35,101,2,clean
4,1,807,5,167,838,206,164,3,defective
1,1,10,1,167,1212,334,10,0,clean
3,1,2,3,167,958,255,4,4,clean
2,1,52,2,167,107,38,10,4,clean
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
2,1,64,3,167,661,194,92,70,defective
1,1,68928,1,167,407,143,718,96,clean
1,1,68928,1,167,407,143,718,96,clean
1,1,14,1,167,1501,459,7,2,clean
2,1,6,2,167,2102,468,12,40,clean
1,1,288,1,167,201,50,288,0,clean
1,1,6,1,167,99,26,6,0,clean
2,1,20,2,167,319,90,24,64,clean
2,1,61,3,167,294,74,249,151,clean
1,1,14,1,167,7,0,14,0,clean
1,1,1203,1,167,745,226,1203,0,defective
4,1,219,4,167,748,250,213,5,clean
3,1,11016,3,167,939,313,212,6,clean
2,2,12,2,167,21,0,43,0,defective
1,1,6,1,167,138,41,6,0,clean
1,1,324,2,167,148,0,6,54,clean
1,1,324,2,167,147,0,18,54,clean
2,1,7,3,167,197,39,66,1,defective
1,1,1203,1,167,745,226,1203,0,defective
3,1,65,4,167,848,235,22,2,defective
1,1,193,1,167,440,173,193,0,defective
2,1,190,2,167,107,37,96,0,clean
7,1,65,12,167,1305,333,36,4,defective
1,1,105,1,167,693,246,21,5,clean
1,1,77,1,167,1362,297,77,0,clean
1,1,15,1,167,207,73,5,3,clean
1,1,32,1,167,207,73,32,0,defective
3,1,378,3,167,449,101,25,3,defective
2,1,3,2,167,107,38,5,3,clean
5,1,40,7,167,276,73,5,4,clean
1,1,40,2,167,280,71,8,5,clean
1,1,160,1,167,1208,332,10,16,clean
1,1,2,1,9,60,0,2,0,clean
3,2,100,3,15,16,0,34,0,clean
4,3,18,11,45,45,0,91,90,clean
1,1,605,1,9,90,0,55,11,clean
7,2,3,17,45,77,0,104,105,clean
1,1,1,2,9,414,77,13,6,clean
8,1,213,10,9,421,87,36,5,defective
1,1,924,1,9,453,98,66,14,clean
6,2,4,8,15,463,128,132,259,defective
5,3,1,6,45,318,67,66,55,defective
1,1,24,1,9,317,65,24,0,clean
14,2,7,19,45,376,77,42,48,defective
2,1,34,2,9,64,7,50,0,clean
3,1,34,3,9,79,9,35,0,clean
3,1,29,5,15,122,1,6,0,clean
15,2,34,46,45,60,0,62,55,defective
1,3,5,1,8,46,3,5,1,clean
1,1,42,1,15,13,0,2,21,clean
1,1,13,1,15,308,51,13,0,clean
2,1,2,2,15,205,4,51,0,clean
12,2,1,28,45,102,1,92,114,clean
1,1,5,1,15,304,49,5,1,clean
1,1,12,1,15,423,91,12,0,clean
1,2,7410,1,45,616,133,95,78,clean
1,1,42,1,15,13,0,2,21,clean
5,2,36,5,45,246,44,45,44,clean
2,3,10,2,8,12,0,5,5,clean
1,1,15,1,15,0,0,15,0,clean
2,2,151,2,45,6,0,12,88,clean
1,1,29,1,15,394,9,29,0,clean
2,2,358776,3,45,230,6,371,444,clean
1,1,29,1,15,394,9,29,0,clean
2,2,358776,3,45,230,6,371,444,clean
1,1,4,3,15,373,60,4,1,clean
1,2,990,3,45,377,62,156,155,clean
1,1,12,1,15,423,91,12,0,clean
1,2,7410,1,45,616,133,95,78,clean
1,1,43681,1,45,13,0,209,209,clean
1,1,7055,1,45,19,0,83,85,clean
1,1,43681,1,45,13,0,209,209,clean
1,1,135,1,45,72,17,135,0,clean
1,2,5,1,8,72,17,5,0,clean
1,1,228,1,45,400,9,19,12,clean
1,1,99,1,45,74,15,11,9,clean
4,1,154,5,45,92,0,54,18,defective
1,2,476,1,8,135,3,34,14,clean
2,1,228,2,45,411,9,311,303,clean
1,1,7047,1,45,1803,360,87,81,clean
6,1,11,6,45,18,3,5,2,clean
1,1,24,1,45,35,0,12,2,clean
1,1,24,1,45,12,0,12,2,clean
2,1,358776,3,45,230,6,371,444,clean
3,1,42,4,45,60,9,53,0,clean
1,1,1984,1,45,97,17,62,32,clean
1,1,10,1,45,49,0,10,0,clean
7,1,214,9,45,410,94,78,73,defective
1,1,135,2,45,90,22,69,58,defective
1,2,5,1,8,72,17,5,0,clean
2,1,41,2,45,12,1,22,0,clean
1,1,3364,1,45,27,0,58,58,clean
1,1,3364,1,45,27,0,58,58,clean
1,1,3364,1,45,27,0,58,58,clean
1,1,3364,1,45,27,0,58,58,clean
2,1,24,2,45,12,0,6,1,clean
1,1,3,1,45,233,0,3,1,clean
1,1,3364,1,45,27,0,58,58,clean
1,1,3364,1,45,27,0,58,58,clean
1,1,1,1,45,98,22,1,1,clean
2,1,600,3,45,120,30,54,47,defective
2,1,600,3,45,120,30,54,47,defective
2,1,36,2,45,98,22,5,5,clean
2,1,10,2,8,12,0,5,5,clean
2,1,10,2,8,12,0,5,5,clean
1,1,3584,2,108,507,150,75,19,clean
2,2,1,2,375,1002,300,2,2,clean
3,3,36,3,588,659,200,23,38,clean
4,4,1,4,764,969,298,29,30,clean
1,1,1,2,108,895,250,64,14,clean
1,2,13108,1,764,981,302,113,116,clean
1,1,56,2,108,3952,1260,14,4,clean
1,2,6,1,375,108,0,0,6,clean
3,3,17,4,588,9000,2481,3359,3376,defective
2,4,208,2,414,7154,2064,30,6,clean
3,5,92,4,764,6232,1798,135,142,clean
1,1,10,1,108,490,81,10,1,clean
3,2,10379,3,166,6543,1683,339,69,defective
9,3,581,9,357,1456,317,76,24,defective
8,4,330,9,375,4380,1372,124,3,defective
23,5,14,41,588,6170,1796,790,855,defective
6,6,90,9,414,1663,439,34,119,defective
10,7,14,40,764,3160,925,12,17,defective
1,1,13,1,108,3941,1258,13,0,clean
3,2,6,3,166,3472,1122,58,4,clean
2,3,10,2,588,1219,396,11,28,clean
9,4,92,12,764,2608,811,197,201,clean
1,1,217,1,108,3960,1263,31,7,clean
1,2,660,1,166,3971,1270,44,15,clean
2,3,266,2,357,5295,1716,34,26,clean
1,4,576,1,375,4231,1356,36,16,clean
5,5,8,14,588,4792,1501,35,92,clean
1,1,9,1,108,225,0,9,0,clean
1,2,75,1,588,258,0,5,15,clean
1,1,1,3,108,3438,1083,8,1,clean
1,2,28,1,166,6239,2039,4,7,clean
2,3,1,2,357,3327,1054,2,1,clean
2,4,39,2,375,4262,1369,10,1,clean
1,5,469221,1,764,310,0,683,687,clean
1,1,6,1,108,735,127,6,0,clean
2,2,88,3,166,705,86,12,7,clean
1,3,4,1,357,234,0,2,2,clean
3,4,1,3,588,257,0,7,1,clean
4,5,88,6,414,3246,926,12,43,clean
9,6,3885,12,764,4263,1028,342,335,clean
1,1,1,1,108,787,201,1,1,clean
1,2,96876,1,166,16480,4243,897,108,clean
3,3,9,3,357,6012,1749,135,126,defective
6,4,6380,6,375,1490,392,104,21,clean
6,5,2408,12,588,3994,1143,1133,1144,defective
1,6,32,1,414,5330,1687,4,8,clean
19,7,201552,27,764,3213,923,734,707,defective
1,1,3584,2,108,1003,300,128,28,clean
1,2,13108,1,764,981,302,113,116,clean
1,1,220,1,108,12,0,22,10,clean
1,2,17,1,588,241,0,1,17,clean
1,3,13108,1,764,981,302,113,116,clean
2,1,8,2,108,3696,759,13,34,clean
1,2,1,1,588,3992,827,1,1,clean
1,3,487830,1,764,4066,827,690,707,clean
1,1,5,1,108,2119,487,5,0,clean
1,2,45,1,357,4220,1351,5,9,clean
4,3,6,5,588,9234,2595,776,755,defective
2,4,4,3,414,4077,1296,24,10,clean
4,5,10757,5,764,2932,861,305,244,clean
1,1,3584,2,108,1003,300,128,28,clean
4,2,13,6,588,3336,941,2263,2282,defective
2,3,9801,3,764,942,279,108,110,clean
1,1,192,5,108,3893,1215,8,7,clean
1,2,12,1,166,3837,1032,6,2,clean
2,3,144648,2,357,7322,1124,198,184,defective
7,4,5092,8,414,6114,1875,24,13,clean
13,5,3,19,764,4211,1246,494,493,clean
15,1,1343,22,108,3603,1092,18,11,clean
