@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,7,9-11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute nloc numeric
@attribute label {defective,clean}

@data
4,1782,9,6235,clean
11,32,12,6319,defective
3,121,4,5835,clean
17,484,41,3925,defective
1,240,1,7004,clean
21,144648,45,3628,defective
5,4,5,6770,clean
23,1,35,4969,defective
5,1,5,5561,clean
33,77,46,4777,defective
3,10,3,3965,clean
10,8,12,7724,defective
3,744,4,3735,clean
8,90,9,7880,defective
8,16,8,4271,defective
24,201552,32,2596,clean
3,24,3,3377,clean
2,1,2,1966,clean
2,51,2,3434,clean
6,9,16,7258,defective
2,12,2,10126,defective
1,144648,1,7144,defective
6,1,6,10945,clean
8,462,9,7372,defective
2,160,2,6286,clean
13,201552,17,4910,defective
2,4,2,1773,clean
3,144648,3,3846,defective
1,3800,1,3412,clean
7,13,10,5029,defective
1,12,1,6904,clean
8,201552,25,5151,clean
1,20,1,4758,clean
1,9,4,4710,clean
5,10005,6,4404,defective
13,39,16,5222,defective
19,210,21,11727,defective
53,155,62,13659,defective
9,112710,9,8225,defective
79,32,88,8115,defective
1,3,1,2389,clean
2,100,3,5505,defective
1,3819,2,1893,clean
5,2208,7,1594,defective
2,182,2,9041,clean
2,836,6,4770,clean
1,3,1,2338,clean
5,9,11,5728,defective
3,12,4,4035,clean
6,4511,7,2492,clean
2,182,3,2358,defective
15,192,32,3746,defective
13,64,15,3152,defective
20,2,42,2214,defective
6,408,10,1723,clean
28,5,45,2517,defective
4,9,6,2256,clean
4,52,9,2235,defective
5,35,5,3324,defective
29,9,50,2781,defective
6,88509,9,3368,defective
8,44,29,2851,clean
1,534,1,4246,defective
2,10,3,2827,clean
1,6,1,1269,clean
11,5,13,6067,defective
7,15,8,6030,clean
14,168921,16,4279,defective
1,88,3,5563,clean
2,4,6,5187,defective
14,4,18,4836,defective
17,201552,20,3768,defective
1,1458,1,4140,clean
2,11,2,3950,clean
3,80,4,6344,defective
5,408,11,3827,clean
1,96876,1,16480,defective
1,10,1,3639,clean
6,7,7,4677,clean
4,80,6,5618,defective
1,1125,1,4011,clean
6,1,12,4658,clean
2,6600,2,8554,defective
3,38,3,7735,clean
5,80,6,5616,defective
2,12,2,4161,clean
3,1,9,4020,clean
1,48,1,4795,clean
9,2,12,2810,defective
8,9,8,3132,defective
9,7426,10,4933,defective
9,216,10,3909,defective
21,224,26,4152,defective
6,1,6,4195,defective
11,10,44,3996,clean
3,6,4,4857,clean
22,3140,45,4989,defective
14,1,17,5528,defective
47,1,63,3940,defective
1,85,1,2,clean
1,8,1,2,clean
1,8,1,2,clean
7,40,8,2,clean
3,16,3,2,clean
15,7,15,103,clean
1,4,1,55,clean
1,80,1,101,clean
2,3,2,9882,clean
9,35,13,5679,defective
1,88,1,738,defective
8,2,10,2529,clean
1,50576,1,3836,defective
1,16,1,4136,clean
3,3,4,6653,defective
4,625,6,7658,defective
1,492,1,4058,clean
5,2,8,3454,clean
2,484,10,5388,clean
2,144648,2,6842,defective
3,1681,5,6713,defective
12,8260,15,7808,defective
9,3,14,5160,defective
31,6,42,4940,defective
2,3,3,6715,defective
5,480,6,5692,defective
3,1,3,17439,clean
11,104,12,7326,defective
2,6579,3,7077,clean
20,201552,27,5048,defective
3,1458,4,6347,defective
2,6,2,9455,clean
2,2500,3,6961,defective
4,1,6,5596,clean
1,40,1,2536,clean
10,442,13,6078,defective
7,1292,7,3863,defective
11,24,15,6033,defective
11,869,21,5646,defective
48,868,77,4393,defective
1,2,1,7382,clean
4,196,5,3024,clean
6,42,6,7550,defective
10,20,13,7356,defective
4,66,4,6306,clean
4,63666,12,5157,defective
1,168,1,4429,clean
1,5063,1,4448,clean
1,18,1,6310,clean
7,14,11,6544,defective
1,64,1,5252,clean
3,4,6,6596,clean
3,90,4,8407,defective
3,1241,4,6405,clean
3,360,3,6669,clean
10,6,11,6415,defective
5,256,6,5107,clean
2,177,15,4991,clean
1,176,2,4028,clean
3,12,3,2139,clean
5,442,5,2663,defective
3,2500,4,5740,defective
2,1144,2,7060,defective
9,17161,13,3354,defective
2,342,2,3995,clean
6,12,6,3226,clean
2,24,2,2076,clean
16,54,18,4243,defective
1,312,1,4734,clean
8,24,12,3372,clean
2,50576,2,3834,defective
1,2607,2,2362,clean
1,22,1,6205,clean
1,138,1,6525,defective
1,1037,1,6663,clean
1,29029,1,6752,defective
1,131140,1,6785,clean
2,22018,2,5127,clean
1,12,1,6218,defective
3,989,3,3461,defective
4,348,4,5275,clean
7,9,9,7333,defective
3,88509,3,6023,clean
6,4,7,3805,defective
1,18,1,7383,clean
1,760,1,7822,clean
1,18769,1,8781,defective
5,4,19,4289,defective
1,3,1,231,clean
1,469221,1,310,clean
1,64951728,1,15237,clean
1,27882880,1,10754,defective
1,64951728,1,15237,clean
1,396,3,4882,clean
1,64951728,1,15237,clean
1,27882880,1,10754,defective
1,1500,2,4914,clean
1,684,2,4972,clean
2,120,2,3711,clean
1,64951728,2,9077,defective
1,27882880,1,10754,defective
1,65,2,8724,clean
1,12,4,4314,defective
3,5,3,1634,defective
3,3,6,5054,clean
1,6,1,3961,clean
1,11,1,4832,clean
1,457650,1,4961,clean
1,4,1,3822,defective
4,6,4,2212,defective
3,7965,7,4424,defective
1,22820,2,916,clean
1,64951728,1,15237,clean
1,396,3,4882,clean
1,64951728,1,15237,clean
1,469221,1,310,clean
1,96876,1,16480,defective
2,46,2,17029,clean
8,160,10,8064,defective
1,36,1,9457,clean
7,100,10,5340,defective
1,64951728,2,9077,defective
1,76,1,15491,clean
1,9,2,901,clean
3,19,3,136,clean
1,64951728,1,15237,clean
1,9,1,226,clean
1,3249,1,57,clean
1,469221,1,310,clean
1,64951728,2,9077,defective
1,27882880,1,10754,defective
1,3,1,3369,clean
2,42,3,7575,clean
1,64951728,2,9077,defective
2,12,2,4169,clean
1,312,1,4734,clean
1,64951728,1,15237,clean
1,64951728,1,15237,clean
1,64951728,2,9077,defective
1,27882880,1,10754,defective
1,361,1,3668,clean
1,195,1,4024,clean
1,271960,1,4205,clean
1,8,1,389,clean
1,4,1,395,clean
4,4,4,403,clean
7,4,7,426,clean
5,231,9,467,clean
2,5712,2,1729,defective
3,28600,4,2721,defective
2,176,3,2748,clean
1,1112,1,0,clean
1,132888,1,4068,clean
1,487830,1,4066,clean
1,91,1,945,clean
1,144648,1,7144,defective
7,196,18,3125,clean
1,8,1,0,clean
1,16,1,6630,clean
5,5,5,1569,clean
3,35,4,3599,clean
3,14,3,5810,clean
55,784,152,3845,defective
2,2,2,1811,clean
1,397814,1,2212,defective
1,31,1,2574,clean
1,28512,2,2644,clean
1,64951728,1,15237,clean
2,266352,2,13070,clean
1,3,1,10,clean
2,96,2,707,defective
2,540,2,828,clean
1,52,1,14,clean
1,52,1,14,clean
1,7533,1,1962,defective
2,3,3,6297,clean
1,11918972,2,8201,defective
1,477,1,9444,clean
2,99,3,840,clean
1,1,1,11,clean
1,3,1,233,clean
3,275,4,2107,defective
5,5,5,1733,defective
4,15376,4,3686,clean
2,2,2,7382,clean
1,2,1,7544,clean
1,9,1,7747,clean
2,24336,2,5306,defective
1,2296,1,8540,clean
5,4,5,5811,clean
1,5712,1,2598,defective
5,26,8,3201,defective
1,70,2,1826,clean
2,1,2,922,clean
2,40,2,2149,clean
8,12,15,2440,clean
1,10,1,114,clean
4,20,4,3792,clean
4,2,4,4523,defective
6,88509,6,4887,clean
6,684,10,4736,clean
1,72,1,7408,clean
1,50576,1,3836,defective
1,2607,2,2362,clean
1,3,1,10,clean
1,764,1,3159,defective
1,20,1,3269,clean
2,7965,3,2163,defective
1,3,1,10,clean
2,1,2,12,clean
1,108,1,5975,clean
1,18,2,5669,clean
1,132888,1,4068,clean
1,32,1,818,clean
1,24,1,861,clean
1,10,1,855,clean
2,396,2,1024,clean
1,10379,1,1574,defective
1,128,1,1723,clean
1,50,1,1739,clean
4,1296,4,2995,clean
5,90,5,6453,defective
5,11,6,3056,clean
2,493,2,7061,defective
1,4,1,3458,clean
1,6749,1,4658,defective
2,192282,6,3846,clean
1,348,1,6150,clean
1,65448,1,6667,clean
2,1,2,4310,clean
1,64951728,1,15237,clean
1,15,1,14,clean
1,64951728,1,15237,clean
1,34,2,6167,clean
1,3,2,5367,clean
2,6,3,4850,clean
1,32,1,818,clean
1,12996,2,1187,clean
1,24,1,1216,clean
1,34,1,6167,clean
3,11918972,4,6100,defective
3,1,5,6703,clean
1,13,1,3976,clean
1,72,1,549,clean
2,60,2,4396,defective
6,25,9,3976,clean
1,1458,1,4140,clean
1,525,1,4733,clean
2,1,2,4960,clean
1,64951728,1,15237,clean
1,13,1,3976,clean
1,457650,1,4961,clean
1,1458,1,4140,clean
1,1458,1,4140,clean
1,6,1,3976,clean
1,4,1,4233,clean
1,6,1,3976,clean
1,457650,1,4961,clean
3,714,3,7389,clean
1,144,1,8458,defective
2,2550,3,5217,clean
1,64951728,1,15237,clean
1,6,2,1241,defective
15,2400,16,1901,defective
1,8,1,2307,defective
2,100395,2,1965,clean
1,8,1,2472,clean
6,20,7,2286,defective
1,12,2,6213,clean
1,196,1,238,clean
1,30057,1,7313,clean
3,17640,7,4387,clean
1,132888,1,4068,clean
2,1,2,4018,clean
5,1175,5,3972,defective
2,22,2,4027,clean
1,91,2,3687,clean
1,3086,1,0,clean
6,33,9,3557,clean
1,3520,1,6240,clean
2,782,2,5314,defective
2,29029,2,6743,defective
9,22018,18,3636,defective
1,91,2,3687,clean
1,348,2,6673,clean
1,705,1,6659,clean
1,1,1,6753,clean
1,33,4,4614,clean
1,348,2,6150,clean
1,10,1,114,clean
1,37,1,87,clean
1,720,1,86,clean
1,342,1,3962,clean
1,640,1,4394,clean
1,2500,1,4482,clean
1,6885,1,4943,defective
2,38,2,4942,clean
1,7,1,100,clean
1,184,1,0,clean
1,20,1,4109,clean
2,1620,2,4203,clean
1,324,1,4546,clean
2,2,3,4856,clean
1,9,1,4972,clean
1,1458,1,4140,clean
1,384,1,4224,clean
1,3,1,17308,clean
5,9,7,7483,defective
1,19,1,4636,clean
6,2,6,3600,clean
1,96876,1,16480,defective
3,221841,4,13749,defective
1,6,1,9632,clean
2,91,2,1531,clean
4,4,4,1743,clean
2,2254,9,3071,clean
4,10379,5,2240,defective
7,1804,7,6632,defective
4,1,4,1650,clean
40,396,56,3143,defective
20,59792,28,3471,defective
9,64,24,4532,defective
3,413,3,6468,defective
19,9,21,3715,defective
12,540,16,4319,clean
33,533,63,3373,defective
55,4,83,2748,defective
20,33,69,4084,defective
1,5,1,1031,clean
1,3477,2,1039,clean
4,26334,5,602,defective
1,143,2,0,clean
2,1156,2,983,clean
2,1032,2,864,clean
1,6,1,1974,clean
1,22820,1,831,clean
2,2796,2,1830,defective
1,24215,2,1002,clean
1,2796,1,1848,defective
1,440,1,752,clean
1,5,1,991,clean
1,22820,1,831,clean
1,585,2,4169,clean
1,14,1,680,clean
3,540,3,826,clean
6,240,6,1117,defective
5,6845,8,2216,clean
2,2756,3,3378,clean
2,6,2,1893,defective
1,22820,2,916,clean
1,22148,1,1867,clean
1,1474998,1,1816,defective
1,5,1,556,clean
1,1456,1,2246,clean
1,10,3,1046,clean
1,144648,1,7144,defective
1,9,1,8508,clean
2,581,2,474,defective
1,989,1,6283,clean
2,10,10,5025,clean
1,3206,2,4328,clean
1,1,1,1061,clean
2,555450,2,1627,defective
2,1368,2,1737,clean
2,9,2,550,clean
2,100,3,557,defective
4,5,4,572,clean
7,1,9,422,clean
3,10,5,4117,defective
1,227402,1,1516,clean
1,11918972,2,8201,defective
3,25,3,1936,clean
3,397814,3,7138,defective
2,1521,2,2457,defective
4,28512,6,4506,defective
2,64,2,2644,clean
2,30,2,8928,clean
4,3,5,3845,defective
1,477,1,9444,clean
2,64,2,1216,clean
1,30,1,16993,clean
4,8,4,1023,defective
3,31,4,4512,defective
3,477,3,3710,clean
2,49,2,838,clean
2,30,4,5327,defective
3,6,3,1161,defective
2,4,3,5789,defective
3,477,3,3808,clean
2,25,2,1000,clean
2,14,2,710,defective
2,180,2,827,defective
4,90,5,3841,defective
1,288,1,1015,clean
3,1,4,9820,clean
6,1,6,6376,defective
20,9,24,8368,defective
2,145,2,7997,clean
22,49,37,4091,defective
1,1782,2,6421,clean
1,11322,1,5826,defective
4,2,5,3351,clean
1,8,1,6439,clean
2,1,2,2655,clean
2,39,2,4262,clean
12,22,16,2402,defective
1,457650,1,4961,clean
1,8,1,6439,clean
1,8,1,6439,clean
2,2796,2,1830,defective
1,30,1,1259,clean
1,70,1,2,clean
2,68,2,2,clean
2,4,2,2,clean
6,7,6,256,clean
5,480,6,6155,defective
2,30,2,2944,clean
13,20,18,5908,defective
8,627,14,4983,defective
16,28,25,4190,clean
1,690,3,8362,clean
2,216,3,7152,clean
1,50,1,1616,clean
4,63666,5,4752,defective
3,315,3,3267,defective
1,5,1,17506,clean
8,1880,9,9143,defective
2,2,2,3825,clean
5,1269,5,3655,defective
5,144648,5,3520,defective
4,156,5,5485,defective
2,10000,2,6819,defective
5,352,7,6918,clean
13,201552,25,4160,defective
24,93,71,5329,defective
6,7,7,4930,defective
25,3599,31,6633,defective
21,3,31,5986,clean
42,756,64,4888,defective
5,75,13,3566,defective
3,30,5,4022,clean
3,4,4,4676,defective
5,4,13,4555,defective
2,21,2,1041,clean
3,1474998,3,3103,defective
3,4,3,6353,defective
1,2,1,6635,clean
7,1,8,6943,defective
2,100,2,6400,clean
12,201552,17,4071,clean
1,8,1,2118,clean
2,84,2,3665,clean
2,11918972,3,5558,defective
4,3,4,4139,clean
2,4,3,1400,clean
1,1450,4,6646,clean
2,4,2,6574,clean
2,756,3,4694,clean
1,12,1,18,clean
1,80,1,101,clean
3,100,9,3671,defective
2,12,3,4506,clean
3,64,4,2073,clean
17,5,28,2364,defective
12,12091,18,5671,defective
8,1474998,15,3459,defective
2,5040,2,6553,defective
2,4,2,556,clean
3,1700070,4,9535,defective
3,1,3,6479,defective
3,15376,3,4142,clean
1,144648,1,7144,defective
1,1681,1,17613,clean
5,3,10,6819,defective
4,66,6,3741,defective
19,201552,28,3713,defective
4,6,4,7485,clean
4,2,6,6470,defective
3,40,8,5866,defective
3,40,3,8145,clean
4,4,4,3454,defective
5,15,6,5090,defective
2,2,4,4822,defective
3,132,8,3405,defective
1,3,6,4701,clean
2,27,2,10655,clean
6,30,7,10962,defective
4,66,4,4331,clean
9,7,10,7579,defective
10,144648,15,4701,defective
6,4,6,3003,clean
16,2483,22,3775,defective
21,59792,29,4833,defective
46,4480,77,3655,defective
1,144648,1,7144,defective
2,3,7,5357,clean
1,618,1,6713,clean
1,3,1,2325,clean
3,23,4,13686,defective
8,4,8,7821,defective
12,3,19,6348,defective
4,28,4,9590,clean
10,1,13,6899,defective
3,477,3,8660,clean
14,201552,18,4511,defective
4,144648,4,6830,defective
3,2408,4,8184,defective
3,99,3,9152,clean
8,201552,10,3542,clean
2,144648,2,3896,defective
2,7426,3,8143,defective
1,3,1,8496,clean
10,201552,12,3589,clean
4,3,6,6965,defective
2,5040,3,7706,clean
3,9462,4,13534,defective
2,477,3,4502,clean
7,95,7,5123,defective
3,3,9,3476,defective
2,5040,3,7706,clean
3,9462,4,13534,defective
3,477,4,5834,clean
11,64,11,7372,defective
1,3,1,3725,clean
1,7,1,2377,clean
1,3,1,3902,clean
1,148,1,2469,clean
6,21,6,9024,defective
1,663,1,4836,clean
2,77,2,5818,clean
3,36,4,6132,clean
17,20203,23,3524,defective
2,1,2,2,clean
2,40,2,2,clean
1,99,1,2,clean
2,2208,2,767,clean
1,144648,1,7144,defective
4,222,4,6712,clean
10,131669,13,7071,defective
1,2,1,602,clean
15,168,22,3653,defective
2,10,2,11415,clean
6,400,23,4752,defective
7,144648,10,6014,defective
2,219,2,7821,clean
5,108,6,6470,defective
7,297,11,6342,clean
19,868,35,4541,defective
1,4,2,2545,clean
3,71095,4,5286,defective
3,44,4,1493,defective
2,1764,15,3616,defective
2,4,4,2331,clean
1,7,1,2377,clean
1,11918972,2,8201,defective
1,2100,1,4191,clean
5,3,6,5184,defective
1,144648,1,7144,defective
1,22,2,4268,clean
8,15964,11,8553,defective
1,28,1,8292,clean
9,201552,14,4811,defective
1,144648,1,7144,defective
1,11918972,2,8201,defective
1,58,1,9661,clean
4,201552,7,5088,clean
3,144648,3,4587,defective
3,7426,4,6213,defective
3,60,3,6880,defective
7,201552,10,4204,clean
2,87,2,5772,defective
3,4,4,7514,clean
5,4,6,8550,defective
5,1,7,6266,clean
10,234,15,3930,defective
7,23,13,4644,clean
4,3,6,5762,defective
7,11449,10,4953,defective
6,5605,8,5050,clean
13,43,28,2934,defective
2,3726,4,2657,clean
4,99,5,5420,defective
2,60,2,2867,clean
7,4511,9,2697,clean
2,3550,3,2180,clean
2,154,2,6704,defective
1,18300,2,2311,clean
4,3575,7,2635,clean
4,253,6,4051,clean
1,23,1,3124,clean
1,1564,5,2358,defective
5,12267,7,4930,clean
1,13508,1,1278,clean
1,13508,2,1278,clean
1,1,1,2250,clean
1,138,1,2522,clean
1,8,1,226,clean
1,36,1,243,clean
4,61,4,162,clean
2,2156,2,480,defective
2,8,2,827,clean
1,1,1,529,clean
1,1,1,529,clean
7,61,8,423,clean
1,1440,1,596,clean
2,1,2,4208,clean
1,7,1,925,clean
3,16,3,2516,clean
1,25,1,6247,defective
1,690,1,6683,defective
3,131140,3,6810,clean
3,1,6,4010,clean
3,2400,3,2122,defective
2,2559,4,2556,clean
2,8,4,3274,clean
1,1,1,855,clean
3,1369,4,2379,clean
1,1,2,1315,clean
1,14,1,2602,defective
3,3249,5,1160,defective
1,144648,1,7144,defective
1,9,1,852,clean
3,10,4,7073,defective
8,201552,10,4216,defective
1,1,2,1315,clean
1,30,1,2765,clean
1,121,1,3039,clean
1,12769,1,1293,clean
2,429,3,303,defective
2,3025,2,174,clean
1,49,1,292,clean
2,10028,2,2675,clean
1,26380,2,4483,clean
2,11,6,3385,clean
1,4,1,6531,clean
1,3,2,5879,clean
1,120,1,11115,defective
1,4935616,2,3157,defective
1,578,2,92,clean
2,3,2,48,clean
1,1600,1,49,clean
2,28600,2,2721,defective
1,1,1,1308,clean
2,148,3,1892,defective
2,1112,3,821,clean
2,1782,2,6427,clean
2,56,2,6675,clean
1,283550,1,3428,clean
3,26,3,2646,defective
5,16632,6,1146,defective
1,15,3,408,clean
1,225,2,239,clean
3,2,3,242,clean
1,754,1,305,clean
1,266,1,4170,clean
1,16,1,4302,clean
1,43605,1,4398,defective
4,26,4,2225,defective
1,75,1,2724,clean
4,16632,5,878,defective
1,160,1,6623,clean
1,1,1,6784,clean
1,15,3,408,clean
1,225,2,239,clean
3,2,3,242,clean
1,754,1,305,clean
1,15,1,14,clean
1,120,1,11115,defective
1,4935616,2,3157,defective
2,578,3,94,clean
1,120,1,11115,defective
1,4935616,2,3157,defective
1,578,2,92,clean
1,15,1,14,clean
1,1736,1,4268,clean
2,2500,2,4475,defective
1,306,1,4618,clean
1,340,1,231,clean
1,3,1,244,clean
1,8,1,4549,clean
1,6,1,3799,clean
1,1572,1,108,clean
2,397814,3,2212,defective
1,55484,1,2547,clean
1,28512,2,2644,clean
1,49590,1,2643,clean
1,12,1,226,clean
1,490,1,284,clean
1,469221,1,310,clean
2,160,2,6616,clean
4,4,4,6700,defective
1,27882880,1,10754,defective
1,1088,1,231,clean
2,782,2,2121,clean
2,1444,2,4433,clean
4,4,15,5703,defective
15,15,18,4466,defective
1,1572,1,108,clean
2,27,2,308,clean
1,3,1,556,defective
3,14,3,1686,defective
1,9,6,1996,defective
1,40889,1,3846,clean
2,339853,2,3333,clean
1,4,1,2050,clean
1,3086,1,0,clean
2,16,2,3563,clean
2,720,3,5061,clean
1,28,1,702,clean
1,2208,1,1534,clean
1,3550,1,3011,clean
1,37349,1,2954,clean
3,397814,3,2315,defective
2,1521,3,2427,defective
1,28512,1,2644,clean
1,49590,1,2643,clean
2,28,2,2,clean
1,196,1,3,clean
1,3315,1,7290,defective
1,38,1,2662,clean
1,3,1,226,clean
1,469221,2,310,clean
1,28,1,819,clean
1,22197,2,874,clean
1,2401,1,1190,clean
1,28,1,2,clean
1,280,1,3,clean
1,5,1,3,clean
1,196,1,3,clean
1,26334,1,443,clean
1,293,1,11315,clean
1,585,1,4169,clean
3,2500,4,4511,defective
1,2,1,7,clean
1,16,1,0,clean
1,293,1,11315,clean
2,1032,2,864,clean
1,3,1,226,clean
1,469221,1,310,clean
2,68,4,1902,defective
4,87,5,4384,clean
1,5,1,8317,clean
1,130,1,8459,clean
6,1,9,3564,defective
1,1,1,20,clean
1,166,1,0,clean
2,4,2,24,clean
1,324,3,12,clean
1,27,1,390,clean
1,64,4,2130,clean
1,10,1,16990,clean
1,11918972,2,8201,defective
1,80,1,9568,clean
2,1032,2,864,clean
1,12996,2,1187,clean
1,9,1,1217,clean
1,30,1,16993,clean
1,11918972,2,8201,defective
1,477,1,9444,clean
2,3542,2,777,defective
4,7,4,1082,clean
2,6,2,4904,clean
1,13,1,1257,clean
2,16,2,1345,clean
10,588,11,1737,clean
1,1782,2,6421,clean
1,690,1,6683,defective
1,283550,1,3428,clean
1,80,2,101,clean
1,3,1,116,clean
2,30,2,149,clean
1,14362,1,16625,clean
2,1700070,3,11626,defective
1,16,1,2160,clean
2,1292,2,1079,clean
2,24336,2,5136,defective
2,4,2,5239,clean
4,15376,6,1458,clean
1,5,1,420,clean
1,2,1,420,clean
1,2,1,420,clean
1,6,1,7576,clean
1,120,1,11115,defective
1,4935616,2,3157,defective
2,252,2,3079,clean
4,35,6,3746,clean
3,6,3,5798,clean
1,182,1,2349,defective
3,10,4,3080,clean
1,6,1,238,clean
3,7,3,3128,clean
1,30,1,7562,clean
2,22,2,7579,clean
2,1,2,7755,clean
1,1,1,7562,clean
2,3,2,7763,clean
1,1,1,7562,clean
1,32944,1,2248,clean
1,16,1,8320,clean
2,22,2,7579,clean
1,1,1,7755,clean
1,5,1,8340,clean
1,27,1,6229,clean
1,36,1,6398,clean
1,5,3,3720,defective
1,1804,1,16624,clean
3,276,3,1754,defective
1,432,3,1934,clean
1,1,1,20,clean
1,9,1,2,clean
1,253,1,2,clean
2,8,6,2994,clean
1,90,1,602,clean
2,1782,2,6427,clean
2,15,4,1362,clean
2,1015,3,483,clean
3,374,4,3487,defective
4,754,4,1810,clean
7,1000,10,754,defective
1,5796,1,301,clean
1,1440,1,596,clean
1,12,1,104,clean
2,2,2,858,clean
1,25,1,864,clean
1,5049,1,1101,defective
2,64,2,1216,clean
2,28,2,2,clean
1,196,1,3,clean
2,28,2,2,clean
1,196,1,3,clean
2,28,2,2,clean
1,196,1,3,clean
2,28,2,2,clean
1,196,1,3,clean
2,28,2,2,clean
1,196,1,3,clean
1,1530,1,926,clean
1,3481,1,904,clean
4,9,4,1687,defective
5,10,25,1348,clean
7,396,15,1016,defective
5,88509,6,1614,defective
17,444,30,2084,clean
1,3542,1,740,defective
1,3542,1,740,defective
2,4,2,818,clean
1,1440,1,4987,clean
1,25,2,5843,clean
1,3542,1,740,defective
1,3542,1,740,defective
2,12,2,4169,clean
2,12,4,2108,clean
1,1,1,3340,clean
1,9,1,3452,clean
2,2,2,3488,clean
2,12,2,4169,clean
2,2500,2,4532,clean
1,27,1,20,clean
1,1961,2,20,clean
1,27,1,20,clean
1,1961,2,20,clean
1,27,1,20,clean
1,1961,2,20,clean
1,2068,1,20,clean
1,1,1,11,clean
1,126,2,11,clean
1,143,1,0,clean
1,3542,1,740,defective
1,14,1,1345,clean
1,14,1,1345,clean
1,16,1,3104,clean
3,3150,4,5820,clean
1,32,1,232,clean
1,469221,1,310,clean
2,836,2,1664,clean
1,3,1,1324,clean
1,8,1,4223,clean
1,22,1,4395,clean
5,4,9,1252,defective
3,540,3,860,clean
7,355,9,2596,defective
4,59792,4,4161,defective
2,99,9,2120,clean
1,108558,1,4272,clean
1,384,1,4224,clean
1,12,1,4328,clean
1,22,1,4395,clean
2,4,2,2531,clean
2,77672,3,3926,defective
1,59792,2,5613,clean
1,12267,1,5886,clean
1,290,2,921,clean
1,24,2,861,clean
1,10,2,855,clean
4,396,6,1009,clean
1,3,1,204,clean
1,18,1,203,clean
2,108558,2,2346,clean
3,100,5,670,clean
5,1,13,1697,defective
3,59792,3,2488,defective
13,18,17,2262,defective
3,2796,4,1357,defective
6,3290,8,997,clean
1,1,1,810,clean
1,54,2,964,defective
1,18,2,967,clean
1,33,1,578,clean
1,28,1,819,clean
2,540,3,857,clean
1,7,1,925,clean
1,2401,1,1190,clean
4,3420,4,819,clean
11,180,12,853,defective
3,20,3,884,clean
2,4,2,941,clean
8,216,10,1028,clean
3,725,12,4397,clean
2,216,2,1312,clean
1,4,1,1736,clean
1,35717,1,1770,clean
1,144648,1,7144,defective
2,65448,5,6046,clean
1,585,2,4169,clean
4,715,4,4944,defective
1,26334,1,443,clean
1,22148,1,1867,clean
1,3726,1,2384,clean
2,288,3,2232,clean
7,4,11,3011,clean
6,51,8,5718,defective
4,810,4,2165,clean
5,2601,6,1967,clean
1,3542,1,740,defective
3,112,4,955,defective
1,288,1,937,clean
1,2401,1,1190,clean
1,513,1,1626,clean
1,169,1,1587,clean
1,9603,1,1567,clean
1,513,1,1626,clean
1,3650,1,1582,clean
1,9603,1,1567,clean
1,513,1,1626,clean
1,9603,1,1567,clean
1,513,1,1626,clean
1,9603,1,1567,clean
3,126,3,4877,defective
3,4,3,5660,clean
1,2760,1,6808,clean
4,4,4,3386,clean
3,2400,3,1997,defective
5,5,8,1122,clean
1,25,1,6247,defective
3,3876,4,13212,defective
4,36,9,5557,defective
1,836,1,2061,clean
2,24,2,1305,clean
1,44099,1,1684,clean
1,76,1,2720,clean
1,595,1,3834,clean
1,1550,2,1184,clean
1,200,1,827,defective
2,144648,2,3769,defective
4,40,4,4090,clean
1,77672,2,2948,defective
4,3,13,4133,clean
1,30,2,2210,clean
1,5900,2,2331,clean
3,19,3,5559,clean
3,168921,4,8160,defective
1,69,1,544,clean
1,40,1,3340,clean
1,4,1,3461,clean
1,54,1,3475,clean
1,72,1,549,clean
1,10,1,3773,clean
4,25,4,2406,clean
1,77,1,6319,clean
1,4,1,6666,clean
3,54,3,4483,clean
3,512,5,4427,clean
1,7,1,3167,defective
2,7965,3,3275,defective
2,4,3,508,clean
1,20,1,500,clean
1,40,1,4392,clean
2,1,2,9644,defective
4,176,6,663,clean
1,2156,1,478,defective
1,23490,1,529,clean
3,315,3,1333,clean
1,324,1,1308,clean
1,1830,1,0,clean
4,25,4,4203,clean
2,24276,4,4926,defective
1,265224,1,4989,clean
1,1998,1,2259,clean
1,17955,1,2196,clean
1,32,1,7671,clean
2,4,2,6730,clean
1,1098,2,7799,clean
1,336,2,2946,clean
3,196,3,811,clean
3,75,6,1570,defective
5,4,5,459,clean
3,51,5,874,clean
1,16,1,895,clean
2,18,2,986,clean
4,1736,6,4162,defective
3,7392,3,4489,defective
2,306,2,4627,clean
2,244530,2,4232,clean
4,3,6,3536,clean
3,3,4,13557,defective
2,72,2,9728,clean
3,15,3,7294,clean
2,20553,2,3451,defective
1,71095,1,2374,clean
1,213904,1,2621,clean
1,16,1,206,clean
2,1736,2,4284,clean
1,16,1,3442,clean
1,441,1,3123,defective
1,640,1,6829,clean
4,990,5,2308,clean
1,18,1,853,clean
1,5049,1,1101,defective
1,10,2,1393,clean
1,2354,3,1428,clean
1,18,1,5673,defective
1,2825,1,5963,clean
1,63504,1,1981,clean
2,34254,2,5737,defective
1,6889,1,5984,defective
1,3576545,2,3021,clean
1,34254,1,5672,defective
1,3576545,2,3021,clean
1,77,1,3116,clean
1,30260,1,5462,clean
1,221,1,2527,clean
1,77672,2,2948,defective
1,918,2,3820,clean
3,338,4,3851,clean
