@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {defective,clean}

@data
1,116,1,235,43,116,clean
1,3869,1,235,143,73,clean
1,1004,1,218,128,4,clean
1,84,1,235,0,4,clean
1,10,1,235,0,5,clean
1,2112,1,218,0,48,clean
5,3,5,235,111,24,defective
1,18,1,230,153,1,clean
1,109,1,235,15,109,clean
1,2172,1,218,43,181,clean
1,377,1,235,43,0,clean
1,6528,1,235,195,102,defective
4,64,4,230,211,71,clean
1,63,1,235,1,3,clean
2,52,2,235,0,0,clean
3,52,3,235,0,0,clean
1,22,2,230,0,1,clean
1,345,1,235,167,5,defective
1,4185,1,218,258,93,clean
1,9920,1,235,181,160,clean
1,345,1,235,167,5,defective
2,5,2,235,961,4,clean
1,346,1,235,953,0,clean
1,16,1,218,0,2,clean
1,45,1,235,730,3,clean
3,30,4,235,299,17,clean
1,175,1,218,785,7,clean
1,9,4,235,39,31,clean
3,2,4,230,0,4,clean
2,5,2,218,0,3,clean
1,4,1,235,0,4,clean
1,12,2,235,643,9,clean
1,3,1,230,765,1,clean
1,175,1,218,785,7,clean
1,921,1,235,108,921,defective
1,16182,1,235,187,186,defective
1,16182,1,235,187,186,defective
2,1926,2,218,305,114,defective
1,16182,1,235,187,186,defective
1,1584,1,235,171,48,defective
2,14,2,218,307,8,clean
1,1584,1,235,171,48,defective
9,91,11,235,333,22,defective
1,6,4,230,315,2,defective
3,551,3,235,231,742,defective
2,298,2,230,262,43,clean
5,841,5,218,301,432,defective
2,150,2,235,49,5,defective
1,6392,1,235,99,136,clean
1,196,1,230,99,14,clean
2,72,2,235,441,24,defective
2,14,2,230,4,7,clean
1,44,1,230,156,1,defective
1,23,1,230,7,23,clean
30,39,56,218,332,14,defective
4,32,15,230,139,10,clean
1,60,1,218,0,4,clean
1,1968,1,230,206,984,clean
1,13200,1,230,343,176,defective
1,227,1,218,427,1,clean
2,3,2,230,1452,2,clean
1,739,1,230,1452,0,clean
1,14,1,230,3,14,clean
2,315,3,230,391,42,clean
1,1000,1,218,599,25,clean
1,2387,2,230,5,6,clean
2,3379,2,230,691,1718,defective
1,243,1,230,33,243,clean
1,243,1,230,33,243,clean
33,155,74,230,270,92,defective
21,1046,24,218,388,207,defective
1,6015,1,230,720,401,clean
1,308,1,230,0,14,clean
1,488,6,230,258,77,clean
1,9,1,218,160,3,defective
1,4,1,230,0,2,clean
1,18,1,218,0,1,clean
2,8,2,230,0,2,clean
1,81,1,218,0,9,clean
1,4,1,230,0,2,clean
5,33,7,230,134,50,defective
4,12769,5,218,509,123,defective
2,10,4,230,231,37,clean
1,128,1,230,26,16,clean
1,2,1,230,0,2,clean
1,3379,1,230,675,3379,defective
1,169,1,218,709,13,clean
1,190,1,230,137,2,clean
1,739,1,230,137,0,clean
1,30,1,230,85,15,clean
2,15,2,218,92,6,clean
3,3373,4,230,0,115,clean
1,8,1,230,277,8,clean
1,323,1,218,296,19,clean
3,3373,4,230,0,115,clean
2,3373,3,230,0,102,clean
3,3373,4,230,0,115,clean
3,3373,4,230,0,115,clean
2,21,2,230,0,13,clean
5,1926,11,218,407,30,defective
4,28,4,230,314,852,defective
2,60,2,218,354,11,clean
1,4,1,230,2,4,clean
2,9,2,218,3,3,clean
1,40,1,230,272,10,defective
1,4,1,218,300,2,clean
1,94,1,230,300,0,clean
1,94,1,230,300,0,clean
1,4,1,230,0,2,clean
1,5518,1,230,185,89,clean
2,18312,2,218,73,1006,clean
1,6,1,230,0,3,clean
3,5,3,218,0,5,clean
1,58,1,230,0,0,clean
2,26,2,230,0,15,clean
1,134,1,230,2,134,clean
1,646,2,230,1107,26,clean
4,134,5,230,0,16,clean
1,52,1,218,0,26,clean
1,23,1,230,0,23,defective
1,5,1,218,0,5,clean
2,24,2,230,0,12,clean
1,94,1,230,0,0,clean
1,6015,1,230,720,401,clean
1,6188,1,218,771,68,clean
2,476,2,230,0,26,defective
2,8,3,230,137,5,clean
2,14,2,230,0,9,clean
1,32,1,230,90,32,clean
1,16,1,218,92,4,clean
1,94,1,230,92,0,clean
1,12,1,230,0,6,clean
1,5,1,230,0,5,clean
1,65,1,230,0,13,clean
2,189,2,218,0,20,clean
1,80,1,230,291,5,clean
2,510,2,218,446,9,clean
1,2387,1,230,10,11,clean
1,739,1,230,10,0,clean
1,42,1,230,3,6,clean
1,4,1,230,0,2,clean
1,4,1,230,617,1,clean
1,196,1,230,99,14,clean
1,1449,1,230,978,207,clean
1,7,1,230,0,1,clean
1,3379,1,230,675,3379,defective
1,43791,1,230,277,1327,defective
1,75,1,218,82,5,clean
1,94,1,230,82,0,clean
1,8,1,230,0,8,clean
1,1416,1,230,206,59,clean
1,9130,1,218,211,110,clean
1,40,1,230,0,20,clean
2,9,2,218,0,6,clean
1,567,1,230,199,27,clean
1,2116,1,218,220,92,defective
1,8,1,230,2,4,clean
1,441,2,230,207,26,clean
1,336,2,230,196,9,clean
2,8,2,230,278,6,clean
1,1122,1,218,306,33,clean
2,3832,2,230,87,397,clean
1,46765052,1,218,1,6833,clean
1,190,1,230,137,2,clean
1,2354,1,230,416,107,defective
1,725,1,230,350,29,defective
1,340,1,230,350,0,clean
2,4226,3,230,118,62,clean
7,1714159,7,218,171,1052,clean
2,8,2,230,3,6,clean
1,18,1,218,228,9,clean
2,390,2,218,386,8,clean
1,28,3,218,365,17,defective
3,11,3,218,118,77,clean
2,1844,2,218,74,957,clean
7,1844,11,218,64,242,clean
2,27,2,218,0,5,clean
2,3781,2,218,109,227,clean
3,6210,3,218,229,66,clean
1,14,1,218,307,14,clean
11,2116,13,218,158,52,defective
4,2412,4,218,151,121,clean
3,131,3,218,160,28,clean
1,58,1,218,0,2,clean
1,58,1,218,0,2,clean
1,560,1,218,163,70,clean
1,15720,1,218,162,262,clean
3,5,3,218,72,130,clean
1,11,2,218,642,7,clean
3,131,3,218,160,28,clean
1,38,1,218,167,19,clean
1,465,1,218,590,31,clean
1,40,1,218,0,10,clean
17,88,44,218,668,17,defective
1,6,1,218,0,6,clean
8,1844,8,218,99,339,clean
1,1296,1,218,230,54,clean
2,5,2,218,0,7,clean
1,12,1,218,245,12,clean
2,6210,2,218,229,76,clean
1,36,1,218,0,36,clean
3,68,3,218,298,16,defective
1,48,1,218,306,0,clean
2,14,2,218,0,8,clean
5,2412,5,218,127,117,clean
1,560,1,218,163,70,clean
2,15720,2,218,164,137,clean
5,66416,5,218,112,1452,clean
1,60,1,218,0,10,clean
1,36,1,218,0,9,clean
1,78,1,218,258,26,clean
2,44,2,218,223,74,clean
3,16,4,218,63,8,clean
2,64,3,218,433,11,defective
4,56,4,218,0,17,clean
2,2112,2,218,0,38,clean
1,44,1,218,3,22,clean
4,7,4,218,176,86,clean
3,97,5,218,571,43,defective
1,5,1,218,0,5,clean
11,353944,16,218,192,227,defective
2,16,2,218,815,4,clean
3,64,5,218,308,22,defective
1,455625,1,218,125,675,clean
2,675,2,218,125,675,defective
1,455625,1,218,125,675,clean
2,675,2,218,125,675,defective
2,14788,2,218,125,347,clean
2,675,2,218,125,675,defective
2,480,3,218,125,8,clean
3,569,4,218,125,511,defective
7,6210,7,218,193,38,clean
1,14,1,218,307,14,clean
1,3145,1,218,393,185,clean
2,130,3,218,407,34,clean
2,6,2,4,135,6,clean
1,100,1,4,147,10,clean
1,2,1,4,72,2,clean
2,6,2,4,135,6,clean
2,100,2,4,147,9,clean
1,257,1,8,0,257,clean
1,1,1,8,0,1,clean
1,20,1,8,0,2,clean
1,18,1,8,0,2,clean
1,52,1,8,0,52,clean
1,18,4,8,99,3,clean
1,175,7,8,69,11,clean
1,15,1,2,147,5,clean
8,140,20,5,71,8,clean
2,7,2,5,0,5,clean
1,7,1,5,0,7,clean
1,6,1,5,0,6,clean
1,6,1,4,0,6,clean
1,3536,1,2,256,68,clean
2,81,11,90,0,27,clean
2,257,2,61,0,851,defective
2,1663,2,30,0,831,defective
2,8,2,39,0,6,clean
1,14,1,52,0,7,clean
2,2,2,42,0,4,clean
2,2,2,90,37,1,defective
1,4,1,30,173,2,clean
1,1,2,8,0,1,clean
2,1,2,52,44,166,clean
2,1,4,30,0,0,clean
1,1,1,42,88,1,clean
1,24,1,90,776,6,clean
1,16,1,6,776,4,clean
1,2,1,52,38,2,clean
1,3,1,42,53,3,clean
1,1024,2,90,399,29,clean
1,32,1,52,390,16,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,4,1,30,0,2,clean
2,10,2,39,0,5,clean
1,174,1,90,0,174,clean
2,10,2,39,0,5,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
3,1156,4,90,367,87,defective
1,5,1,61,3476,5,defective
1,20,1,39,3538,4,clean
1,17,1,90,4680,17,clean
1,13456,1,90,1968,116,clean
1,484,1,90,214,22,clean
1,676,1,90,380,26,clean
1,8,1,90,582,8,clean
2,31684,2,90,3449,121,clean
1,15,1,61,1971,5,clean
1,340,1,30,3523,17,clean
1,1156,1,90,551,34,clean
1,13456,1,90,1968,116,clean
1,15,1,61,1971,5,clean
1,13456,1,90,1968,116,clean
1,7921,1,90,509,89,clean
1,2,1,90,173,0,clean
1,4,1,42,175,2,clean
1,126,1,90,270,21,clean
1,13456,1,90,1968,116,clean
1,484,1,90,214,22,clean
1,1024,2,90,399,29,clean
1,40,1,61,1078,10,clean
1,8,1,30,149,4,clean
1,30,1,52,719,6,clean
1,1024,2,90,399,29,clean
1,121,1,90,157,11,clean
1,36,1,90,860,9,defective
1,6084,1,39,868,78,clean
2,2,2,90,173,2,clean
1,4,1,30,173,2,clean
2,3,3,52,115,3,clean
1,286,1,30,175,26,clean
1,3162,1,42,39,102,clean
1,126,1,90,270,21,clean
1,121,1,90,157,11,clean
1,14,1,52,868,0,clean
1,121,1,90,157,11,clean
2,2,2,52,868,0,clean
1,676,2,90,490,24,clean
2,122,3,61,54,87,clean
1,8,1,30,149,4,clean
1,6084,1,39,868,78,clean
1,2709,1,52,707,21,clean
1,1,13,30,829,3,clean
2,64,2,90,3206,5,defective
1,3,1,39,0,3,clean
1,1,2,8,0,1,clean
1,1,1,52,0,1,clean
1,1,1,30,0,1,clean
1,13456,1,90,1968,116,clean
1,8030,1,42,6547,73,clean
1,6084,2,90,50,46,clean
1,6084,1,39,868,78,clean
1,1369,3,90,1043,24,clean
1,211,2,61,8,176,clean
1,3721,1,90,0,61,clean
1,1,1,52,0,1,clean
1,3721,1,90,0,61,clean
1,225,3,90,261,28,clean
4,15,6,61,227,66,clean
1,49,1,6,0,7,clean
4,28,4,39,552,23,clean
1,3721,1,90,0,61,clean
1,36,1,30,717,6,clean
1,4900,3,90,1142,132,clean
1,1369,1,30,0,37,clean
1,169,11,90,695,35,clean
4,3,4,61,461,3,clean
1,1,1,30,866,1,defective
1,6084,1,39,868,78,clean
2,10,3,30,750,11,clean
1,156,1,7,868,13,clean
1,6052,1,42,1561,89,clean
2,484,3,90,1428,69,defective
2,270,2,39,771,52,clean
2,2,2,42,2432,36,clean
1,96,1,90,653,16,clean
2,14,2,61,557,6,clean
2,3,2,39,769,40,clean
1,10,1,30,676,10,clean
1,320,1,42,867,16,clean
1,5184,1,90,0,72,clean
1,6,1,61,1280,3,clean
2,6,2,42,3917,38,clean
2,1369,5,90,2566,48,clean
1,40492,1,30,6435,212,defective
1,2548,1,6,6486,52,defective
5,665,6,39,2538,56,clean
1,72,1,52,3464,9,clean
2,320,2,42,2169,43,clean
2,2,2,90,430,5,clean
1,24,1,30,0,24,clean
3,7,3,39,979,30,clean
2,8030,2,42,3707,44,clean
1,22201,2,90,0,110,clean
1,4,1,61,2424,4,clean
2,7445,2,30,3217,124,defective
1,6084,1,39,868,78,clean
1,110,2,30,878,42,clean
1,2304,6,90,940,81,clean
1,2,1,61,674,2,clean
3,270,3,39,775,35,clean
1,3550,1,42,3472,71,clean
1,380,1,90,0,19,clean
2,225,3,90,548,19,defective
5,9,6,61,721,14,clean
2,8,2,30,1752,12,clean
1,49,1,6,0,7,clean
1,6084,1,39,868,78,clean
1,4704,1,30,3122,48,defective
1,320,1,42,867,16,clean
1,1296,1,90,537,36,clean
1,2,1,61,536,2,clean
1,6,1,39,3149,6,clean
2,102,2,7,3111,22,clean
2,4392,2,42,3105,187,clean
1,7420,1,90,592,140,defective
1,169,1,90,0,13,clean
1,1,1,90,75,1,clean
1,82088,1,52,88,331,clean
1,1,1,42,88,1,clean
1,121,1,90,157,11,clean
1,121,1,90,157,11,clean
1,16,1,90,0,4,clean
1,20,1,90,75,10,clean
1,82088,1,52,88,331,clean
1,20,1,90,75,10,clean
2,4,2,52,83,166,clean
1,19,1,90,0,19,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,22201,1,90,0,149,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,174,1,90,0,174,clean
1,2,1,90,0,2,defective
1,1,2,8,0,1,clean
1,1,1,52,0,1,clean
1,16686,1,90,163,162,defective
1,16686,1,90,163,162,defective
1,7420,2,90,377,151,defective
1,4,1,61,592,2,clean
1,1024,2,90,371,32,clean
1,1024,1,90,418,32,clean
2,6,2,52,390,3,clean
1,1953,1,61,251,1953,clean
1,40,2,61,633,6,clean
1,289,1,61,418,17,clean
1,75076,1,61,4681,274,clean
1,32,2,61,1001,8,clean
1,17,1,61,714,17,clean
1,36,2,30,433,5,clean
1,6,3,30,1440,11,clean
1,5,1,61,776,5,clean
1,2709,1,52,707,21,clean
1,32,2,61,1001,8,clean
1,3,1,61,3477,3,clean
1,3,1,30,3505,0,clean
3,175,3,39,769,39,clean
1,28,1,61,705,14,clean
1,47736,1,39,657,153,defective
1,28,1,61,705,14,clean
1,47736,1,39,657,153,defective
1,525,2,30,329,15,clean
2,13,2,61,1738,7,clean
1,3,1,30,3505,0,clean
1,40,1,61,0,40,clean
1,141,1,61,0,141,clean
1,40,1,61,1078,10,clean
1,70,1,61,0,70,clean
1,32,1,61,0,32,clean
1,43,1,61,0,43,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,14,1,61,0,14,clean
1,1953,1,61,251,1953,clean
1,1953,1,61,251,1953,clean
1,1953,1,61,251,1953,clean
1,4,1,61,0,2,clean
1,40,1,61,0,40,clean
1,32,2,61,1001,8,clean
1,3224,3,61,1027,26,clean
1,43,1,61,0,43,clean
1,1953,1,61,251,1953,clean
1,301,1,39,668,43,clean
1,1953,1,61,251,1953,clean
1,14,1,61,0,14,clean
1,132132,1,61,3138,363,defective
1,4,1,30,0,2,clean
1,24,1,30,0,24,clean
1,6440,1,30,0,644,clean
1,15,1,30,180,5,clean
1,2209,1,30,2427,47,clean
1,784,1,42,2434,28,clean
1,3,1,30,251,0,clean
1,36,2,30,433,5,clean
1,441,2,30,429,16,clean
1,4,1,30,173,2,clean
1,629,1,39,173,17,clean
1,1,3,8,57,1,clean
1,1,1,52,0,1,clean
1,24,1,30,180,12,clean
1,1,1,30,0,1,clean
1,24,1,30,0,24,clean
1,24,1,30,0,24,clean
1,1,1,6,3143,1,clean
2,47736,2,39,657,106,defective
2,9,2,39,3147,7,clean
1,265125,1,42,3077,303,clean
1,48,1,39,3137,8,clean
1,756,1,52,3140,28,clean
1,6084,1,39,868,78,clean
1,6084,1,39,868,78,clean
2,320,2,42,867,8,clean
1,6084,1,39,868,78,clean
1,8030,1,42,6547,73,clean
1,6084,1,39,868,78,clean
1,72,1,39,0,12,clean
1,78,1,42,0,6,clean
1,3,1,39,0,3,clean
1,3,1,39,0,3,clean
1,1995,1,39,3142,35,clean
1,3,1,39,0,3,clean
2,10,2,39,0,5,clean
1,4,1,39,240,2,clean
2,1995,2,39,3138,21,clean
1,44,1,8,3143,11,clean
1,1,3,8,57,1,clean
1,1,1,52,0,1,clean
1,286,1,30,175,26,clean
1,44,1,8,3143,11,clean
1,204,1,42,3070,34,clean
1,14,1,52,868,0,clean
1,2709,1,52,707,21,clean
1,2709,2,52,707,21,clean
1,816,1,52,0,16,clean
1,2,1,30,38,2,clean
1,2709,1,52,707,21,clean
1,2,1,52,2430,2,clean
2,1,3,52,145,111,clean
1,82088,1,52,88,331,clean
1,28,1,52,173,7,defective
1,5,2,52,8,0,clean
1,2709,1,52,707,21,clean
1,7,2,52,406,1,clean
1,5,1,42,0,5,clean
2,816,2,52,0,9,clean
1,816,1,52,0,16,clean
1,816,1,52,0,16,clean
1,816,1,52,0,16,clean
1,816,1,52,0,16,clean
1,1,1,52,173,1,clean
1,2709,1,52,707,21,clean
1,82088,1,52,88,331,clean
1,2709,1,52,707,21,clean
1,2709,2,52,707,21,clean
1,82088,1,52,88,331,clean
1,82088,1,52,88,331,clean
1,1,1,42,88,1,clean
1,82088,1,52,88,331,clean
1,82088,1,52,88,331,clean
1,82088,1,52,88,331,clean
1,1369,1,52,674,37,clean
1,3162,2,42,39,51,clean
1,2709,1,52,707,21,clean
1,2709,2,52,707,21,clean
1,36,1,30,0,36,clean
1,42,1,30,4694,6,clean
1,720,1,30,4694,40,clean
1,4704,1,30,3122,48,defective
1,225,1,42,3070,15,clean
1,3,3,30,0,0,clean
1,1,3,30,1096,11,clean
1,3,1,42,53,3,clean
1,64,1,30,390,8,clean
1,1,4,30,1315,0,clean
2,4704,2,30,3123,24,defective
1,4,1,7,3124,2,clean
1,4704,1,30,3122,48,defective
1,1,12,30,610,4,clean
1,3,1,30,0,0,clean
1,4704,1,30,3122,48,defective
1,90,1,7,3124,10,clean
1,4704,1,30,3122,48,defective
1,90,1,7,3124,10,clean
1,4704,1,30,3122,48,defective
1,286,1,30,175,26,clean
1,16,1,7,683,8,clean
1,4,2,42,243,4,clean
1,5,1,42,3069,5,clean
1,10,1,42,0,10,clean
1,1156,1,42,2299,34,clean
1,1024,1,42,1980,32,clean
1,16,1,42,592,4,clean
1,225,1,42,3070,15,clean
1,36,1,42,714,12,clean
1,49,1,42,539,7,clean
1,150,1,42,539,0,clean
1,10,1,42,0,10,clean
1,225,1,42,3070,15,clean
2,17,2,42,3139,16,clean
1,4392,1,42,3134,72,clean
2,924,2,73,92,105,defective
1,19,1,81,41,19,defective
2,260,5,99,99,95,clean
5,8,6,97,125,18,clean
10,48,11,162,109,39,defective
7,10,8,207,98,39,clean
1,1800,1,73,80,180,defective
1,4225,1,99,94,65,clean
1,62,2,73,103,31,clean
1,2916,1,99,44,54,clean
1,330,1,207,331,3,clean
1,62,2,73,103,31,clean
1,2916,1,99,44,54,clean
1,330,1,207,331,3,clean
1,1,1,73,50,1,clean
1,24,1,81,52,8,clean
1,48,1,207,10,2,clean
1,386,1,73,51,386,defective
1,1,1,162,54,1,clean
1,411,1,207,54,0,clean
1,4697,1,73,42,77,defective
3,32,3,81,38,33,defective
2,656,4,99,41,36,clean
4,3,10,97,111,16,defective
1,3,11,162,101,2,defective
9,1203,10,207,231,178,defective
2,483,4,73,118,303,defective
1,48,1,97,108,6,clean
1,5,1,162,138,0,clean
1,2,1,207,115,0,clean
1,15,1,73,57,5,clean
5,2,19,81,37,6,defective
8,39,9,99,194,189,defective
4,481,28,97,68,3,clean
2,14,15,162,67,5,clean
1,1044,3,73,80,182,defective
8,1696,9,81,127,57,defective
9,58,11,99,114,37,defective
5,4,5,97,64,7,defective
3,8,5,162,121,19,defective
10,17,15,207,103,31,defective
3,234,3,73,257,1030,defective
2,594,2,81,346,45,clean
1,547600,5,99,279,397,clean
6,136,9,73,130,387,defective
6,192,7,81,252,73,defective
8,716,18,99,209,167,defective
8,432,10,97,186,12,defective
13,37,20,162,242,32,defective
24,12,48,207,177,57,defective
2,60192,3,73,83,352,defective
1,25281,2,99,131,109,clean
1,1700,1,97,152,68,defective
3,608,3,162,196,96,defective
1,36,1,207,164,2,clean
3,21037,3,73,18,155,defective
2,16,2,81,123,67,defective
4,27,5,99,34,19,defective
2,1,4,97,35,3,defective
2,83,2,162,16,15,clean
1,4,6,207,35,0,clean
6,310,8,73,43,94,defective
2,25,3,81,106,53,defective
1,7225,1,99,57,85,clean
2,10458,4,162,98,24,clean
1,1,1,73,16,1,clean
1,256,1,99,16,16,clean
3,183,3,162,18,26,defective
4,35,4,73,51,14,defective
2,24,2,81,149,70,defective
1,3249,1,99,52,57,clean
1,8,1,162,16,2,clean
4,549,5,207,110,116,clean
3,18,4,73,83,182,defective
1,3600,1,99,123,60,clean
1,2,1,97,136,2,clean
1,121,1,162,138,11,defective
7,197,14,73,49,64,defective
2,2,3,81,26,2,clean
3,495,12,99,63,72,clean
6,12,9,97,59,18,defective
10,79,15,162,79,51,defective
6,392,20,207,59,26,defective
3,256,3,73,96,27,defective
4,2,4,81,87,28,defective
2,2335,4,99,181,116,defective
4,481,6,97,182,7,clean
5,983,6,162,200,50,defective
2,70,2,207,338,18,defective
1,192,1,73,30,8,clean
1,1458,1,81,48,81,defective
1,112,1,73,172,14,clean
1,840,1,81,207,30,clean
6,1033,6,99,263,76,defective
1,8,1,97,281,8,clean
3,909,3,162,298,42,defective
4,1628,4,207,381,68,defective
1,62,2,73,103,31,clean
1,330,1,207,331,3,clean
1,62,2,73,103,31,clean
1,2916,1,99,44,54,clean
1,330,1,207,331,3,clean
2,3060,3,73,217,1024,defective
1,5,1,81,161,5,clean
2,8,2,99,402,157,clean
1,306,6,97,263,13,clean
2,5528,5,162,288,64,defective
7,5,9,207,161,29,defective
1,32,1,73,21,8,clean
1,100,2,97,154,16,clean
1,14852,1,162,33,79,clean
1,213,1,207,430,213,defective
1,182,1,73,0,13,clean
1,552767,1,207,0,893,clean
2,4,3,73,83,239,defective
1,5,1,162,138,0,clean
1,3060,1,73,432,3060,defective
1,12,2,99,477,2,clean
1,156,1,97,441,13,clean
1,6461,2,162,486,68,defective
5,930,7,207,350,385,defective
2,3060,2,73,248,1562,defective
3,52,4,81,167,96,defective
6,2202,8,99,235,255,defective
2,9,2,97,77,1,clean
9,23,15,162,414,34,defective
17,1,27,207,185,86,clean
1,3060,1,73,432,3060,defective
1,15,1,99,71,3,clean
2,481,3,97,261,12,clean
2,270,4,207,241,651,clean
5,8,5,73,116,17,defective
3,64,4,81,114,18,defective
3,551,5,99,105,46,defective
2,760,3,97,95,17,defective
4,231,5,162,171,17,defective
7,64,8,207,188,39,defective
1,4697,1,73,42,77,defective
1,1225,1,99,42,35,clean
1,1,1,73,40,1,clean
1,2,1,81,39,2,clean
1,1225,2,99,145,104,clean
2,760,4,97,114,17,defective
1,6840,1,162,52,114,clean
3,1628,3,207,159,16,defective
5,60192,7,73,79,223,defective
2,616,2,81,83,59,defective
4,169,4,99,112,16,defective
2,323,2,97,107,10,defective
1,42,2,162,123,16,defective
1,7,1,73,85,7,defective
1,1,1,99,123,1,clean
1,2,1,97,136,2,clean
1,374,1,73,136,0,clean
1,3,1,73,0,3,clean
1,9,1,81,0,9,clean
1,4,1,162,0,1,clean
1,434,1,73,181,31,defective
1,23,1,81,218,23,defective
1,17,1,99,251,17,clean
2,34,2,207,333,5,clean
1,221,1,73,202,13,clean
1,69696,1,99,215,264,clean
2,40,2,97,134,19,clean
4,1226,4,162,184,13,defective
2,890,2,207,243,14,clean
1,48,1,73,201,8,clean
2,6,2,81,205,2,clean
1,69696,1,99,215,264,clean
1,374,1,73,215,0,clean
1,12,2,73,107,6,defective
1,1,1,162,0,1,clean
1,89,1,73,0,89,clean
1,1,1,162,0,1,clean
1,15,1,73,0,15,clean
1,2,1,81,0,2,clean
1,4,1,162,0,1,clean
1,3,1,73,0,3,clean
1,4,1,97,0,2,clean
1,1,1,162,0,1,clean
1,17,1,73,0,17,clean
1,1,1,162,0,1,clean
1,1768,1,73,85,68,defective
1,4225,1,99,94,65,clean
2,1,2,162,133,44,clean
1,19,2,207,82,30,clean
1,3060,1,73,432,3060,defective
1,547600,2,99,470,739,clean
1,231,2,162,474,21,clean
1,483,2,73,248,249,defective
1,48,1,97,108,6,clean
2,11,2,207,122,166,clean
1,483,2,73,99,249,defective
1,1725,2,162,1,44,clean
1,11,1,207,115,0,clean
2,4,2,73,8,3,clean
1,10,1,97,16,2,clean
2,32,2,162,252,31,clean
3,38,5,207,61,2,clean
2,1044,4,73,17,134,defective
1,50,1,97,71,5,clean
1,32,1,162,114,32,clean
3,11,6,207,146,38,defective
1,62,2,73,103,31,clean
1,330,1,207,331,3,clean
3,1560,3,73,29,13,defective
3,806,3,99,34,19,clean
1,25,2,97,30,5,clean
1,7020,2,162,13,41,clean
1,3060,1,73,432,3060,defective
1,12,3,99,341,2,clean
1,14,1,207,0,14,clean
1,15825,1,73,184,211,defective
1,94249,1,99,300,307,clean
1,2,1,97,328,2,clean
1,4,2,73,180,0,clean
1,210,1,73,79,14,clean
2,105,2,81,102,37,defective
1,13924,1,99,111,118,clean
1,72,1,97,113,9,clean
1,24,1,162,199,8,defective
1,3060,1,73,432,3060,defective
1,105,1,81,100,35,defective
2,173671,5,99,330,388,defective
1,481,1,97,71,0,clean
3,30,6,162,384,20,defective
1,2717,2,207,415,14,clean
1,112,1,73,83,16,defective
1,82,1,81,81,2,defective
1,13924,1,99,111,118,clean
1,432,1,97,151,27,defective
1,4,1,162,199,2,defective
3,13,4,207,135,21,defective
1,112,1,73,83,16,defective
1,6,1,81,81,3,defective
1,13924,1,99,111,118,clean
3,234,3,73,172,17,defective
1,30276,1,99,248,174,clean
4,623,4,162,320,57,defective
2,315,2,207,353,8,clean
1,525,1,73,97,25,defective
1,22801,1,99,91,151,clean
1,506,1,97,122,46,defective
2,512,2,162,172,36,defective
1,1203,1,207,226,1203,defective
1,2680,1,73,99,67,defective
2,168,2,81,103,15,defective
7,348,9,99,106,54,defective
1,432,2,97,133,11,clean
1,100,1,162,109,10,clean
3,12064,7,207,86,91,clean
1,4536,1,73,179,72,defective
1,108,1,97,210,9,clean
1,483,1,73,210,0,clean
1,133,1,81,246,133,defective
1,94249,2,99,150,165,clean
7,9,9,97,78,2,clean
2,777,2,207,296,10,clean
1,483,1,73,340,0,clean
6,210,6,73,144,614,defective
8,30,14,81,100,25,defective
16,2,27,99,225,96,defective
13,6,30,97,123,17,defective
20,370,33,162,173,39,defective
25,36414,43,207,143,40,defective
2,1242,2,73,240,47,defective
6,11,6,81,266,40,defective
1,236989,1,99,347,881,defective
1,18,1,97,350,18,defective
5,586,5,162,384,28,clean
2,3,2,207,434,33,clean
2,4,2,73,97,13,defective
1,22801,1,99,91,151,clean
2,403,2,97,131,34,defective
5,186,5,162,169,36,defective
3,1203,4,207,218,308,defective
1,386,2,73,25,205,defective
2,30,2,97,54,4,clean
2,4,3,207,54,1,clean
1,2891,1,81,213,59,defective
1,23,1,207,113,23,clean
1,121,1,81,21,11,clean
1,784,1,99,21,28,clean
1,2950,1,81,55,59,defective
4,1794,4,81,93,49,defective
3,1240,3,99,105,44,defective
1,210,1,81,134,42,defective
2,3206,2,99,152,212,defective
1,2,1,81,134,2,clean
1,60,1,97,168,6,clean
1,1150,1,162,64,10,clean
5,67048,6,207,77,255,defective
