@relation 'dataset_feat-weka.filters.unsupervised.attribute.Remove-R2-3,5,8,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute label {defective,clean}

@data
1,4140,1,1414,45,92,clean
1,84,2,1414,25,24,clean
1,380,1,1414,49,19,clean
1,9,1,1414,987,3,clean
1,273,1,1414,0,0,clean
1,252,1,1414,0,0,clean
1,252,1,1414,0,0,clean
1,152,1,1414,0,0,clean
2,24681823,2,688,746,6259,clean
1,1,2,688,4,1,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,1247689,1,1414,138,1117,clean
1,13323,1,688,0,13323,clean
1,255,1,1414,0,0,clean
1,587,2,688,58,312,defective
1,587,2,688,58,312,defective
1,2,1,688,27,1,clean
1,61761,1,1414,240,357,clean
1,1731,1,688,172,1731,defective
12,282,18,1414,123,65,defective
8,51,8,688,269,48,clean
1,209,1,1414,0,0,clean
1,683,1,1414,0,0,clean
1,683,1,1414,0,0,clean
1,683,1,1414,0,0,clean
1,683,1,1414,0,0,clean
1,3,1,688,506,3,clean
1,729,1,1414,653,27,clean
1,4,1,688,655,4,clean
2,16116,2,1414,68,178,defective
1,908,1,1414,111,908,clean
2,2,2,688,51,1,clean
1,551,2,1414,108,291,clean
7,791,7,688,120,343,defective
1,3430,1,1414,43,49,clean
1,1755,1,688,110,195,clean
8,116,9,1414,197,18,clean
6,347,7,688,212,168,defective
1,36442,2,688,29,142,clean
1,37,1,688,70,1,clean
1,169,1,1414,693,13,clean
1,46948,1,1414,163,388,clean
1,7,1,688,55,7,clean
1,3611,1,1414,0,0,clean
1,6,1,688,0,6,clean
1,15,2,1414,0,3,clean
1,8,1,688,8,8,clean
3,2,4,688,386,8,clean
1,180,1,1414,191,15,clean
1,15,4,1414,79,62,clean
1,180,2,1414,8,9,clean
1,46948,1,1414,163,388,clean
1,13478,1,1414,106,293,clean
1,209,1,1414,0,0,clean
1,26325,1,688,835,325,clean
1,361,1,1414,300,19,clean
1,440,1,1414,21,20,clean
1,5,1,1414,3,5,clean
1,137,1,1414,0,0,clean
1,440,1,1414,21,20,clean
1,324,1,688,65,108,clean
1,324,1,688,65,108,clean
1,35,1,1414,217,5,clean
1,270,2,688,135,36,defective
1,270,2,688,135,36,defective
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,695286,1,1414,0,2033,clean
1,695286,1,1414,0,2033,clean
1,695286,3,1414,4008,2470,clean
1,5929245,1,1414,6013,2689,clean
1,868,1,1414,75,31,defective
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
1,5929245,1,1414,6013,2689,clean
