@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R2-3,5,7-9,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,3,1,3,clean
7,144648,10,139,defective
2,900,2,23,clean
7,27930,12,1508,defective
10,59792,33,12,defective
10,201552,11,499,defective
3,697,3,17,clean
6,1241,6,108,defective
3,3,3,28,clean
12,12,16,918,defective
8,36,9,11,clean
22,201552,42,900,defective
1,1,1,1,clean
3,1804,3,42,clean
2,140,2,34,clean
18,176,22,759,defective
10,9135,11,27,defective
23,6,29,205,defective
3,56,3,4,clean
6,2,7,4,clean
11,8,12,64,defective
15,2,19,65,clean
28,12,40,382,defective
10,88509,12,87,defective
42,16,67,639,defective
1,48,1,6,clean
5,144648,5,106,defective
2,1,2,2,clean
17,4,29,683,defective
10,16968,14,27,defective
29,104,45,633,defective
1,2,1,2,clean
2,1386,2,20,clean
3,7965,4,3373,defective
1,120,1,12,clean
3,77,4,4,clean
2,8,2,12,clean
20,868,25,53,defective
10,18,12,21,defective
46,3,57,287,defective
21,10,31,24,clean
70,4480,114,472,defective
1,56,1,8,clean
3,10,3,46,clean
8,3,10,1542,defective
5,2376,6,632,defective
5,4511,10,837,defective
1,1,1,1,clean
13,4,17,11,defective
17,30,20,25,defective
49,12,61,143,defective
56,10,70,37,defective
82,168,116,66,defective
67,108885,113,28,defective
167,24,321,411,defective
4,4,4,14,clean
6,10368,6,182,defective
22,24,28,76,defective
22,30,30,25,defective
30,100,45,371,defective
32,160,45,34,defective
76,1,119,437,defective
6,4224,6,25,clean
6,1032,7,72,defective
32,2,46,190,defective
33,442,41,64,defective
88,5,139,268,defective
88,11,129,103,defective
115,104,232,349,defective
1,1,1,1,clean
1,3,1,3,clean
2,144648,2,196,defective
1,16,1,1,clean
6,25,8,1689,defective
4,5092,5,29,defective
11,201552,14,447,defective
1,380,1,20,clean
7,17,9,120,defective
1,64,2,8,clean
2,2,4,3362,defective
7,2208,8,574,defective
1,900,1,30,clean
1,15,1,0,clean
1,4,1,2,clean
2,18300,3,4519,defective
1,2,1,2,clean
2,2208,4,75,clean
3,8,4,141,clean
3,3550,3,28,clean
2,406,2,44,defective
6,1024,7,852,defective
6,3,6,644,defective
14,4511,16,278,clean
4,697,4,14,clean
3,350,4,13,clean
14,1804,14,51,defective
9,13,9,31,defective
21,3599,26,720,defective
22,1,30,15,defective
33,1,70,321,defective
1,192,1,16,clean
1,64,1,16,clean
3,2050,4,118,defective
1,5,1,5,clean
3,11918972,4,3372,defective
5,72,5,20,clean
14,95,21,459,defective
1,77,1,7,clean
1,24,1,24,clean
8,36,13,81,defective
2,1782,2,23,clean
23,108,31,466,defective
13,5,16,15,clean
39,7,64,337,defective
12,126,15,27,clean
31,42,38,48,defective
69,1250,102,47,defective
120,798,145,87,defective
166,1178,230,241,defective
89,108885,146,32,defective
42,25740,166,51,defective
1,160,1,20,clean
3,140,3,12,clean
1,11918972,2,6718,defective
3,8,7,6,clean
2,54,2,29,clean
1,182,1,13,clean
3,119,6,22,clean
6,596,7,49,clean
17,1,20,703,defective
10,99,10,11,clean
24,36,59,124,defective
2,3,2,40,clean
1,144648,1,392,defective
2,311364,2,291,clean
9,7426,12,1598,defective
4,3,7,7,clean
15,201552,26,551,clean
3,3,3,14,clean
2,64,2,13,clean
5,144648,8,65,defective
5,1,5,16,defective
16,1,20,713,defective
4,7,5,9,clean
22,5,26,354,defective
1,64,1,8,clean
6,77,6,35,clean
6,1640,7,13,clean
14,300,17,1104,defective
6,1,6,33,defective
26,1,44,341,defective
6,8,6,7,defective
2,140,2,11,clean
12,80,12,78,defective
8,4,8,34,clean
46,108,58,290,defective
19,3168,30,20,defective
53,7,85,360,defective
5,77,5,8,clean
7,2520,8,28,defective
14,87,15,80,defective
11,6,12,18,defective
28,57,36,600,defective
22,36,33,48,defective
58,16,93,462,defective
2,260,2,25,defective
3,315,3,12,clean
9,2,10,72,defective
5,30,19,12,defective
8,18,9,1563,defective
3,21,20,2,defective
1,2,1,2,clean
5,54,9,66,defective
8,87,10,31,clean
4,1444,4,39,defective
17,9,22,687,defective
14,10,22,20,clean
46,1066,66,390,defective
2,528,2,21,clean
1,108,1,18,clean
3,480,3,145,defective
5,20,7,1956,defective
5,1,6,43,clean
10,201552,17,580,clean
1,24,1,24,clean
1,5712,1,119,defective
7,40,9,18,defective
1,744,1,31,clean
7,1,15,925,defective
9,16,11,47,defective
45,484,68,424,defective
2,4224,2,48,clean
4,9,4,7,clean
10,10,17,118,defective
5,1,5,4,clean
19,30,23,679,defective
6,39,9,31,clean
38,201552,57,584,defective
1,4092,1,66,clean
5,23,5,36,clean
15,33,33,53,defective
43,5,52,147,defective
33,32,43,369,defective
27,108885,37,36,defective
93,72,147,389,defective
1,6298,1,67,clean
3,3550,5,55,defective
5,3,8,168,defective
6,676,17,1333,defective
3,59792,5,66,clean
12,33,22,367,defective
2,72,2,21,clean
4,1260,4,30,defective
16,6,23,326,defective
17,88,21,102,defective
17,128,63,15,defective
1,220,1,22,clean
1,12,1,4,clean
5,399,7,67,defective
1,16,1,8,clean
21,1,29,535,defective
7,25,10,13,clean
25,3,39,458,defective
3,45,3,5,clean
5,3,5,11,clean
21,18,24,153,defective
13,21,15,33,defective
27,3,39,509,defective
15,10,18,33,defective
23,24,65,26,defective
1,1,1,1,clean
9,184,9,116,defective
17,868,18,131,defective
17,6,17,42,defective
5,578,50,6,defective
14,9,15,10,defective
11,6,13,17,clean
36,1,49,45,defective
37,16,47,24,defective
77,108,136,297,defective
33,59792,109,14,defective
2,1272,4,38,clean
1,23,1,23,defective
3,24,3,59,defective
1,457650,1,675,clean
1,140,1,10,clean
2,22,2,11,clean
10,36,27,17,defective
1,10,1,10,clean
1,3,1,3,clean
1,6,1,2,clean
1,2208,2,48,clean
2,6,2,2,clean
5,315,7,197,defective
1,216,2,24,clean
3,1700070,6,4632,defective
3,37341,6,835,clean
1,12,1,4,clean
2,2,2,8,clean
10,56,10,258,defective
4,25,4,318,clean
4,9,4,169,defective
1,9,1,9,clean
16,6,23,343,defective
1,217,1,31,clean
1,3474,2,18,clean
1,536,1,67,clean
1,457650,1,675,clean
1,217,1,31,clean
1,3474,2,18,clean
1,457650,1,675,clean
1,1,1,1,clean
1,9,1,3,clean
1,230878,1,479,clean
1,4,1,2,clean
1,41800,1,200,clean
1,77,2,7,clean
1,24,1,8,clean
7,4752,12,863,defective
2,1,2,1,clean
1,91,1,13,clean
1,21,1,7,clean
2,31,2,16,clean
4,196,6,2286,defective
7,680,15,19,defective
1,848,1,424,clean
3,132888,3,200,clean
1,7,1,7,clean
1,8,1,8,clean
2,30,2,6,clean
1,217,4,7,clean
8,22018,13,535,clean
1,4,1,4,clean
1,154,1,77,clean
2,100,2,13,clean
2,1564,4,1022,defective
1,59792,1,148,clean
4,12267,4,182,clean
1,380,1,20,clean
1,5712,1,119,defective
2,27,2,3,clean
6,60,6,54,clean
6,4,6,237,clean
1,150,1,15,clean
1,3,1,1,clean
1,1804,1,22,clean
1,11918972,2,6718,defective
1,6,2,3,clean
3,7755,5,151,clean
1,3584,1,128,defective
1,6890,1,65,clean
1,13108,1,113,clean
1,3584,1,128,defective
1,13108,2,113,clean
1,56,1,14,clean
1,10,1,10,clean
2,4,4,17,clean
2,1353,7,3,clean
1,56,4,8,clean
1,3249,3,56,clean
1,4,1,4,clean
1,92,1,4,clean
1,220,1,22,clean
1,166,1,0,clean
1,3,1,3,clean
1,324,2,26,clean
1,220,1,22,clean
1,324,1,18,clean
1,220,1,22,clean
2,1961,3,14,clean
1,324,1,18,clean
1,220,1,22,clean
1,166,1,0,clean
1,324,1,18,clean
1,3584,2,128,defective
1,13108,1,113,clean
1,41,1,1,clean
1,49,1,7,clean
1,6,1,3,clean
4,32,14,22,clean
1,4,1,2,clean
1,3477,1,57,clean
1,81,1,9,clean
1,176,1,22,clean
1,11,1,11,clean
2,35,3,452,clean
1,21,1,21,clean
1,4,1,2,clean
1,80,2,3,clean
1,1,1,1,clean
1,8,1,8,clean
1,3025,1,55,clean
1,11,1,11,clean
1,77672,2,2044,defective
2,12267,3,76,clean
1,220,1,22,clean
1,324,1,18,clean
1,17732,1,124,clean
1,132888,1,588,clean
1,487830,1,690,clean
1,5,1,5,clean
1,21,1,0,clean
1,3249,1,57,clean
1,19,1,19,clean
1,457650,1,675,clean
1,220,2,22,clean
1,166,1,0,clean
1,1961,1,37,clean
1,324,2,31,clean
2,1272,2,38,clean
2,5,2,0,clean
1,28,1,4,clean
3,22,4,44,defective
3,3654,3,267,clean
1,13,1,13,clean
1,24,1,6,clean
10,27930,10,67,defective
4,1,4,18,defective
1,784,6,15,clean
1,42,1,14,clean
1,77672,2,2044,defective
1,298660,1,548,clean
2,1272,4,38,clean
1,266,1,14,clean
1,186,1,31,clean
3,1,7,9,clean
2,6,2,2,clean
1,28,1,4,clean
1,14,20,2,clean
1,217,1,31,clean
1,3474,2,18,clean
1,457650,1,675,clean
1,6,1,6,clean
1,12,1,6,clean
1,17,1,1,clean
1,9801,1,99,clean
7,6,7,4,clean
5,348,6,37,defective
28,868,31,89,defective
6,3,9,17,clean
36,72,52,305,defective
31,1,38,137,defective
54,13,91,421,defective
1,27,1,9,clean
1,3,1,3,clean
1,8,1,4,clean
2,1650,2,40,clean
4,15964,4,16,clean
6,10,6,10,defective
8,171810,13,342,clean
4,1272,5,18,clean
3,48,3,61,clean
7,3,9,63,defective
6,444,14,11,defective
14,21,31,485,defective
11,4,13,42,defective
28,293085,56,683,defective
1,4,1,4,clean
1,144648,1,392,defective
2,4,2,8,clean
2,10,2,11,clean
3,201552,5,916,clean
1,6,1,3,clean
2,89,3,5831,clean
1,27882880,1,3040,defective
2,43,2,272,clean
5,747,5,53,clean
2,60,2,215,clean
5,142,9,38,clean
1,4,1,0,clean
1,4,1,4,clean
1,6,1,6,clean
1,457650,1,675,clean
1,52,1,13,clean
2,336,3,20,clean
3,901,3,320,clean
3,1075,3,38,clean
5,270,5,50,clean
1,8,1,4,clean
1,5,1,0,clean
3,196,3,21,clean
1,1,1,1,clean
4,81,5,19,clean
1,64951728,1,8702,clean
1,27882880,1,3040,defective
1,4,1,2,clean
3,56,4,44,defective
2,5,2,9,clean
1,96,2,12,clean
4,16,5,246,clean
7,10,8,38,defective
4,27,4,229,defective
8,798,14,12,clean
15,54,17,854,defective
7,25596,7,30,defective
35,16686,62,488,defective
1,9,1,9,clean
1,469221,1,683,clean
1,4,2,2,clean
1,469221,1,683,clean
1,4,2,2,clean
1,5,1,5,clean
1,24,1,3,clean
1,469221,1,683,clean
1,4,2,2,clean
1,1,1,1,clean
2,144648,3,150,defective
4,8,5,2712,defective
6,7,7,9,defective
16,201552,22,525,defective
1,5712,1,119,defective
2,36,2,133,defective
12,6,16,306,defective
12,4,18,997,defective
5,16,7,381,defective
15,682,20,422,defective
1,77,1,77,defective
2,50576,2,122,defective
1,30,1,2,clean
3,9,5,10,clean
4,196,16,6,clean
1,74,1,37,clean
2,1736,2,31,clean
2,10368,2,78,clean
4,144648,4,321,defective
2,18,2,18,clean
12,9,13,1078,defective
6,66,7,82,clean
29,16,45,391,defective
1,140,1,20,clean
2,14362,2,43,clean
6,35,8,15,clean
10,92,12,1250,defective
8,1,9,7,clean
13,3,27,163,defective
1,54,4,19,clean
3,144648,4,127,defective
8,80,8,30,defective
11,25,13,1144,defective
3,10,3,10,defective
12,341,35,358,defective
2,88,2,6,clean
4,15,5,81,defective
3,180,3,11,clean
11,32,14,997,defective
16,5092,18,250,defective
32,192,39,452,defective
1,12,1,4,clean
7,144648,7,105,defective
4,1782,9,45,clean
11,32,12,1205,defective
3,121,4,4,clean
17,484,41,465,defective
1,240,1,10,clean
21,144648,45,66,defective
5,4,5,97,clean
23,1,35,461,defective
5,1,5,94,clean
33,77,46,395,defective
3,10,3,5,clean
10,8,12,55,defective
3,744,4,38,clean
8,90,9,1599,defective
8,16,8,26,defective
24,201552,32,277,clean
3,24,3,6,clean
2,1,2,4,clean
2,51,2,11,clean
6,9,16,12,defective
2,12,2,450,defective
1,144648,1,392,defective
6,1,6,47,clean
8,462,9,1568,defective
2,160,2,18,clean
13,201552,17,802,defective
2,4,2,4,clean
3,144648,3,147,defective
1,3800,1,76,clean
7,13,10,1374,defective
1,12,1,3,clean
8,201552,25,23,clean
1,20,1,4,clean
1,9,4,1,clean
5,10005,6,234,defective
13,39,16,490,defective
19,210,21,148,defective
53,155,62,312,defective
9,112710,9,108,defective
79,32,88,126,defective
1,3,1,3,clean
2,100,3,4482,defective
1,3819,2,67,clean
5,2208,7,356,defective
2,182,2,14,clean
2,836,6,15,clean
1,3,1,3,clean
5,9,11,1530,defective
3,12,4,6,clean
6,4511,7,221,clean
2,182,3,57,defective
15,192,32,50,defective
13,64,15,21,defective
20,2,42,480,defective
6,408,10,17,clean
28,5,45,201,defective
4,9,6,18,clean
4,52,9,152,defective
5,35,5,146,defective
29,9,50,655,defective
6,88509,9,42,defective
8,44,29,17,clean
1,534,1,178,defective
2,10,3,4,clean
1,6,1,6,clean
11,5,13,1110,defective
7,15,8,32,clean
14,168921,16,509,defective
1,88,3,5,clean
2,4,6,86,defective
14,4,18,756,defective
17,201552,20,496,defective
1,1458,1,162,clean
2,11,2,42,clean
3,80,4,3364,defective
5,408,11,353,clean
1,96876,1,897,defective
1,10,1,5,clean
6,7,7,28,clean
4,80,6,2253,defective
1,1125,1,25,clean
6,1,12,379,clean
2,6600,2,453,defective
3,38,3,22,clean
5,80,6,2271,defective
2,12,2,8,clean
3,1,9,175,clean
1,48,1,12,clean
9,2,12,73,defective
8,9,8,40,defective
9,7426,10,1385,defective
9,216,10,67,defective
21,224,26,502,defective
6,1,6,34,defective
11,10,44,8,clean
3,6,4,5,clean
22,3140,45,438,defective
14,1,17,248,defective
47,1,63,369,defective
1,85,1,17,clean
1,8,1,8,clean
1,8,1,8,clean
7,40,8,3,clean
3,16,3,2,clean
15,7,15,11,clean
1,4,1,2,clean
1,80,1,10,clean
2,3,2,5,clean
9,35,13,1362,defective
1,88,1,4,defective
8,2,10,89,clean
1,50576,1,232,defective
1,16,1,8,clean
3,3,4,14,defective
4,625,6,2280,defective
1,492,1,41,clean
5,2,8,655,clean
2,484,10,17,clean
2,144648,2,215,defective
3,1681,5,60,defective
12,8260,15,1892,defective
9,3,14,20,defective
31,6,42,464,defective
2,3,3,81,defective
5,480,6,91,defective
3,1,3,14,clean
11,104,12,1178,defective
2,6579,3,48,clean
20,201552,27,834,defective
3,1458,4,307,defective
2,6,2,14,clean
2,2500,3,4495,defective
4,1,6,122,clean
1,40,1,20,clean
10,442,13,46,defective
7,1292,7,62,defective
11,24,15,921,defective
11,869,21,20,defective
48,868,77,344,defective
1,2,1,2,clean
4,196,5,6,clean
6,42,6,20,defective
10,20,13,1173,defective
4,66,4,18,clean
4,63666,12,38,defective
1,168,1,21,clean
1,5063,1,83,clean
1,18,1,18,clean
7,14,11,1244,defective
1,64,1,8,clean
3,4,6,3,clean
3,90,4,228,defective
3,1241,4,62,clean
3,360,3,24,clean
10,6,11,1264,defective
5,256,6,7,clean
2,177,15,6,clean
1,176,2,22,clean
3,12,3,28,clean
5,442,5,24,defective
3,2500,4,3404,defective
2,1144,2,28,defective
9,17161,13,610,defective
2,342,2,20,clean
6,12,6,12,clean
2,24,2,16,clean
16,54,18,776,defective
1,312,1,26,clean
8,24,12,655,clean
2,50576,2,121,defective
1,2607,2,1303,clean
1,22,1,22,clean
1,138,1,69,defective
1,1037,1,61,clean
1,29029,1,143,defective
1,131140,1,395,clean
2,22018,2,131,clean
1,12,1,12,defective
3,989,3,289,defective
4,348,4,61,clean
7,9,9,1502,defective
3,88509,3,207,clean
6,4,7,593,defective
1,18,1,6,clean
1,760,1,19,clean
1,18769,1,137,defective
1,12,4,22,defective
3,5,3,276,defective
3,3,6,2,clean
1,6,1,3,clean
1,11,1,0,clean
1,457650,1,675,clean
1,96876,1,897,defective
2,46,2,32,clean
8,160,10,1420,defective
1,36,1,12,clean
7,100,10,131,defective
1,9,1,9,clean
1,3249,1,57,clean
1,469221,1,683,clean
1,8,1,8,clean
1,4,1,2,clean
4,4,4,2,clean
7,4,7,7,clean
5,231,9,141,clean
2,5712,2,59,defective
3,28600,4,135,defective
2,176,3,5,clean
1,1112,1,0,clean
1,132888,1,588,clean
1,487830,1,690,clean
1,91,1,13,clean
1,144648,1,392,defective
7,196,18,8,clean
1,8,1,4,clean
1,16,1,16,clean
5,5,5,3,clean
3,35,4,78,clean
3,14,3,12,clean
55,784,152,325,defective
2,2,2,8,clean
1,397814,1,898,defective
1,31,1,31,clean
1,28512,2,264,clean
1,64951728,1,8702,clean
2,266352,2,290,clean
1,3,1,3,clean
2,96,2,83,defective
2,540,2,26,clean
1,52,1,13,clean
1,52,1,13,clean
1,7533,1,93,defective
2,3,3,21,clean
1,11918972,2,6718,defective
1,477,1,53,clean
2,99,3,54,clean
1,1,1,1,clean
1,3,1,3,clean
3,275,4,9,defective
5,5,5,5,defective
4,15376,4,168,clean
2,2,2,4,clean
1,2,1,2,clean
1,9,1,3,clean
2,24336,2,149,defective
1,2296,1,28,clean
5,4,5,7,clean
1,5712,1,119,defective
5,26,8,49,defective
1,70,2,20,clean
2,1,2,17,clean
2,40,2,5,clean
8,12,15,342,clean
1,10,1,5,clean
4,20,4,59,clean
4,2,4,16,defective
6,88509,6,137,clean
6,684,10,24,clean
1,72,1,6,clean
1,50576,1,232,defective
1,2607,2,1303,clean
1,108,1,12,clean
1,18,2,3,clean
1,132888,1,588,clean
1,32,1,32,clean
1,24,1,8,clean
1,10,1,10,clean
2,396,2,75,clean
1,10379,1,107,defective
1,128,1,8,clean
1,50,1,5,clean
4,1296,4,35,clean
5,90,5,18,defective
5,11,6,662,clean
2,493,2,16,defective
1,4,1,0,clean
1,6749,1,6749,defective
2,192282,6,631,clean
1,348,1,29,clean
1,65448,1,216,clean
2,1,2,265,clean
1,64951728,1,8702,clean
1,15,1,0,clean
1,64951728,1,8702,clean
1,34,2,34,clean
1,3,2,2,clean
2,6,3,177,clean
1,32,1,32,clean
1,12996,2,114,clean
1,24,1,24,clean
1,34,1,34,clean
3,11918972,4,3382,defective
3,1,5,4,clean
1,13,1,13,clean
1,72,1,12,clean
2,60,2,91,defective
6,25,9,82,clean
1,1458,1,162,clean
1,525,1,35,clean
2,1,2,338,clean
1,64951728,1,8702,clean
1,13,1,13,clean
1,457650,1,675,clean
1,1458,1,162,clean
1,1458,1,162,clean
1,6,1,3,clean
1,4,1,2,clean
1,6,1,3,clean
1,457650,1,675,clean
3,714,3,17,clean
1,144,1,12,defective
2,2550,3,301,clean
1,64951728,1,8702,clean
1,6,2,70,defective
15,2400,16,140,defective
1,8,1,4,defective
2,100395,2,244,clean
1,8,1,0,clean
6,20,7,230,defective
1,12,2,12,clean
1,196,1,14,clean
1,30057,1,233,clean
3,17640,7,28,clean
1,132888,1,588,clean
2,1,2,2,clean
5,1175,5,141,defective
2,22,2,345,clean
1,91,2,13,clean
1,3086,1,0,clean
6,33,9,235,clean
1,3520,1,80,clean
2,782,2,40,defective
2,29029,2,76,defective
9,22018,18,547,defective
1,91,2,13,clean
1,348,2,6,clean
1,705,1,15,clean
1,1,1,1,clean
1,33,4,2,clean
1,348,2,29,clean
1,10,1,5,clean
1,37,1,0,clean
1,720,1,24,clean
1,342,1,19,clean
1,640,1,64,clean
1,2500,1,50,clean
1,6885,1,153,defective
2,38,2,338,clean
1,7,1,7,clean
1,184,1,0,clean
1,20,1,5,clean
2,1620,2,73,clean
1,324,1,18,clean
2,2,3,59,clean
1,9,1,0,clean
1,1458,1,162,clean
1,384,1,64,clean
1,3,1,3,clean
5,9,7,2299,defective
1,19,1,19,clean
6,2,6,311,clean
1,96876,1,897,defective
3,221841,4,3489,defective
1,6,1,0,clean
2,91,2,6,clean
4,4,4,206,clean
2,2254,9,7,clean
4,10379,5,56,defective
7,1804,7,56,defective
4,1,4,11,clean
40,396,56,713,defective
20,59792,28,26,defective
9,64,24,55,defective
3,413,3,322,defective
19,9,21,46,defective
12,540,16,33,clean
33,533,63,339,defective
55,4,83,140,defective
20,33,69,35,defective
1,5,1,5,clean
1,3477,2,57,clean
4,26334,5,630,defective
1,143,2,0,clean
2,1156,2,63,clean
2,1032,2,22,clean
1,6,1,6,clean
1,22820,1,140,clean
2,2796,2,1403,defective
1,24215,2,145,clean
1,2796,1,2796,defective
1,440,1,55,clean
1,5,1,0,clean
1,22820,1,140,clean
1,585,2,39,clean
1,14,1,14,clean
3,540,3,12,clean
6,240,6,167,defective
5,6845,8,46,clean
2,2756,3,28,clean
2,6,2,8,defective
1,22820,2,142,clean
1,22148,1,49,clean
1,1474998,1,1218,defective
1,5,1,5,clean
1,1456,1,52,clean
1,10,3,2,clean
1,144648,1,392,defective
1,9,1,1,clean
2,581,2,315,defective
1,989,1,43,clean
2,10,10,4,clean
1,3206,2,1603,clean
1,1,1,1,clean
2,555450,2,530,defective
2,1368,2,594,clean
2,9,2,2,clean
2,100,3,7,defective
4,5,4,1,clean
7,1,9,93,clean
3,10,5,336,defective
1,227402,1,878,clean
1,11918972,2,6718,defective
3,25,3,2,clean
3,397814,3,303,defective
2,1521,2,213,defective
4,28512,6,2331,defective
2,64,2,134,clean
2,30,2,29,clean
4,3,5,2748,defective
1,477,1,53,clean
2,64,2,6,clean
1,30,1,15,clean
4,8,4,9,defective
3,31,4,3367,defective
3,477,3,22,clean
2,49,2,73,clean
2,30,4,881,defective
3,6,3,6,defective
2,4,3,4480,defective
3,477,3,23,clean
2,25,2,75,clean
2,14,2,84,defective
2,180,2,22,defective
4,90,5,2692,defective
1,288,1,18,clean
3,1,4,22,clean
6,1,6,638,defective
20,9,24,642,defective
2,145,2,17,clean
22,49,37,1058,defective
1,1782,2,54,clean
1,11322,1,111,defective
4,2,5,787,clean
1,8,1,8,clean
2,1,2,7,clean
2,39,2,10,clean
12,22,16,126,defective
1,457650,1,675,clean
1,8,1,8,clean
1,8,1,8,clean
2,2796,2,1403,defective
1,30,1,10,clean
1,70,1,14,clean
2,68,2,13,clean
2,4,2,3,clean
6,7,6,25,clean
5,480,6,80,defective
2,30,2,20,clean
13,20,18,1782,defective
8,627,14,19,defective
16,28,25,569,clean
1,690,3,52,clean
2,216,3,63,clean
1,50,1,2,clean
4,63666,5,751,defective
3,315,3,181,defective
1,5,1,5,clean
8,1880,9,1559,defective
2,2,2,3,clean
5,1269,5,572,defective
5,144648,5,96,defective
4,156,5,9,defective
2,10000,2,53,defective
5,352,7,37,clean
13,201552,25,717,defective
24,93,71,39,defective
6,7,7,17,defective
25,3599,31,481,defective
21,3,31,20,clean
42,756,64,357,defective
5,75,13,36,defective
3,30,5,17,clean
3,4,4,3369,defective
5,4,13,2,defective
2,21,2,4,clean
3,1474998,3,812,defective
3,4,3,139,defective
1,2,1,1,clean
7,1,8,1733,defective
2,100,2,14,clean
12,201552,17,386,clean
1,8,1,8,clean
2,84,2,15,clean
2,11918972,3,4480,defective
4,3,4,5,clean
2,4,3,62,clean
1,1450,4,50,clean
2,4,2,2,clean
2,756,3,200,clean
1,12,1,2,clean
1,80,1,10,clean
3,100,9,1,defective
2,12,3,35,clean
3,64,4,15,clean
17,5,28,209,defective
12,12091,18,58,defective
8,1474998,15,913,defective
2,5040,2,140,defective
2,4,2,5,clean
3,1700070,4,3588,defective
3,1,3,1,defective
3,15376,3,305,clean
1,144648,1,392,defective
1,1681,1,41,clean
5,3,10,1451,defective
4,66,6,8,defective
19,201552,28,748,defective
4,6,4,5,clean
4,2,6,2270,defective
3,40,8,6,defective
3,40,3,5,clean
4,4,4,11,defective
5,15,6,2271,defective
2,2,4,3,defective
3,132,8,156,defective
1,3,6,5,clean
2,27,2,21,clean
6,30,7,2013,defective
4,66,4,13,clean
9,7,10,168,defective
10,144648,15,54,defective
6,4,6,115,clean
16,2483,22,861,defective
21,59792,29,30,defective
46,4480,77,607,defective
1,144648,1,392,defective
2,3,7,0,clean
1,618,1,6,clean
1,3,1,3,clean
3,23,4,3482,defective
8,4,8,289,defective
12,3,19,101,defective
4,28,4,16,clean
10,1,13,1202,defective
3,477,3,153,clean
14,201552,18,524,defective
4,144648,4,103,defective
3,2408,4,3378,defective
3,99,3,25,clean
8,201552,10,466,clean
2,144648,2,198,defective
2,7426,3,4510,defective
1,3,1,3,clean
10,201552,12,613,clean
4,3,6,12,defective
2,5040,3,46,clean
3,9462,4,3518,defective
2,477,3,82,clean
7,95,7,402,defective
3,3,9,9,defective
2,5040,3,46,clean
3,9462,4,3518,defective
3,477,4,62,clean
11,64,11,262,defective
1,3,1,3,clean
1,7,1,7,clean
1,3,1,3,clean
1,148,1,4,clean
6,21,6,190,defective
1,663,1,39,clean
2,77,2,11,clean
3,36,4,27,clean
17,20203,23,312,defective
2,1,2,1,clean
2,40,2,4,clean
1,99,1,9,clean
2,2208,2,25,clean
1,144648,1,392,defective
4,222,4,34,clean
10,131669,13,1097,defective
1,2,1,0,clean
15,168,22,796,defective
2,10,2,2,clean
6,400,23,200,defective
7,144648,10,65,defective
2,219,2,117,clean
5,108,6,2257,defective
7,297,11,55,clean
19,868,35,645,defective
1,4,2,6,clean
3,71095,4,3426,defective
3,44,4,72,defective
2,1764,15,4,defective
2,4,4,10,clean
1,7,1,7,clean
1,11918972,2,6718,defective
1,2100,1,21,clean
5,3,6,282,defective
1,144648,1,392,defective
1,22,2,0,clean
8,15964,11,1244,defective
1,28,1,28,clean
9,201552,14,562,defective
1,144648,1,392,defective
1,11918972,2,6718,defective
1,58,1,1,clean
4,201552,7,910,clean
3,144648,3,132,defective
3,7426,4,3390,defective
3,60,3,9,defective
7,201552,10,907,clean
2,87,2,210,defective
3,4,4,12,clean
5,4,6,2406,defective
5,1,7,34,clean
10,234,15,926,defective
7,23,13,38,clean
4,3,6,19,defective
7,11449,10,1453,defective
6,5605,8,64,clean
13,43,28,634,defective
2,3726,4,29,clean
4,99,5,2987,defective
2,60,2,21,clean
7,4511,9,197,clean
2,3550,3,28,clean
2,154,2,7,defective
1,18300,2,145,clean
4,3575,7,1101,clean
4,253,6,18,clean
1,23,1,23,clean
1,1564,5,1635,defective
5,12267,7,139,clean
1,13508,1,11,clean
1,13508,2,11,clean
1,1,1,1,clean
1,138,1,6,clean
1,8,1,8,clean
1,36,1,3,clean
4,61,4,188,clean
1,1440,1,180,clean
2,1,2,4,clean
1,7,1,7,clean
3,16,3,242,clean
1,25,1,5,defective
1,690,1,30,defective
3,131140,3,154,clean
3,1,6,905,clean
3,2400,3,276,defective
2,2559,4,799,clean
2,8,4,10,clean
1,1,1,1,clean
3,1369,4,565,clean
1,1,2,1,clean
1,14,1,14,defective
3,3249,5,29,defective
1,144648,1,392,defective
1,9,1,0,clean
3,10,4,7,defective
8,201552,10,868,defective
1,1,2,1,clean
1,30,1,6,clean
1,121,1,11,clean
1,12769,1,113,clean
2,429,3,165,defective
2,3025,2,37,clean
1,49,1,7,clean
2,10028,2,48,clean
1,26380,2,670,clean
2,11,6,27,clean
1,4,1,2,clean
1,3,2,2,clean
1,120,1,10,defective
1,4935616,2,481,defective
1,578,2,17,clean
2,1782,2,28,clean
2,56,2,9,clean
1,283550,1,530,clean
3,26,3,158,defective
5,16632,6,254,defective
1,266,1,14,clean
1,16,1,16,clean
1,43605,1,171,defective
4,26,4,122,defective
1,75,1,3,clean
4,16632,5,186,defective
1,160,1,20,clean
1,1,1,1,clean
1,120,1,10,defective
1,4935616,2,481,defective
2,578,3,63,clean
1,120,1,10,defective
1,4935616,2,481,defective
1,578,2,17,clean
1,15,1,0,clean
1,1736,1,56,clean
2,2500,2,102,defective
1,306,1,51,clean
1,1572,1,3,clean
2,397814,3,600,defective
