@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R2-3,5,7-9,11'

@attribute comm numeric
@attribute exp numeric
@attribute modd numeric
@attribute addl numeric
@attribute label {clean,defective}

@data
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,10607,1,10607,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,20525,1,20525,clean
1,22401,1,22401,clean
1,20525,2,10974,clean
1,20525,1,20525,clean
1,20525,3,14410,clean
3,25,8,6474,clean
1,22401,1,22401,clean
1,20525,2,10974,clean
1,20525,1,20525,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,378,1,378,clean
1,5,2,10,clean
1,185,1,185,clean
1,15,1,15,clean
1,5,1,5,clean
2,22401,2,11223,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,22401,1,22401,clean
1,107,1,107,clean
1,10607,1,10607,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,3875235,1,2839,clean
1,11663,1,107,clean
1,175,1,175,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,86,1,86,clean
1,4,1,2,clean
2,14754,4,7789,clean
1,10607,1,10607,clean
1,20525,1,20525,clean
2,578,5,305,defective
1,44,1,44,clean
1,44,1,44,clean
1,44,1,44,clean
1,107,1,107,clean
1,378,1,378,clean
1,1470,1,1470,clean
1,1470,1,1470,clean
1,1470,1,1470,clean
1,4,1,4,clean
1,153,1,153,defective
1,153,1,153,defective
1,167,1,167,defective
1,167,1,167,defective
1,150,1,150,defective
1,5,1,5,clean
1,10,1,2,clean
1,150,1,150,defective
1,5,1,5,clean
1,10,1,2,clean
1,127,1,127,defective
1,5,1,5,clean
1,127,1,127,defective
1,5,1,5,clean
1,184,1,184,defective
1,5,1,5,clean
1,184,1,184,defective
1,5,1,5,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,20525,1,20525,clean
1,20525,1,20525,clean
1,20525,1,20525,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,305,1,305,clean
2,4318,2,2196,clean
2,4318,2,2196,clean
2,4318,2,2196,clean
2,4318,2,2196,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,305,1,305,clean
1,10607,1,10607,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,10607,1,10607,clean
1,305,1,305,clean
2,14754,2,15566,clean
1,20525,1,20525,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
2,22401,2,11223,clean
1,748,1,748,clean
3,57,3,5,defective
1,22401,1,22401,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,22401,1,22401,clean
1,20525,1,20525,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,305,1,305,clean
1,10607,1,10607,clean
1,1649,1,1649,clean
1,1649,1,1649,clean
1,378,2,736,clean
1,378,1,378,clean
1,20525,1,20525,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,1172296,4,2318,clean
1,1172296,4,2318,clean
1,1172296,6,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,11663,1,107,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,1172296,2,2318,clean
1,18,1,6,clean
1,88,1,11,clean
2,4659,2,247,defective
1,88,1,11,clean
1,18,1,6,clean
1,18,1,6,clean
1,18,1,6,clean
1,88,1,11,clean
1,18,1,6,clean
1,10607,1,10607,clean
1,107,1,107,clean
1,140,1,140,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,185,1,185,clean
1,193,1,193,clean
1,185,1,185,clean
1,107,1,107,clean
1,107,1,107,clean
1,56,1,56,clean
1,107,1,107,clean
1,9,1,3,clean
1,1,1,1,clean
1,26,1,0,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,3875235,1,2839,clean
1,4,1,0,clean
1,56048,1,496,defective
1,100,1,25,clean
1,1501,1,1501,clean
1,20525,1,20525,clean
1,293,1,0,clean
2,26,2,13,clean
1,300,1,25,clean
1,5,1,0,clean
1,44,1,44,clean
1,806,2,403,defective
1,32,1,32,clean
1,60,1,6,clean
2,40641,2,307,defective
1,55890,1,345,clean
1,324384,1,496,clean
1,140,1,140,clean
1,171,1,171,clean
1,31240,1,110,defective
1,264,1,22,defective
1,492,1,492,clean
1,26,1,26,clean
1,185,1,5,clean
1,100,1,25,clean
1,226576,1,476,defective
1,72,1,72,clean
1,1,1,1,clean
1,5,1,0,clean
1,110864,2,224,defective
1,492,1,492,clean
1,26,1,26,clean
2,1501,2,751,clean
1,1501,1,1501,clean
1,90,1,45,clean
1,140,1,70,clean
1,6,1,6,clean
1,144,2,12,clean
1,11868,1,92,clean
2,75,2,79,defective
1,1501,1,1501,clean
1,414,1,23,clean
1,24804,1,106,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
1,22401,1,22401,clean
