@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R3,5-6,8'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
1,1,184,764,24,0,184,clean
1,1,20,166,1126,5,4,clean
2,2,1620,357,1056,73,511,clean
1,1,324,588,1050,18,18,clean
2,2,2,414,1090,59,55,clean
1,1,9,764,1104,0,9,clean
1,1,1458,166,1314,162,9,clean
1,1,384,357,1356,64,6,clean
1,1,3,375,4471,3,0,clean
5,5,9,588,2061,2299,1939,defective
1,1,19,414,1511,19,1,clean
6,6,2,764,943,311,312,clean
1,1,96876,166,4243,897,108,defective
3,3,221841,588,3732,3489,3489,defective
1,1,6,764,2588,0,6,clean
2,2,91,166,308,6,5,clean
4,4,4,375,401,206,3,clean
2,2,2254,588,1344,7,488,clean
4,4,10379,166,659,56,32,defective
7,7,1804,357,1770,56,52,defective
4,4,1,375,404,11,5,clean
40,40,396,588,833,713,734,defective
20,20,59792,414,923,26,40,defective
9,9,64,764,1241,55,53,defective
3,3,413,166,1673,322,41,defective
19,19,9,357,1092,46,80,defective
12,12,540,375,1139,33,28,clean
33,33,533,588,945,339,300,defective
55,55,4,414,784,140,125,defective
20,20,33,764,1136,35,32,defective
1,1,5,166,174,5,1,clean
1,1,3477,764,172,57,61,clean
4,4,26334,357,110,630,139,defective
1,1,143,588,334,0,112,clean
2,2,1156,764,229,63,63,clean
2,2,1032,357,112,22,13,clean
1,1,6,357,357,6,0,clean
1,1,22820,764,128,140,163,clean
2,2,2796,357,334,1403,4,defective
1,1,24215,764,150,145,167,clean
1,1,2796,357,334,2796,0,defective
1,1,440,375,113,55,8,clean
1,1,5,414,154,0,5,clean
1,1,22820,764,128,140,163,clean
1,1,585,357,1327,39,15,clean
1,1,14,357,122,14,0,clean
3,3,540,375,149,12,7,clean
6,6,240,588,275,167,92,defective
5,5,6845,414,594,46,12,clean
2,2,2756,764,847,28,28,clean
2,2,6,357,345,8,4,defective
1,1,22820,764,139,142,165,clean
1,1,22148,357,522,49,452,clean
1,1,1474998,764,0,1218,1211,defective
1,1,5,357,0,5,0,clean
1,1,1456,414,477,52,28,clean
1,1,10,764,157,2,22,clean
1,1,144648,357,2110,392,369,defective
1,1,9,414,2551,1,9,clean
2,2,581,357,34,315,22,defective
1,1,989,357,2056,43,23,clean
2,2,10,375,1618,4,7,clean
1,1,3206,764,1287,1603,1603,clean
1,1,1,357,0,1,1,clean
2,2,555450,588,0,530,263,defective
2,2,1368,764,0,594,595,clean
2,2,9,357,0,2,2,clean
2,2,100,375,0,7,7,defective
4,4,5,588,0,1,4,clean
7,7,1,764,0,93,119,clean
3,3,10,357,1011,336,75,defective
1,1,227402,375,270,878,259,clean
1,1,11918972,588,2302,6718,6741,defective
3,3,25,764,238,2,3,clean
3,3,397814,357,1674,303,148,defective
2,2,1521,375,371,213,91,defective
4,4,28512,588,1038,2331,2284,defective
2,2,64,764,401,134,99,clean
2,2,30,357,2242,29,13,clean
4,4,3,588,1000,2748,2701,defective
1,1,477,414,2567,53,9,clean
2,2,64,764,178,6,8,clean
1,1,30,357,4373,15,2,clean
4,4,8,375,137,9,6,defective
3,3,31,588,1215,3367,3371,defective
3,3,477,414,949,22,4,clean
2,2,49,764,133,73,85,clean
2,2,30,357,1292,881,185,defective
3,3,6,375,166,6,5,defective
2,2,4,588,1583,4480,4494,defective
3,3,477,414,959,23,4,clean
2,2,25,764,152,75,86,clean
2,2,14,357,128,84,11,defective
2,2,180,375,149,22,11,defective
4,4,90,588,1020,2692,2699,defective
1,1,288,764,175,18,16,clean
3,3,1,357,2619,22,1,clean
6,6,1,375,1639,638,1,defective
20,20,9,588,2219,642,635,defective
2,2,145,414,2356,17,5,clean
22,22,49,764,1287,1058,925,defective
1,1,1782,357,2106,54,33,clean
1,1,11322,414,1778,111,102,defective
4,4,2,764,1045,787,610,clean
1,1,8,357,2116,8,1,clean
2,2,1,357,619,7,4,clean
2,2,39,375,1369,10,1,clean
12,12,22,588,685,126,62,defective
1,1,457650,764,1604,675,678,clean
1,1,8,357,2116,8,1,clean
1,1,8,357,2116,8,1,clean
2,2,2796,357,334,1403,4,defective
1,1,30,375,181,10,3,clean
1,1,70,357,0,14,5,clean
2,2,68,375,0,13,2,clean
2,2,4,588,0,3,6,clean
6,6,7,764,25,25,28,clean
5,5,480,357,1315,80,70,defective
2,2,30,375,849,20,1,clean
13,13,20,588,1739,1782,1851,defective
8,8,627,414,1587,19,48,defective
16,16,28,764,1257,569,527,clean
1,1,690,357,1470,52,6,clean
2,2,216,588,2290,63,18,clean
1,1,50,414,0,2,25,clean
4,4,63666,764,1502,751,748,defective
3,3,315,357,769,181,42,defective
1,1,5,375,4529,5,0,clean
8,8,1880,588,2281,1559,1588,defective
2,2,2,414,1171,3,4,clean
5,5,1269,764,981,572,546,defective
5,5,144648,357,856,96,82,defective
4,4,156,375,1914,9,7,defective
2,2,10000,588,2565,53,50,defective
5,5,352,414,2609,37,37,clean
13,13,201552,764,1269,717,697,defective
24,24,93,357,1708,39,19,defective
6,6,7,375,1379,17,3,defective
25,25,3599,588,2158,481,490,defective
21,21,3,414,1982,20,25,clean
42,42,756,764,1607,357,486,defective
5,5,75,357,959,36,9,defective
3,3,30,375,1131,17,2,clean
3,3,4,588,1290,3369,3382,defective
5,5,4,414,1301,2,17,defective
2,2,21,357,0,4,2,clean
3,3,1474998,764,669,812,817,defective
3,3,4,357,1235,139,139,defective
1,1,2,375,2484,1,2,clean
7,7,1,588,2042,1733,1763,defective
2,2,100,414,2204,14,3,clean
12,12,201552,764,1318,386,670,clean
1,1,8,357,487,8,1,clean
2,2,84,375,1156,15,8,clean
2,2,11918972,588,1534,4480,4494,defective
4,4,3,414,1305,5,8,clean
2,2,4,764,306,62,61,clean
1,1,1450,357,1677,50,29,clean
2,2,4,357,2513,2,5,clean
2,2,756,764,1762,200,201,clean
1,1,12,357,0,2,6,clean
1,1,80,357,0,10,8,clean
3,3,100,588,979,1,20,defective
2,2,12,357,1118,35,20,clean
3,3,64,375,490,15,10,clean
17,17,5,588,588,209,192,defective
12,12,12091,414,1450,58,46,defective
8,8,1474998,764,878,913,926,defective
2,2,5040,357,2506,140,25,defective
2,2,4,357,0,5,2,clean
3,3,1700070,588,2599,3588,3835,defective
3,3,1,414,1702,1,1,defective
3,3,15376,764,965,305,305,clean
1,1,144648,357,2110,392,369,defective
1,1,1681,375,4556,41,41,clean
5,5,3,588,1957,1451,1543,defective
4,4,66,414,871,8,4,defective
19,19,201552,764,1132,748,806,defective
4,4,6,357,138,5,0,clean
4,4,2,588,1118,2270,2276,defective
3,3,40,414,1778,6,24,defective
3,3,40,357,2329,5,5,clean
4,4,4,375,1110,11,5,defective
5,5,15,588,1522,2271,2283,defective
2,2,2,414,1279,3,4,defective
3,3,132,764,817,156,729,defective
1,1,3,357,1331,5,0,clean
2,2,27,375,2944,21,3,clean
6,6,30,588,2937,2013,2002,defective
4,4,66,414,1497,13,30,clean
9,9,7,764,2048,168,180,defective
10,10,144648,357,1130,54,283,defective
6,6,4,375,792,115,107,clean
16,16,2483,588,1072,861,924,defective
21,21,59792,414,1439,30,27,defective
46,46,4480,764,1094,607,722,defective
1,1,144648,357,2110,392,369,defective
2,2,3,375,1475,0,7,clean
1,1,618,588,2190,6,103,clean
1,1,3,357,803,3,0,clean
3,3,23,588,3638,3482,3488,defective
8,8,4,764,2029,289,333,defective
12,12,3,357,1572,101,36,defective
4,4,28,375,2788,16,1,clean
10,10,1,588,1807,1202,1272,defective
3,3,477,414,2491,153,114,clean
14,14,201552,764,1283,524,563,defective
4,4,144648,357,1777,103,93,defective
3,3,2408,588,2375,3378,3402,defective
3,3,99,414,2569,25,6,clean
8,8,201552,764,935,466,466,clean
2,2,144648,357,1121,198,184,defective
2,2,7426,588,2333,4510,4520,defective
1,1,3,414,2547,3,1,clean
10,10,201552,764,1041,613,611,clean
4,4,3,357,1854,12,8,defective
2,2,5040,375,1986,46,16,clean
3,3,9462,588,3597,3518,3502,defective
2,2,477,414,1207,82,3,clean
7,7,95,764,1232,402,401,defective
3,3,3,357,925,9,3,defective
2,2,5040,375,1986,46,16,clean
3,3,9462,588,3597,3518,3502,defective
3,3,477,414,1576,62,2,clean
11,11,64,764,1878,262,298,defective
1,1,3,357,1311,3,0,clean
1,1,7,375,769,7,0,clean
1,1,3,588,1426,3,0,clean
1,1,148,414,860,4,37,clean
6,6,21,764,2412,190,190,defective
1,1,663,357,1489,39,17,clean
2,2,77,375,2028,11,5,clean
3,3,36,588,2150,27,20,clean
17,17,20203,764,1193,312,428,defective
2,2,1,357,0,1,1,clean
2,2,40,588,0,4,11,clean
1,1,99,414,0,9,11,clean
2,2,2208,764,75,25,25,clean
1,1,144648,357,2110,392,369,defective
4,4,222,375,2354,34,10,clean
10,10,131669,588,2209,1097,1107,defective
1,1,2,414,0,0,2,clean
15,15,168,764,1179,796,1211,defective
2,2,10,357,3286,2,2,clean
6,6,400,588,1431,200,222,defective
7,7,144648,357,1743,65,42,defective
2,2,219,375,2336,117,8,clean
5,5,108,588,2063,2257,2263,defective
7,7,297,414,1956,55,85,clean
19,19,868,764,1391,645,866,defective
1,1,4,357,758,6,5,clean
3,3,71095,588,1557,3426,3454,defective
3,3,44,414,490,72,64,defective
2,2,1764,764,1079,4,13,defective
2,2,4,357,674,10,3,clean
1,1,7,375,769,7,0,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,2100,414,1507,21,100,clean
5,5,3,764,1239,282,280,defective
1,1,144648,357,2110,392,369,defective
1,1,22,375,1117,0,12,clean
8,8,15964,588,2418,1244,1268,defective
1,1,28,414,2503,28,0,clean
9,9,201552,764,1407,562,552,defective
1,1,144648,357,2110,392,369,defective
1,1,11918972,588,2302,6718,6741,defective
1,1,58,414,2617,1,58,clean
4,4,201552,764,1514,910,913,clean
3,3,144648,357,1382,132,123,defective
3,3,7426,588,1750,3390,3390,defective
3,3,60,414,1785,9,1,defective
7,7,201552,764,1318,907,898,clean
2,2,87,357,1782,210,186,defective
3,3,4,375,2075,12,4,clean
5,5,4,588,2576,2406,2571,defective
5,5,1,414,2074,34,69,clean
10,10,234,764,1266,926,1148,defective
7,7,23,357,1227,38,361,clean
4,4,3,375,1630,19,4,defective
7,7,11449,588,1250,1453,1459,defective
6,6,5605,414,1333,64,53,clean
13,13,43,764,777,634,770,defective
2,2,3726,357,551,29,678,clean
4,4,99,588,1416,2987,2749,defective
2,2,60,414,853,21,11,clean
7,7,4511,764,601,197,243,clean
2,2,3550,357,556,28,35,clean
2,2,154,375,1688,7,6,defective
1,1,18300,588,410,145,185,clean
4,4,3575,764,651,1101,1121,clean
4,4,253,357,924,18,443,clean
1,1,23,357,707,23,0,clean
1,1,1564,588,1226,1635,1982,defective
5,5,12267,764,1090,139,237,clean
1,1,13508,357,254,11,1228,clean
1,1,13508,357,254,11,1228,clean
1,1,1,357,771,1,1,clean
1,1,138,764,848,6,23,clean
1,1,8,357,0,8,0,clean
1,1,36,588,0,3,12,clean
4,4,61,764,0,188,173,clean
1,1,1440,357,105,180,8,clean
2,2,1,357,1396,4,0,clean
1,1,7,588,166,7,1,clean
3,3,16,764,861,242,244,clean
1,1,25,357,2042,5,5,defective
1,1,690,588,2220,30,23,defective
3,3,131140,414,2255,154,116,clean
3,3,1,764,1341,905,965,clean
3,3,2400,357,588,276,6,defective
2,2,2559,764,789,799,844,clean
2,2,8,357,961,10,1,clean
1,1,1,588,232,1,1,clean
3,3,1369,764,697,565,530,clean
1,1,1,357,414,1,1,clean
1,1,14,375,832,14,1,defective
3,3,3249,588,337,29,28,defective
1,1,144648,357,2110,392,369,defective
1,1,9,588,229,0,9,clean
3,3,10,414,1943,7,0,defective
8,8,201552,764,1161,868,588,defective
1,1,1,357,414,1,1,clean
1,1,30,357,789,6,5,clean
1,1,121,588,911,11,11,clean
1,1,12769,764,399,113,113,clean
2,2,429,357,32,165,10,defective
2,2,3025,588,16,37,41,clean
1,1,49,764,33,7,7,clean
2,2,10028,357,613,48,83,clean
1,1,26380,588,1097,670,10,clean
2,2,11,414,826,27,20,clean
1,1,4,357,2498,2,2,clean
1,1,3,357,1609,2,1,clean
1,1,120,357,2796,10,12,defective
1,1,4935616,588,819,481,3832,defective
1,1,578,764,0,17,34,clean
2,2,1782,357,2108,28,17,clean
2,2,56,588,2213,9,10,clean
1,1,283550,764,1180,530,535,clean
3,3,26,357,623,158,92,defective
5,5,16632,588,281,254,141,defective
1,1,266,357,1327,14,19,clean
1,1,16,375,1387,16,0,clean
1,1,43605,588,1429,171,255,defective
4,4,26,357,510,122,72,defective
1,1,75,375,652,3,25,clean
4,4,16632,588,249,186,350,defective
1,1,160,357,2174,20,8,clean
1,1,1,588,2213,1,0,clean
1,1,120,357,2796,10,12,defective
1,1,4935616,588,819,481,3832,defective
2,2,578,764,0,63,74,clean
1,1,120,357,2796,10,12,defective
1,1,4935616,588,819,481,3832,defective
1,1,578,764,0,17,34,clean
1,1,15,357,0,0,15,clean
1,1,1736,375,1370,56,31,clean
2,2,2500,588,1437,102,49,defective
1,1,306,414,1506,51,6,clean
1,1,1572,357,28,3,524,clean
2,2,397814,357,328,600,296,defective
1,1,55484,375,379,388,143,clean
1,1,28512,588,406,264,108,clean
1,1,49590,764,401,261,190,clean
1,1,12,357,0,6,2,clean
1,1,490,414,0,14,35,clean
1,1,469221,764,0,683,687,clean
2,2,160,357,2173,14,7,clean
4,4,4,588,2215,11,13,defective
1,1,27882880,357,224,3040,9172,defective
1,1,1088,764,53,32,34,clean
2,2,782,357,577,23,14,clean
2,2,1444,588,1178,20,22,clean
4,4,4,414,1751,8,9,defective
15,15,15,764,1306,191,337,defective
1,1,1572,357,28,3,524,clean
2,2,27,357,52,94,5,clean
1,1,3,375,0,3,0,defective
3,3,14,588,310,81,100,defective
1,1,9,414,556,9,14,defective
1,1,40889,357,864,31,1319,clean
2,2,339853,764,731,381,385,clean
1,1,4,357,700,4,0,clean
1,1,3086,588,700,0,3086,clean
2,2,16,414,1199,5,1,clean
2,2,720,764,1305,100,108,clean
1,1,28,357,132,28,0,clean
1,1,2208,764,151,48,46,clean
1,1,3550,357,504,50,71,clean
1,1,37349,588,503,169,221,clean
3,3,397814,357,352,382,157,defective
2,2,1521,375,368,155,73,defective
1,1,28512,588,406,264,108,clean
1,1,49590,764,401,261,190,clean
2,2,28,357,0,16,2,clean
1,1,196,764,0,14,14,clean
1,1,3315,357,2171,85,39,defective
1,1,38,588,408,19,2,clean
1,1,3,357,0,3,0,clean
1,1,469221,764,0,683,687,clean
1,1,28,357,150,14,2,clean
1,1,22197,375,156,151,147,clean
1,1,2401,764,199,49,49,clean
1,1,28,357,0,28,0,clean
1,1,280,375,0,14,20,clean
1,1,5,588,0,5,0,clean
1,1,196,764,0,14,14,clean
1,1,26334,357,87,171,154,clean
1,1,293,357,159,293,0,clean
1,1,585,357,1327,39,15,clean
3,3,2500,588,1459,64,172,defective
1,1,293,357,159,293,0,clean
2,2,1032,357,112,22,13,clean
1,1,3,357,0,3,1,clean
1,1,469221,764,0,683,687,clean
2,2,68,357,345,704,2,defective
4,4,87,357,904,11,3,clean
1,1,5,588,138,5,1,clean
1,1,130,414,3008,13,10,clean
6,6,1,764,1106,607,486,defective
1,1,1,357,0,1,1,clean
1,1,166,375,0,0,166,clean
2,2,4,588,0,15,35,clean
1,1,324,764,0,23,24,clean
1,1,27,357,75,9,3,clean
1,1,64,588,1855,10,820,clean
1,1,10,357,4368,10,1,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,80,764,2572,0,80,clean
2,2,1032,357,112,22,13,clean
1,1,12996,588,177,114,114,clean
1,1,9,764,178,3,3,clean
1,1,30,357,4373,15,2,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,477,414,2567,53,9,clean
2,2,3542,357,142,107,15,defective
4,4,7,764,183,94,41,clean
2,2,6,357,1500,25,16,clean
1,1,13,375,396,13,0,clean
2,2,16,588,422,126,14,clean
10,10,588,764,556,509,745,clean
1,1,1782,357,2106,54,33,clean
1,1,690,588,2220,30,23,defective
1,1,283550,764,1180,530,535,clean
1,1,80,357,0,10,8,clean
1,1,3,414,0,3,1,clean
2,2,30,764,0,4,3,clean
1,1,14362,357,4301,86,167,clean
2,2,1700070,588,3215,4783,5113,defective
1,1,16,357,498,4,4,clean
2,2,1292,375,498,0,646,clean
2,2,24336,588,300,89,91,defective
2,2,4,414,1734,1,2,clean
4,4,15376,764,249,86,99,clean
1,1,5,357,87,5,0,clean
1,1,2,375,87,2,0,clean
1,1,2,588,87,2,1,clean
1,1,6,357,138,6,0,clean
1,1,120,357,2796,10,12,defective
1,1,4935616,588,819,481,3832,defective
2,2,252,414,669,16,7,clean
4,4,35,764,1129,20,92,clean
3,3,6,357,349,14,0,clean
1,1,182,375,808,26,7,defective
3,3,10,357,424,10,2,clean
1,1,6,375,0,6,0,clean
3,3,7,764,1038,230,230,clean
1,1,30,357,138,30,0,clean
2,2,22,357,138,7,2,clean
2,2,1,375,138,1,0,clean
1,1,1,357,138,1,0,clean
2,2,3,375,138,2,0,clean
1,1,1,357,138,1,0,clean
1,1,32944,588,562,142,232,clean
1,1,16,414,2941,4,4,clean
2,2,22,357,138,7,2,clean
1,1,1,375,138,1,0,clean
1,1,5,414,2955,5,0,clean
1,1,27,357,2282,27,1,clean
1,1,36,375,2351,6,6,clean
1,1,5,588,1240,24,156,defective
1,1,1804,357,4301,22,82,clean
3,3,276,588,402,60,16,defective
1,1,432,414,466,3,25,clean
1,1,1,357,0,1,1,clean
1,1,9,357,0,3,3,clean
1,1,253,764,0,11,23,clean
2,2,8,357,669,18,879,clean
1,1,90,357,92,0,90,clean
2,2,1782,357,2108,28,17,clean
2,2,15,357,397,20,9,clean
2,2,1015,375,76,19,21,clean
3,3,374,588,1107,9,58,defective
4,4,754,764,517,194,196,clean
7,7,1000,357,132,6,7,defective
1,1,5796,414,52,36,161,clean
1,1,1440,357,105,180,8,clean
1,1,12,414,26,2,6,clean
2,2,2,357,111,2,0,clean
1,1,25,375,112,5,5,clean
1,1,5049,588,166,297,17,defective
2,2,64,764,178,6,8,clean
2,2,28,357,0,16,2,clean
1,1,196,764,0,14,14,clean
2,2,28,357,0,16,2,clean
1,1,196,764,0,14,14,clean
2,2,28,357,0,16,2,clean
1,1,196,764,0,14,14,clean
2,2,28,357,0,16,2,clean
1,1,196,764,0,14,14,clean
2,2,28,357,0,16,2,clean
1,1,196,764,0,14,14,clean
1,1,1530,357,147,34,45,clean
1,1,3481,764,147,59,59,clean
4,4,9,357,393,16,2,defective
5,5,10,375,324,18,4,clean
7,7,396,588,458,286,660,defective
5,5,88509,414,530,644,705,defective
17,17,444,764,486,100,81,clean
1,1,3542,357,135,154,23,defective
1,1,3542,357,135,154,23,defective
2,2,4,357,150,9,1,clean
1,1,1440,357,1516,45,32,clean
1,1,25,375,1851,3,41,clean
1,1,3542,357,135,154,23,defective
1,1,3542,357,135,154,23,defective
2,2,12,357,1327,4,4,clean
2,2,12,357,663,3,3,clean
1,1,1,357,1167,1,1,clean
1,1,9,414,1212,3,3,clean
2,2,2,764,1206,247,248,clean
2,2,12,357,1327,4,4,clean
2,2,2500,588,1458,34,121,clean
1,1,27,357,0,9,3,clean
1,1,1961,414,0,37,53,clean
1,1,27,357,0,9,3,clean
1,1,1961,414,0,37,53,clean
1,1,27,357,0,9,3,clean
1,1,1961,414,0,37,53,clean
1,1,2068,764,0,44,47,clean
1,1,1,357,0,1,0,clean
1,1,126,375,0,14,9,clean
1,1,143,588,0,0,143,clean
1,1,3542,357,135,154,23,defective
1,1,14,357,411,7,2,clean
1,1,14,357,411,7,2,clean
1,1,16,357,703,4,4,clean
3,3,3150,764,1297,97,118,clean
1,1,32,357,0,8,4,clean
1,1,469221,764,0,683,687,clean
2,2,836,357,335,13,31,clean
1,1,3,375,259,0,3,clean
1,1,8,357,1353,4,2,clean
1,1,22,588,1418,2,11,clean
5,5,4,357,213,41,54,defective
3,3,540,375,148,12,7,clean
7,7,355,588,785,501,533,defective
4,4,59792,414,966,80,134,defective
2,2,99,764,509,7,7,clean
1,1,108558,357,981,111,978,clean
1,1,384,357,1356,64,6,clean
1,1,12,375,1396,6,2,clean
1,1,22,588,1418,2,11,clean
2,2,4,357,575,3,3,clean
2,2,77672,588,1354,1363,1392,defective
1,1,59792,414,1280,148,404,clean
1,1,12267,764,1294,47,261,clean
1,1,290,357,184,5,58,clean
1,1,24,357,111,8,3,clean
1,1,10,375,115,10,0,clean
4,4,396,588,144,53,42,clean
1,1,3,357,47,1,3,clean
1,1,18,588,47,3,6,clean
2,2,108558,357,534,58,489,clean
3,3,100,375,84,224,62,clean
5,5,1,588,757,637,800,defective
3,3,59792,414,426,57,134,defective
13,13,18,764,443,131,151,defective
3,3,2796,357,233,771,107,defective
6,6,3290,375,146,85,13,clean
1,1,1,588,123,1,1,clean
1,1,54,357,154,6,9,defective
1,1,18,375,155,9,2,clean
1,1,33,357,0,33,1,clean
1,1,28,357,150,14,2,clean
2,2,540,375,154,110,104,clean
1,1,7,588,166,7,1,clean
1,1,2401,764,199,49,49,clean
4,4,3420,357,150,21,17,clean
11,11,180,375,152,39,31,defective
3,3,20,588,157,18,2,clean
2,2,4,414,164,2,0,clean
8,8,216,764,176,48,15,clean
3,3,725,357,1072,10,10,clean
2,2,216,357,458,9,9,clean
1,1,4,357,439,4,0,clean
1,1,35717,764,458,187,191,clean
1,1,144648,357,2110,392,369,defective
2,2,65448,588,1871,55,93,clean
1,1,585,357,1327,39,15,clean
4,4,715,764,1611,200,194,defective
1,1,26334,357,87,171,154,clean
1,1,22148,357,522,49,452,clean
1,1,3726,357,478,54,69,clean
2,2,288,764,461,67,82,clean
7,7,4,357,829,10,6,clean
6,6,51,588,1561,1687,1693,defective
4,4,810,414,698,12,9,clean
5,5,2601,764,479,438,413,clean
1,1,3542,357,135,154,23,defective
3,3,112,375,135,62,63,defective
1,1,288,588,166,24,12,clean
1,1,2401,764,199,49,49,clean
1,1,513,357,285,27,19,clean
1,1,169,588,285,13,13,clean
1,1,9603,764,285,97,99,clean
1,1,513,357,285,27,19,clean
1,1,3650,375,283,50,73,clean
1,1,9603,764,285,97,99,clean
1,1,513,357,285,27,19,clean
1,1,9603,764,285,97,99,clean
1,1,513,357,285,27,19,clean
1,1,9603,764,285,97,99,clean
3,3,126,357,1575,25,13,defective
3,3,4,588,1747,27,17,clean
1,1,2760,414,2246,23,120,clean
4,4,4,764,953,213,217,clean
3,3,2400,357,553,293,158,defective
5,5,5,357,225,6,3,clean
1,1,25,357,2042,5,5,defective
3,3,3876,588,3503,3389,3380,defective
4,4,36,764,1635,58,74,defective
1,1,836,357,422,22,38,clean
2,2,24,375,254,33,1,clean
1,1,44099,764,361,209,211,clean
1,1,76,357,784,19,4,clean
1,1,595,414,1093,17,35,clean
1,1,1550,764,355,846,775,clean
1,1,200,357,218,50,4,defective
2,2,144648,357,1055,197,185,defective
4,4,40,375,1401,13,1,clean
1,1,77672,588,1356,2044,2087,defective
4,4,3,414,1317,5,3,clean
1,1,30,357,544,6,1,clean
1,1,5900,588,562,56,33,clean
3,3,19,414,1639,35,29,clean
3,3,168921,764,2168,342,226,defective
1,1,69,357,94,0,69,clean
1,1,40,357,1167,10,4,clean
1,1,4,588,1211,2,2,clean
1,1,54,764,1214,3,18,clean
1,1,72,357,0,12,6,clean
1,1,10,588,1104,0,10,clean
4,4,25,764,548,240,244,clean
1,1,77,357,2081,7,11,clean
1,1,4,375,2188,4,1,clean
3,3,54,588,1470,93,121,clean
3,3,512,764,1515,226,231,clean
1,1,7,357,1011,7,1,defective
2,2,7965,588,1074,41,125,defective
2,2,4,414,142,1,2,clean
1,1,20,357,172,5,4,clean
1,1,40,588,1429,4,10,clean
2,2,1,357,2466,95,84,defective
4,4,176,588,109,6,6,clean
1,1,2156,357,35,49,44,defective
1,1,23490,588,39,145,162,clean
3,3,315,357,355,5,27,clean
1,1,324,588,349,18,18,clean
1,1,1830,764,349,0,1830,clean
4,4,25,357,1056,44,259,clean
2,2,24276,414,1100,126,87,defective
1,1,265224,764,1094,514,516,clean
1,1,1998,357,344,37,54,clean
1,1,17955,588,346,105,171,clean
1,1,336,375,756,23,10,clean
3,3,196,588,110,11,6,clean
3,3,75,414,371,7,3,defective
5,5,4,764,119,166,164,clean
3,3,51,375,156,73,65,clean
1,1,16,588,161,4,4,clean
2,2,18,764,171,14,2,clean
4,4,1736,375,1353,68,30,defective
3,3,7392,588,1453,61,17,defective
2,2,306,414,1508,35,3,clean
2,2,244530,764,1409,584,586,clean
4,4,3,375,806,6,5,clean
3,3,3,588,3682,3360,3371,defective
2,2,72,414,2644,32,6,clean
3,3,15,764,2030,311,308,clean
2,2,20553,375,1201,110,50,defective
1,1,71095,588,787,241,295,clean
1,1,213904,764,891,461,464,clean
1,1,16,375,47,4,4,clean
2,2,1736,375,1378,31,20,clean
1,1,16,375,1193,16,0,clean
1,1,441,588,896,147,3,defective
1,1,640,414,2269,16,40,clean
4,4,990,764,732,327,319,clean
1,1,18,375,115,18,0,clean
1,1,5049,588,166,297,17,defective
1,1,10,375,165,10,0,clean
1,1,2354,764,353,1708,1485,clean
1,1,18,375,1882,6,3,defective
1,1,2825,588,1959,113,25,clean
1,1,63504,764,537,252,252,clean
2,2,34254,375,1894,211,81,defective
1,1,6889,588,1966,83,83,defective
1,1,3576545,764,979,2988,3005,clean
1,1,34254,375,1882,346,99,defective
1,1,3576545,764,979,2988,3005,clean
1,1,77,375,599,11,7,clean
1,1,30260,764,1064,170,178,clean
1,1,221,375,573,13,17,clean
1,1,77672,588,1356,2044,2087,defective
1,1,918,375,1056,102,9,clean
3,3,338,588,1070,46,28,clean
4,4,2376,414,1204,59,33,clean
1,1,22910,764,1072,158,145,clean
1,1,345,375,129,23,15,clean
38,38,3819,375,1307,203,45,defective
7,7,8,588,2014,27,15,defective
2,2,8930,414,2042,49,49,clean
5,5,42,764,2053,202,205,defective
2,2,5,375,725,165,0,clean
3,3,100,764,602,229,236,clean
2,2,15410,375,830,58,67,clean
4,4,4,588,1425,2702,2716,defective
5,5,25596,414,861,42,37,defective
5,5,10,764,1039,183,123,clean
1,1,1,375,3040,1,1,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,5,764,1489,8,2,clean
1,1,4,375,502,2,2,clean
2,2,1024,588,1402,3375,3386,defective
2,2,33,764,335,68,91,clean
3,3,3,375,1201,11,2,clean
3,3,594,588,738,10,13,clean
2,2,869,414,1108,6,40,clean
24,24,196,764,803,190,182,defective
1,1,16,375,0,0,9,clean
2,2,3,588,3286,4478,4495,defective
4,4,3,764,603,57,58,clean
3,3,345,375,468,34,4,clean
4,4,616,588,1543,2724,2740,defective
2,2,2,414,1318,6,5,clean
7,7,1248,764,1341,152,210,clean
3,3,11,375,755,35,10,clean
3,3,80,588,1708,2702,2718,defective
2,2,1125,414,1380,38,29,clean
6,6,408,764,1232,422,247,clean
1,1,12,375,1396,6,2,clean
6,6,2500,588,1672,1542,1543,defective
1,1,312,414,1569,26,12,clean
10,10,92,764,1364,226,122,clean
2,2,11,375,1068,42,8,clean
1,1,11918972,588,2302,6718,6741,defective
5,5,408,764,1110,478,214,clean
3,3,3,375,1295,36,8,clean
2,2,1,588,2013,4479,4494,defective
6,6,1,414,1279,18,15,clean
3,3,12,764,1341,6,12,clean
7,7,38,375,1235,35,4,clean
5,5,80,588,1632,1932,1942,defective
1,1,66,414,1336,18,25,clean
5,5,2,764,1177,249,92,clean
1,1,496,375,401,62,8,clean
1,1,216,375,4451,24,9,clean
2,2,77672,588,1829,4381,4414,defective
2,2,59792,414,1281,76,204,clean
