@relation 'dataset_feat_h-weka.filters.unsupervised.attribute.Remove-R3,5-6,8'

@attribute comm numeric
@attribute adev numeric
@attribute exp numeric
@attribute mods numeric
@attribute cyco numeric
@attribute addl numeric
@attribute reml numeric
@attribute label {clean,defective}

@data
5,5,800,764,1537,407,323,defective
1,1,32,375,829,16,2,defective
1,1,11918972,588,2302,6718,6741,defective
2,2,4,414,863,18,21,clean
1,1,3,764,1198,3,24,clean
3,3,15410,375,831,43,45,defective
4,4,225,588,1288,2691,2700,defective
1,1,216,414,855,24,9,clean
10,10,6,764,1094,41,42,defective
5,5,138,375,1024,59,7,clean
9,9,36,588,2002,1060,1050,defective
15,15,21,414,1138,32,15,clean
13,13,8,764,1013,388,399,clean
1,1,3,375,4471,3,0,clean
5,5,9,588,1907,2929,2256,defective
5,5,80,764,1143,165,189,clean
1,1,139,375,0,320,0,clean
1,1,9,375,2252,3,3,clean
1,1,230878,764,1823,479,482,clean
1,1,5,375,0,5,0,clean
1,1,469221,764,0,683,687,clean
1,1,24,375,0,2,12,clean
2,2,3249,588,0,30,34,clean
1,1,5,414,0,0,5,clean
1,1,640,375,1419,64,10,clean
2,2,3249,588,724,105,52,defective
3,3,208,414,1560,34,7,clean
2,2,3,764,1069,451,452,clean
1,1,166,375,1604,0,166,clean
1,1,3249,588,0,57,57,clean
1,1,16,375,1387,16,0,clean
1,1,16,375,1387,16,0,clean
1,1,36,375,64,6,6,clean
1,1,924,588,64,22,42,clean
2,2,4,764,64,15,15,clean
1,1,12,375,1419,4,3,clean
2,2,725,764,1602,241,245,clean
1,1,12,375,1419,4,3,clean
4,4,22,375,1060,48,39,defective
2,2,4,375,1186,112,46,defective
1,1,96,414,1222,12,8,clean
2,2,126,375,1015,7,20,clean
1,1,1925,375,138,55,35,clean
1,1,2476,764,1414,674,619,clean
13,13,48,375,1178,77,38,defective
1,1,70,588,2025,10,7,clean
1,1,473,414,2044,43,11,clean
1,1,1170,764,2052,65,18,clean
1,1,920,375,884,46,20,defective
1,1,21583,588,2022,113,191,clean
1,1,4,375,0,2,2,clean
1,1,469221,764,0,683,687,clean
1,1,4,375,1195,1,4,clean
1,1,22,375,0,11,2,clean
1,1,966,588,14,21,46,clean
1,1,6106,414,189,53,123,clean
1,1,1156,764,0,34,34,clean
1,1,10,375,0,5,2,clean
1,1,1023,764,0,31,33,clean
1,1,10,375,0,5,2,clean
1,1,1023,764,0,31,33,clean
1,1,6,375,867,16,4,clean
4,4,9702,588,905,753,774,defective
2,2,59792,414,1293,78,206,clean
4,4,11343,764,1185,228,211,defective
1,1,12,375,0,12,0,clean
1,1,70,414,2267,10,7,clean
2,2,4,764,1457,267,268,clean
1,1,139,375,0,139,0,clean
2,2,7,375,2234,13,8,clean
2,2,9,588,3065,4481,4494,defective
1,1,126,375,0,13,6,clean
1,1,143,588,0,0,143,clean
1,1,1156,764,0,34,34,clean
1,1,166,375,0,0,166,clean
2,2,4,588,0,15,35,clean
1,1,324,764,0,23,24,clean
1,1,166,375,0,0,166,clean
2,2,4,588,0,15,35,clean
1,1,324,764,0,23,24,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,166,375,0,0,166,clean
2,2,143,588,0,0,126,clean
1,1,1961,414,0,37,53,clean
1,1,324,764,0,34,34,clean
1,1,166,375,0,0,166,clean
2,2,143,588,0,0,126,clean
1,1,324,764,0,34,34,clean
1,1,280,375,0,14,20,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,196,764,0,14,14,clean
1,1,5,375,0,5,0,clean
2,2,166,375,0,5,56,clean
1,1,3,588,0,3,0,clean
1,1,1961,414,0,37,53,clean
1,1,2,375,1008,2,0,clean
1,1,8,588,1105,0,8,clean
1,1,1,375,0,0,1,clean
1,1,4,764,0,2,2,clean
1,1,311364,375,394,558,558,clean
2,2,390,764,1218,260,255,clean
1,1,496,375,401,62,8,clean
1,1,2254,588,463,49,46,clean
4,4,4851,764,454,122,155,clean
1,1,1,375,138,1,0,clean
1,1,14819,375,1036,203,73,clean
1,1,10,588,555,6,5,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,501,375,0,501,0,clean
1,1,336,375,498,24,14,clean
3,3,1075,414,1202,38,23,clean
1,1,51067,764,459,223,229,clean
1,1,166,375,459,0,166,clean
1,1,166,375,459,0,166,clean
1,1,166,375,459,0,166,clean
1,1,25,375,1010,5,5,clean
2,2,10,588,670,13,4,clean
1,1,1921,414,1228,113,17,clean
1,1,66,764,1399,11,6,clean
1,1,166,375,1399,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,1,375,698,1,1,clean
2,2,15,588,750,3,2,clean
1,1,298660,764,1273,548,545,clean
1,1,166,375,1273,0,166,clean
1,1,166,375,1273,0,166,clean
1,1,14819,375,1036,203,73,clean
1,1,10,588,555,6,5,clean
1,1,42,375,300,14,3,clean
1,1,13108,764,302,113,116,clean
1,1,4,375,1019,2,2,clean
1,1,169,414,1093,13,13,clean
1,1,34,375,585,34,0,clean
3,3,2483,588,1056,478,1113,defective
1,1,55484,375,379,388,143,clean
1,1,49590,764,401,261,190,clean
1,1,501,375,0,501,0,clean
1,1,70,375,966,1,70,clean
1,1,271960,764,1103,520,523,clean
2,2,1776,375,776,26,14,clean
4,4,576,588,805,67,81,clean
4,4,58,414,857,14,4,clean
1,1,4,764,854,0,4,clean
2,2,1776,375,783,31,20,clean
2,2,156,588,778,8,7,clean
1,1,12,414,862,4,3,clean
1,1,213904,764,891,461,464,clean
1,1,2,375,47,1,2,clean
1,1,108,764,53,36,3,clean
1,1,4,375,2237,4,0,clean
1,1,2408,588,2449,43,56,clean
1,1,10,375,115,10,0,clean
1,1,396,588,115,36,11,clean
1,1,6727,375,1067,217,31,clean
1,1,88509,414,1189,163,543,clean
2,2,1776,375,783,31,20,clean
2,2,156,588,778,8,7,clean
1,1,12,414,862,4,3,clean
1,1,213904,764,891,461,464,clean
1,1,1776,375,806,48,37,clean
4,4,4508,375,119,92,37,defective
1,1,20,414,137,0,20,clean
2,2,49,764,133,73,85,clean
2,2,30,375,113,24,7,clean
3,3,4508,375,125,122,11,clean
1,1,70,375,121,10,7,clean
3,3,33,375,166,10,8,clean
1,1,99,764,139,11,9,clean
1,1,29,375,148,29,0,clean
4,4,30,375,130,76,67,defective
1,1,48,375,149,12,4,clean
1,1,48,375,149,12,4,clean
1,1,48,375,149,12,4,clean
1,1,48,375,149,12,4,clean
1,1,29,375,148,29,0,clean
3,3,540,375,153,87,78,clean
1,1,45,414,164,9,5,clean
1,1,4,764,199,4,1,clean
1,1,166,375,199,0,166,clean
1,1,348,375,2180,6,58,clean
2,2,533,588,1242,15,29,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
2,2,166,375,0,4,84,clean
1,1,1961,414,0,37,53,clean
1,1,166,375,0,0,166,clean
1,1,3,588,0,3,0,clean
1,1,1961,414,0,37,53,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,166,375,0,0,166,clean
1,1,166,375,0,0,166,clean
2,2,1521,375,371,213,91,defective
1,1,28512,588,406,264,108,clean
1,1,49590,764,401,261,190,clean
1,1,139,375,0,139,0,clean
1,1,469221,764,0,683,687,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
2,2,166,375,0,15,86,clean
1,1,1961,414,0,37,53,clean
1,1,16,375,0,23,4,clean
1,1,2001,588,0,29,69,clean
1,1,16,375,0,15,3,clean
1,1,16,375,0,8,2,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,16,375,0,8,2,clean
1,1,16,375,0,8,2,clean
1,1,3,588,0,3,0,clean
1,1,16,375,0,8,2,clean
1,1,3,588,0,3,0,clean
1,1,166,375,0,0,166,clean
1,1,166,375,0,0,166,clean
1,1,1961,414,0,37,53,clean
1,1,260,375,488,20,13,clean
1,1,11,588,469,2,46,clean
1,1,501,375,0,501,0,clean
1,1,56,375,1358,14,4,clean
1,1,4275,414,1541,75,57,clean
1,1,457650,764,1604,675,678,clean
1,1,6,375,1389,6,1,clean
3,3,10313052,764,727,1272,1287,defective
7,7,4508,375,393,95,55,defective
1,1,14,414,1043,14,1,clean
2,2,30260,764,440,150,168,clean
2,2,210,375,884,42,12,defective
1,1,6968,588,1029,268,26,defective
1,1,442,375,113,34,13,clean
1,1,29,375,148,29,0,clean
4,4,100,375,349,30,14,clean
1,1,1,414,1037,1,1,clean
1,1,228,764,1061,19,12,clean
3,3,4508,375,125,122,11,clean
1,1,70,375,121,10,7,clean
1,1,442,375,113,34,13,clean
1,1,18,375,166,9,2,clean
1,1,4,588,131,4,1,clean
1,1,30,414,138,10,3,clean
1,1,20,375,145,10,2,clean
1,1,4,588,145,4,1,clean
1,1,36,414,154,12,3,clean
1,1,544,375,0,34,16,clean
1,1,280,375,0,14,20,clean
1,1,400,375,580,20,20,clean
1,1,77672,588,1356,2044,2087,defective
1,1,59792,414,1280,148,404,clean
2,2,26,764,1268,7,6,clean
1,1,12,375,1396,4,3,clean
1,1,12,375,1396,4,3,clean
1,1,12,375,1396,4,3,clean
1,1,457650,764,1604,675,678,clean
1,1,4,375,1359,2,2,clean
1,1,457650,764,1604,675,678,clean
1,1,153,375,2278,51,3,clean
1,1,3844,588,2403,62,62,clean
2,2,50,764,1347,736,674,clean
1,1,820,375,2804,41,20,clean
2,2,400,588,1887,2477,2558,defective
2,2,9025,764,1184,515,515,defective
1,1,592,375,141,74,8,clean
2,2,49,764,502,5,3,clean
1,1,24,375,1035,12,2,clean
1,1,11880,764,1317,132,90,clean
1,1,1521,375,363,39,39,defective
4,4,16,588,402,111,47,clean
1,1,49590,764,401,261,190,clean
1,1,6380,375,212,116,55,clean
2,2,1168,375,1009,42,15,clean
3,3,1980,414,1225,32,19,clean
3,3,5,375,1003,30,10,clean
1,1,4,375,841,4,0,clean
8,8,3876,588,1933,1601,1590,defective
9,9,15,764,1254,682,925,defective
4,4,10609,375,394,180,180,defective
1,1,32697,764,378,189,173,clean
1,1,311364,375,394,558,558,clean
1,1,225,375,846,15,15,clean
1,1,487830,764,827,690,707,clean
1,1,20,375,1202,10,2,clean
1,1,25,764,1206,5,5,clean
1,1,20,375,1202,10,2,clean
1,1,25,764,1206,5,5,clean
1,1,20,375,1202,10,2,clean
1,1,25,764,1206,5,5,clean
1,1,4,375,771,4,0,clean
1,1,49,764,852,7,7,clean
1,1,4,375,771,4,0,clean
1,1,153,375,2278,51,3,clean
5,5,36,588,2233,13,539,clean
1,1,16,414,439,4,4,clean
2,2,338338,764,669,767,688,clean
2,2,1776,375,783,31,20,clean
5,5,6,588,855,687,703,defective
1,1,12,414,862,4,3,clean
26,26,120,764,1124,238,224,defective
1,1,4,375,1019,2,2,clean
1,1,169,414,1093,13,13,clean
1,1,12,764,0,0,12,clean
1,1,3086,588,0,0,3086,clean
1,1,11,588,0,1,11,clean
3,3,182,588,356,11,45,clean
1,1,1476,764,123,9,164,clean
1,1,6,588,1966,0,6,clean
2,2,5820,764,1747,1078,1133,clean
1,1,57,588,225,3,19,clean
1,1,17,588,0,1,17,clean
2,2,17,588,0,2,20,clean
1,1,13108,764,302,113,116,clean
1,1,23,588,1435,23,1,clean
1,1,20,414,1508,5,4,clean
1,1,8,764,1620,0,8,clean
1,1,966,588,14,21,46,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,4,414,2637,4,1,clean
1,1,13,588,147,13,0,clean
2,2,62,588,458,32,1,defective
1,1,8464,764,459,92,92,clean
2,2,2408,588,2001,14,22,clean
16,16,135936,588,377,172,141,defective
1,1,729,588,834,27,27,clean
3,3,43,764,856,125,112,clean
1,1,62,588,458,62,0,defective
1,1,8464,764,459,92,92,clean
1,1,64636,588,1046,286,226,defective
1,1,4,414,1226,2,2,clean
1,1,533,588,818,41,13,clean
2,2,536,764,915,252,223,clean
2,2,5,588,1118,3,11,clean
1,1,1,588,458,1,1,clean
1,1,8464,764,459,92,92,clean
2,2,901,588,130,454,0,clean
4,4,9702,588,632,42,49,clean
1,1,24,414,0,3,8,clean
5,5,4,764,494,105,114,clean
1,1,384,588,1050,24,16,clean
1,1,384,588,1050,24,16,clean
1,1,265224,764,1094,514,516,clean
1,1,384,588,1050,24,16,clean
4,4,168,588,1091,2714,2725,defective
4,4,36,764,217,26,28,clean
5,5,135936,588,419,143,86,defective
1,1,181,588,24,181,0,defective
1,1,35,588,778,7,5,clean
1,1,42,414,867,14,3,clean
1,1,213904,764,891,461,464,clean
1,1,4,588,0,0,4,clean
1,1,60,414,478,6,10,clean
5,5,64,764,550,1092,1107,defective
56,56,3,588,2307,67,54,defective
3,3,3,588,1830,2274,2250,defective
2,2,5280,414,1335,52,24,clean
1,1,80,764,150,10,8,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,487830,764,827,690,707,clean
4,4,130,588,1601,2987,2755,defective
1,1,480,414,1233,32,15,clean
5,5,4511,764,813,3,34,clean
17,17,6936,588,3775,53,13,defective
23,23,1485,588,2566,346,389,defective
27,27,1,414,1462,23,19,defective
66,66,36,764,1569,184,217,defective
1,1,15908,588,1105,97,164,defective
1,1,21,414,1159,7,3,clean
4,4,77,764,1083,572,243,clean
4,4,20305,588,2173,2273,2270,defective
1,1,36,414,2370,3,12,clean
2,2,49,764,384,411,408,defective
2,2,2483,588,1381,76,23,defective
3,3,201552,764,1311,1033,1029,clean
2,2,9702,588,1182,102,123,clean
2,2,20164,764,1307,221,221,clean
1,1,11918972,588,2302,6718,6741,defective
3,3,3,764,1541,4,21,clean
3,3,8,588,1200,1024,1044,defective
1,1,96,414,1305,32,3,clean
5,5,8,764,1272,225,244,clean
6,6,16,588,1400,547,548,defective
17,17,4,414,1439,393,343,defective
24,24,272,764,1187,557,559,defective
4,4,3,588,1361,44,15,defective
18,18,87,588,2091,539,524,defective
13,13,135,414,1137,22,14,defective
29,29,21,764,1462,120,122,defective
1,1,15964,588,2280,52,307,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,24,414,137,2,12,defective
1,1,3206,764,1287,1603,1603,clean
1,1,11918972,588,2302,6718,6741,defective
2,2,30,588,2339,6,2,clean
2,2,2031,764,750,1066,999,clean
1,1,5406,588,1098,17,318,clean
1,1,1926,764,870,0,1926,clean
3,3,4,588,854,9,3,clean
1,1,780,414,136,15,52,clean
1,1,66,764,1399,11,6,clean
1,1,26380,588,1140,1319,20,clean
1,1,7900,414,1156,79,100,clean
2,2,25,588,0,17,0,clean
2,2,3249,588,0,30,34,clean
1,1,5,414,0,0,8,clean
1,1,43605,588,1429,171,255,defective
1,1,3025,588,0,55,55,clean
2,2,5559,588,585,19,34,defective
1,1,1,414,1130,1,1,clean
2,2,10788,764,844,217,210,defective
2,2,3249,588,0,30,34,clean
1,1,5,414,0,0,8,clean
1,1,5,588,853,5,0,clean
1,1,339853,764,1000,577,589,clean
1,1,9,588,142,9,0,clean
1,1,5,588,0,1,5,clean
2,2,119133,588,1932,196,232,clean
4,4,403,414,1537,12,3,clean
1,1,348,764,1610,29,12,clean
1,1,3249,588,0,57,57,clean
1,1,3249,588,0,57,57,clean
1,1,92,588,1438,92,0,clean
1,1,2500,588,1426,50,50,clean
1,1,11,414,1595,0,11,clean
1,1,133,588,458,19,7,clean
1,1,51067,764,459,223,229,clean
1,1,374,588,5041,17,22,clean
1,1,3249,588,0,57,57,clean
2,2,25,588,0,13,0,clean
2,2,20,764,0,342,348,clean
1,1,3249,588,0,57,57,clean
1,1,5,414,0,0,5,clean
2,2,39,588,1195,30,35,clean
1,1,3474,588,1491,18,193,clean
4,4,441,588,2417,2728,2733,defective
6,6,69,414,1233,47,29,defective
10,10,8,764,1478,56,71,clean
3,3,16,588,399,93,38,clean
2,2,13,588,146,14,6,clean
4,4,33,764,251,68,76,clean
1,1,1245,588,106,15,83,clean
1,1,158404,764,123,398,398,clean
1,1,319,588,0,319,0,clean
1,1,24336,764,0,156,156,clean
1,1,3025,588,0,55,55,clean
1,1,3086,588,0,0,3086,clean
2,2,71095,588,813,135,168,clean
1,1,44,414,863,4,11,clean
1,1,120,588,87,10,12,clean
1,1,427,588,87,0,427,clean
1,1,308,414,439,14,22,clean
6,6,1144,764,1108,129,130,clean
1,1,135,588,2314,27,5,clean
2,2,2728,764,881,33,42,clean
10,10,25,588,1213,242,241,defective
6,6,10,414,1599,32,35,clean
10,10,32,764,1660,55,40,clean
1,1,1564,588,1331,2044,791,defective
1,1,427,588,1356,0,427,clean
1,1,28512,588,406,264,108,clean
2,2,62,588,458,32,1,defective
1,1,4,588,458,2,2,clean
1,1,8464,764,459,92,92,clean
1,1,3249,588,0,57,57,clean
2,2,11,588,0,1,10,clean
1,1,57,588,225,3,19,clean
1,1,16,764,232,2,8,clean
1,1,36,588,0,3,12,clean
1,1,240,588,22,20,12,clean
1,1,4814,588,843,58,83,clean
1,1,212,764,660,285,274,clean
1,1,77672,588,1356,2044,2087,defective
1,1,59792,414,1280,148,404,clean
3,3,12267,764,1281,166,251,clean
6,6,2,588,0,179,88,defective
1,1,210,414,0,15,14,clean
5,5,121,764,0,644,645,defective
1,1,901,588,130,901,0,clean
1,1,384,588,1050,24,16,clean
1,1,265224,764,1094,514,516,clean
2,2,36,588,1048,20,11,clean
2,2,36,588,1048,20,11,clean
1,1,11918972,588,2302,6718,6741,defective
2,2,15120,588,1629,4516,4539,defective
2,2,3,764,2895,7,3,clean
1,1,42,588,745,3,14,clean
1,1,12996,588,177,114,114,clean
2,2,3481,588,1248,23,20,defective
1,1,264,588,644,8,33,clean
2,2,4,414,1931,15,42,clean
1,1,213904,764,891,461,464,clean
1,1,196,588,0,14,14,clean
1,1,469221,764,0,683,687,clean
2,2,196,588,0,8,18,clean
2,2,1,588,1055,73,107,clean
2,2,869,414,439,12,50,clean
3,3,25,764,1152,45,25,defective
1,1,11918972,588,2302,6718,6741,defective
2,2,3,414,2633,2,1,clean
1,1,484,764,1633,14,14,clean
1,1,1,588,2924,1,0,clean
1,1,7,764,2421,1,7,clean
2,2,24336,588,1517,78,82,defective
1,1,24336,588,138,156,156,defective
1,1,31,414,3015,0,31,clean
1,1,24336,588,138,156,156,defective
1,1,80,764,2418,0,80,clean
2,2,24336,588,532,83,78,defective
2,2,7,414,529,4,27,clean
1,1,11154,764,1987,13,858,clean
2,2,9702,588,1182,102,123,clean
2,2,11343,764,1300,161,113,defective
1,1,82560,588,1121,215,384,defective
1,1,9,588,2896,0,9,clean
1,1,81,588,2896,0,81,clean
1,1,95,588,2807,20,33,clean
2,2,4,588,0,1,3,clean
1,1,30,414,0,3,10,clean
1,1,6,764,0,0,6,clean
1,1,3249,588,0,57,57,clean
1,1,3249,588,0,57,57,clean
3,3,1,588,1160,1023,1044,defective
1,1,2,414,1335,2,0,clean
1,1,2,764,1335,2,0,clean
1,1,77672,588,1356,2044,2087,defective
1,1,3,588,0,3,1,clean
1,1,1600,764,0,40,40,clean
2,2,29,588,3,23,11,clean
4,4,29,588,3,14,7,clean
1,1,82560,588,1121,215,384,defective
2,2,48,414,1149,9,8,clean
1,1,100,588,0,10,10,defective
2,2,144,764,0,25,25,clean
1,1,4,588,1457,2,2,clean
1,1,20,588,2216,10,2,clean
1,1,131140,414,2252,395,332,clean
1,1,2559,764,882,1356,1446,clean
1,1,100,588,0,10,10,defective
2,2,144,764,0,22,22,clean
1,1,1,588,0,1,0,clean
1,1,13,588,0,13,0,clean
3,3,357,588,4,7,6,clean
1,1,16,764,5,4,4,clean
2,2,36,588,300,35,56,clean
1,1,13108,764,302,113,116,clean
1,1,3025,588,0,55,55,clean
1,1,36,588,0,3,12,clean
2,2,18,414,0,1,6,clean
1,1,100,764,0,10,10,clean
1,1,24,588,2715,4,6,clean
2,2,30723,588,1213,73,886,clean
1,1,392,414,752,49,8,clean
5,5,2,764,1079,181,159,clean
2,2,22,588,1445,6,6,clean
1,1,2,764,1602,0,2,clean
1,1,11918972,588,2302,6718,6741,defective
2,2,168921,764,1808,858,598,defective
1,1,78,588,1429,0,78,clean
1,1,12996,588,177,114,114,clean
1,1,40,764,177,10,4,clean
1,1,11,588,177,11,0,clean
1,1,3132,588,1130,58,54,clean
1,1,12,414,1139,6,2,clean
1,1,56,764,1327,8,7,clean
1,1,6,588,1419,6,0,clean
1,1,11,414,1595,0,11,clean
1,1,457650,764,1604,675,678,clean
1,1,4,588,0,2,2,clean
1,1,92,588,1438,92,0,clean
1,1,156,588,1117,6,26,clean
2,2,400,588,1887,2477,2558,defective
2,2,400,588,1887,2477,2558,defective
1,1,3249,588,0,57,57,clean
1,1,3,588,177,3,0,clean
1,1,77672,588,1356,2044,2087,defective
1,1,16,764,1257,1,16,clean
9,9,6936,588,4345,193,131,defective
3,3,928,414,1138,13,21,clean
1,1,196,588,562,14,14,clean
2,2,114392,764,979,160,63,defective
1,1,65448,588,2212,216,303,clean
1,1,442629,764,1179,153,2893,clean
1,1,181,588,24,181,0,defective
2,2,140,414,24,11,10,clean
2,2,153,588,350,489,27,clean
1,1,44099,764,361,209,211,clean
1,1,7,588,0,13,0,clean
1,1,12,414,0,0,12,clean
1,1,42642,764,0,206,207,clean
2,2,11,588,156,79,76,clean
4,4,106,588,76,42,31,defective
1,1,3021,414,130,53,57,clean
2,2,1600,764,64,68,68,clean
1,1,3,588,0,3,0,clean
1,1,1961,414,0,37,53,clean
2,2,4,588,0,1,72,clean
1,1,4155,588,0,0,4155,clean
3,3,20,588,180,13,26,clean
3,3,4,764,0,9,8,clean
1,1,3481,588,1248,59,59,defective
1,1,88509,414,1189,163,543,clean
1,1,3481,588,1248,59,59,defective
1,1,77672,588,1356,2044,2087,defective
1,1,298660,764,1273,548,545,clean
1,1,1245,588,106,15,83,clean
1,1,4,414,104,2,2,clean
1,1,1476,764,123,9,164,clean
1,1,3086,588,123,0,3086,clean
1,1,6,588,1352,2,3,clean
1,1,25,414,1282,5,5,clean
2,2,9216,764,1273,246,245,clean
1,1,104,588,2394,8,13,clean
3,3,864,588,386,98,71,defective
2,2,11,588,156,79,76,clean
1,1,11,588,177,11,0,clean
3,3,62,588,458,21,1,defective
1,1,8464,764,459,92,92,clean
1,1,1045,588,166,95,11,clean
1,1,2001,588,0,29,69,clean
1,1,3,414,0,3,0,clean
1,1,14,764,0,7,2,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,1362,26,25,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,1362,26,25,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,1663,18,23,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,1362,26,25,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,2725,0,41,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,1663,18,23,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,2725,0,41,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,2725,0,41,clean
3,3,72,588,2068,3383,3383,defective
1,1,6,764,2161,1,21,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,2725,0,41,clean
1,1,11918972,588,2302,6718,6741,defective
1,1,41,764,2725,0,41,clean
1,1,390,588,829,10,39,clean
1,1,6,588,1965,0,6,clean
1,1,10,588,779,1,10,clean
1,1,10,588,779,1,10,clean
1,1,181,588,24,181,0,defective
1,1,106,588,2826,106,0,clean
1,1,280051,764,790,2256,2295,clean
1,1,24,588,230,3,8,clean
1,1,30,764,226,3,10,clean
1,1,5,588,145,5,0,clean
10,10,7,588,1445,979,974,defective
10,10,3,414,1371,40,16,defective
5,5,484,764,1508,190,190,clean
2,2,1045,588,166,52,7,clean
11,11,6936,588,4136,137,102,defective
6,6,3132,414,1113,35,10,defective
1,1,74256,764,1301,272,273,clean
1,1,181,588,24,181,0,defective
2,2,140,414,24,11,10,clean
1,1,4,588,0,1,4,clean
1,1,96,414,2435,6,16,clean
2,2,171810,764,413,552,560,clean
1,1,181,588,24,181,0,defective
3,3,153,588,553,297,16,clean
1,1,44099,764,361,209,211,clean
4,4,4,588,1234,1481,1351,defective
1,1,28,414,0,7,4,clean
3,3,2208,764,383,277,280,clean
3,3,11,588,135,50,39,clean
2,2,2352,588,1531,29,30,clean
1,1,1144,414,1510,26,44,defective
2,2,3474,588,1489,9,107,clean
2,2,20,414,1563,79,24,defective
1,1,1045,588,166,95,11,clean
1,1,27,764,175,27,1,clean
1,1,43605,588,1429,171,255,defective
1,1,457650,764,1604,675,678,clean
2,2,100,588,560,112,197,defective
1,1,3,414,571,5,2,clean
1,1,144,764,0,12,12,clean
4,4,41734,588,1055,162,141,defective
2,2,11918972,588,1583,4483,4498,defective
1,1,3249,588,0,57,57,clean
1,1,32,414,0,4,8,clean
1,1,1600,764,0,40,40,clean
2,2,2408,588,2449,39,63,clean
1,1,3206,764,1287,1603,1603,clean
1,1,3249,588,0,57,57,clean
1,1,32,414,0,4,8,clean
1,1,3249,588,0,57,57,clean
1,1,32,414,0,4,8,clean
1,1,357,588,3,21,17,clean
2,2,16,764,5,11,11,clean
2,2,28,588,784,5,2,clean
1,1,49,764,852,7,7,clean
2,2,36,588,558,2,6,clean
2,2,21,414,750,0,19,clean
1,1,1564,588,0,0,3291,clean
2,2,780,588,173,10,620,clean
1,1,1024,588,503,32,32,clean
2,2,33,764,476,1,366,clean
1,1,135,588,0,27,5,clean
1,1,10,414,0,5,2,clean
1,1,3720,764,0,62,60,clean
1,1,8,414,865,8,1,clean
1,1,213904,764,891,461,464,clean
2,2,79,414,1158,41,1,defective
4,4,1908,764,1274,72,34,defective
2,2,66,414,736,4,22,clean
4,4,408,764,881,519,256,clean
1,1,65,414,1704,16,3,clean
1,1,213904,764,891,461,464,clean
1,1,59792,414,1280,148,404,clean
1,1,1851,414,454,1851,0,clean
1,1,1120,764,475,32,35,clean
1,1,40194,414,103,198,203,clean
3,3,232,414,64,81,3,clean
2,2,6845,414,1079,112,20,defective
2,2,476,764,1166,16,14,clean
6,6,13,414,1456,19,14,defective
8,8,1,764,1548,136,127,clean
2,2,31,414,1128,13,2,clean
1,1,15,414,1127,5,3,clean
1,1,76,764,837,0,76,clean
3,3,31,414,1129,9,2,clean
3,3,3,414,1644,2,2,defective
2,2,3,764,1917,8,0,clean
7,7,280,414,949,29,7,defective
19,19,17,764,905,586,641,defective
6,6,280,414,818,60,5,defective
17,17,7,764,995,317,268,defective
2,2,4,414,1291,10,14,defective
2,2,32,414,176,50,7,clean
2,2,5,414,0,3,0,clean
1,1,469221,764,0,683,687,clean
1,1,6,414,2354,0,6,clean
1,1,42,414,3002,14,3,clean
89,89,3,414,1717,28,17,defective
63,63,36,764,1307,474,454,defective
3,3,16,414,2125,12,8,defective
10,10,4,764,1849,349,622,defective
1,1,24,414,0,3,8,clean
1,1,96,414,1222,12,8,clean
2,2,390,764,1218,260,255,clean
1,1,350,414,1461,10,35,clean
1,1,1024,414,2266,64,16,clean
1,1,2559,764,882,1356,1446,clean
2,2,1024,414,2266,32,8,clean
2,2,36,764,1342,906,966,clean
1,1,3,414,1517,3,1,clean
1,1,77,764,1611,7,11,clean
2,2,1764,414,1766,11,34,clean
6,6,6,764,1369,402,404,clean
1,1,1500,414,1092,50,30,clean
1,1,684,764,1103,19,36,clean
2,2,26,414,855,7,2,clean
1,1,208,414,1510,52,4,clean
1,1,4,414,1604,1,4,clean
